Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1930-01-01,1930,01,01,,5.0,,-14.4,,-4.7,,22.7,,0.0,,2.5,,0.0,T,2.5,,,,,,,
1930-01-02,1930,01,02,,5.6,,0.0,,2.8,,15.2,,0.0,,3.0,,0.0,,3.0,,,,,,,
1930-01-03,1930,01,03,,0.6,,-0.6,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-04,1930,01,04,,-8.3,,-15.6,,-12.0,,30.0,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-01-05,1930,01,05,,-8.9,,-22.8,,-15.9,,33.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-06,1930,01,06,,6.7,,-14.4,,-3.9,,21.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-07,1930,01,07,,7.2,,4.4,,5.8,,12.2,,0.0,,6.9,,0.0,,6.9,,,,,,,
1930-01-08,1930,01,08,,2.8,,-3.9,,-0.6,,18.6,,0.0,,17.8,,0.0,T,17.8,,,,,,,
1930-01-09,1930,01,09,,-10.6,,-12.8,,-11.7,,29.7,,0.0,,0.0,,5.3,,5.3,,,,,,,
1930-01-10,1930,01,10,,-8.3,,-14.4,,-11.4,,29.4,,0.0,,0.0,,8.1,,8.1,,,,,,,
1930-01-11,1930,01,11,,-13.3,,-23.3,,-18.3,,36.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-12,1930,01,12,,2.8,,-16.7,,-7.0,,25.0,,0.0,,0.3,,12.2,,12.4,,,,,,,
1930-01-13,1930,01,13,,2.2,,-4.4,,-1.1,,19.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-14,1930,01,14,,2.8,,-7.2,,-2.2,,20.2,,0.0,,8.9,,0.0,,8.9,,,,,,,
1930-01-15,1930,01,15,,3.3,,-1.7,,0.8,,17.2,,0.0,,0.3,,0.0,,0.3,,,,,,,
1930-01-16,1930,01,16,,-13.3,,-19.4,,-16.4,,34.4,,0.0,,0.0,,0.3,,0.3,,,,,,,
1930-01-17,1930,01,17,,-13.9,,-25.6,,-19.8,,37.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1930-01-18,1930,01,18,,-3.9,,-18.3,,-11.1,,29.1,,0.0,,0.0,,8.4,,8.4,,,,,,,
