Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1933-01-01,1933,01,01,,-2.2,,-23.3,,-12.8,,30.8,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-02,1933,01,02,,1.1,,-9.4,,-4.2,,22.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-03,1933,01,03,,3.3,,-1.1,,1.1,,16.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-04,1933,01,04,,7.2,,-3.9,,1.7,,16.3,,0.0,,2.0,,0.0,,2.0,,,,,,,
1933-01-05,1933,01,05,,1.1,,-6.7,,-2.8,,20.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-06,1933,01,06,,6.1,,-5.0,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-07,1933,01,07,,6.7,,-7.8,,-0.6,,18.6,,0.0,,1.5,,0.0,,1.5,,,,,,,
1933-01-08,1933,01,08,,-10.6,,-18.3,,-14.5,,32.5,,0.0,,0.0,,4.8,,4.8,,,,,,,
1933-01-09,1933,01,09,,-2.2,,-13.3,,-7.8,,25.8,,0.0,,0.0,,3.0,,3.0,,,,,,,
1933-01-10,1933,01,10,,6.7,,-11.7,,-2.5,,20.5,,0.0,,0.5,,1.5,,2.0,,,,,,,
1933-01-11,1933,01,11,,7.2,,-0.6,,3.3,,14.7,,0.0,,2.0,,0.0,,2.0,,,,,,,
1933-01-12,1933,01,12,,-9.4,,-13.3,,-11.4,,29.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-13,1933,01,13,,-8.3,,-18.3,,-13.3,,31.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-14,1933,01,14,,1.7,,-11.1,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-15,1933,01,15,,5.0,,-8.3,,-1.7,,19.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-16,1933,01,16,,6.7,,-5.0,,0.9,,17.1,,0.0,,4.8,,0.0,,4.8,,,,,,,
1933-01-17,1933,01,17,,5.6,,-3.9,,0.9,,17.1,,0.0,,0.5,,0.0,,0.5,,,,,,,
1933-01-18,1933,01,18,,-5.6,,-14.4,,-10.0,,28.0,,0.0,,2.3,,0.0,T,2.3,,,,,,,
1933-01-19,1933,01,19,,6.7,,-10.0,,-1.7,,19.7,,0.0,,7.9,,0.3,,8.1,,,,,,,
1933-01-20,1933,01,20,,0.0,,-3.3,,-1.7,,19.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-21,1933,01,21,,0.0,,-3.9,,-2.0,,20.0,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-22,1933,01,22,,5.0,,-6.7,,-0.9,,18.9,,0.0,,9.1,,0.0,,9.1,,,,,,,
1933-01-23,1933,01,23,,8.3,,-0.6,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-24,1933,01,24,,0.0,,-4.4,,-2.2,,20.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-25,1933,01,25,,-1.1,,-10.0,,-5.6,,23.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-26,1933,01,26,,1.7,,-3.9,,-1.1,,19.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-27,1933,01,27,,3.9,,-6.1,,-1.1,,19.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-28,1933,01,28,,-2.2,,-5.0,,-3.6,,21.6,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-29,1933,01,29,,-6.7,,-10.6,,-8.7,,26.7,,0.0,,0.0,,2.0,,2.0,,,,,,,
1933-01-30,1933,01,30,,-3.3,,-12.2,,-7.8,,25.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-31,1933,01,31,,2.2,,-10.0,,-3.9,,21.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-02-01,1933,02,01,,3.9,,-8.3,,-2.2,,20.2,,0.0,,2.0,,2.5,,4.6,,,,,,,
1933-02-02,1933,02,02,,2.8,,0.0,,1.4,,16.6,,0.0,,0.0,,4.1,,4.1,,,,,,,
1933-02-03,1933,02,03,,-3.3,,-8.9,,-6.1,,24.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-02-04,1933,02,04,,-3.9,,-10.0,,-7.0,,25.0,,0.0,,0.0,,2.3,,2.3,,,,,,,
1933-02-05,1933,02,05,,-8.9,,-16.1,,-12.5,,30.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-02-06,1933,02,06,,-10.6,,-22.2,,-16.4,,34.4,,0.0,,0.0,,1.8,,1.8,,,,,,,
