Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2004-01-01,2004,01,01,,-6.1,,-18.8,,-12.5,,30.5,,0.0,,0.0,,3.6,,1.0,,0,T,34,E,44,E
2004-01-02,2004,01,02,,-18.6,,-23.8,,-21.2,,39.2,,0.0,,0.0,,1.4,,0.8,,4,,,,<31,
2004-01-03,2004,01,03,,-22.7,,-26.9,,-24.8,,42.8,,0.0,,0.0,,0.0,T,0.0,T,4,,,,<31,
2004-01-04,2004,01,04,,-19.1,,-27.1,,-23.1,,41.1,,0.0,,0.0,,0.0,T,0.0,T,4,,,,<31,
2004-01-05,2004,01,05,,-13.9,,-24.7,,-19.3,,37.3,,0.0,,0.0,,0.0,,0.0,,2,,,,<31,
2004-01-06,2004,01,06,,-13.1,,-24.9,,-19.0,,37.0,,0.0,,0.0,,0.0,,0.0,,1,,,,<31,
2004-01-07,2004,01,07,,-12.4,,-17.0,,-14.7,,32.7,,0.0,,0.0,,0.0,,0.0,,1,,,,<31,
2004-01-08,2004,01,08,,5.1,,-16.3,,-5.6,,23.6,,0.0,,0.0,,0.0,,0.0,,1,,27,E,39,E
2004-01-09,2004,01,09,,4.2,,-8.0,,-1.9,,19.9,,0.0,,0.0,,0.0,,0.0,,1,,,,<31,
2004-01-10,2004,01,10,,8.5,,-2.4,,3.1,,14.9,,0.0,,0.0,T,0.0,,0.0,T,0,T,27,E,44,E
2004-01-11,2004,01,11,,6.0,,-7.2,,-0.6,,18.6,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-01-12,2004,01,12,,3.5,,-9.9,,-3.2,,21.2,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-01-13,2004,01,13,,8.3,,-2.8,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,0,T,27,E,52,E
2004-01-14,2004,01,14,,11.2,,0.3,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,0,T,26,E,56,E
2004-01-15,2004,01,15,,10.0,,3.2,,6.6,,11.4,,0.0,,0.0,,0.0,,0.0,,0,,25,E,39,E
2004-01-16,2004,01,16,,6.4,,-5.6,,0.4,,17.6,,0.0,,0.0,,0.0,,0.0,,0,,,,<31,
2004-01-17,2004,01,17,,-4.6,,-5.6,,-5.1,,23.1,,0.0,,0.0,,0.0,T,0.0,T,0,,,,<31,
2004-01-18,2004,01,18,,4.4,,-7.2,,-1.4,,19.4,,0.0,,0.0,,0.0,T,0.0,T,0,,,,<31,
2004-01-19,2004,01,19,,6.9,,-0.5,,3.2,,14.8,,0.0,,0.0,,0.0,,0.0,,0,,,,<31,
2004-01-20,2004,01,20,,4.1,,-5.7,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,0,,,,<31,
2004-01-21,2004,01,21,,5.9,,-7.4,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,0,,27,E,37,E
2004-01-22,2004,01,22,,8.9,,3.7,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,0,,27,E,48,E
2004-01-23,2004,01,23,,7.3,,-9.0,,-0.9,,18.9,,0.0,,0.0,,0.6,,0.6,,0,,35,E,35,E
2004-01-24,2004,01,24,,-9.0,,-20.4,,-14.7,,32.7,,0.0,,0.0,,11.2,,7.4,,3,,36,E,39,E
2004-01-25,2004,01,25,,-20.3,,-26.5,,-23.4,,41.4,,0.0,,0.0,,0.6,,0.4,,6,,35,E,32,E
2004-01-26,2004,01,26,,-25.5,,-31.1,,-28.3,,46.3,,0.0,,0.0,,0.0,T,0.0,T,5,,,,<31,
2004-01-27,2004,01,27,,-30.0,,-33.8,,-31.9,,49.9,,0.0,,0.0,,0.4,,0.2,,5,,,,<31,
2004-01-28,2004,01,28,,-28.1,,-30.9,,-29.5,,47.5,,0.0,,0.0,,0.0,T,0.0,T,5,,16,E,33,E
2004-01-29,2004,01,29,,-21.3,,-31.1,,-26.2,,44.2,,0.0,,0.0,,1.4,,1.0,,5,,,,<31,
2004-01-30,2004,01,30,,-21.0,,-23.5,,-22.3,,40.3,,0.0,,0.0,,4.0,,3.1,,6,,35,E,35,E
2004-01-31,2004,01,31,,-19.5,,-22.7,,-21.1,,39.1,,0.0,,0.0,,4.0,,2.4,,6,,35,E,32,E
2004-02-01,2004,02,01,,-12.6,,-21.9,,-17.3,,35.3,,0.0,,0.0,,2.0,,0.8,,10,,,,<31,
2004-02-02,2004,02,02,,-9.0,,-24.7,,-16.9,,34.9,,0.0,,0.0,,0.0,,0.0,,11,,,,<31,
2004-02-03,2004,02,03,,2.6,,-23.0,,-10.2,,28.2,,0.0,,0.0,,0.0,,0.0,,10,,,,<31,
2004-02-04,2004,02,04,,2.8,,-8.1,,-2.7,,20.7,,0.0,,0.0,,0.0,T,0.0,T,10,,26,E,35,E
2004-02-05,2004,02,05,,-2.5,,-13.1,,-7.8,,25.8,,0.0,,0.0,,0.0,,0.0,,9,,,,<31,
2004-02-06,2004,02,06,,6.9,,-12.7,,-2.9,,20.9,,0.0,,0.0,,0.0,,0.0,,9,,26,E,56,E
2004-02-07,2004,02,07,,4.6,,-8.7,,-2.1,,20.1,,0.0,,0.0,,0.4,,0.2,,6,,27,E,52,E
2004-02-08,2004,02,08,,1.4,,-8.5,,-3.6,,21.6,,0.0,,0.0,,3.0,,1.2,,8,,36,E,32,E
2004-02-09,2004,02,09,,6.1,,-4.8,,0.7,,17.3,,0.0,,0.0,,0.0,T,0.0,T,8,,27,E,59,E
2004-02-10,2004,02,10,,2.5,,-11.2,,-4.4,,22.4,,0.0,,0.0,,0.0,,0.0,,6,,32,E,59,E
2004-02-11,2004,02,11,,3.2,,-17.9,,-7.4,,25.4,,0.0,,0.0,,0.0,,0.0,,5,,,,<31,
2004-02-12,2004,02,12,,11.0,,-6.7,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,5,,,,<31,
2004-02-13,2004,02,13,,-1.0,,-10.3,,-5.7,,23.7,,0.0,,0.0,,0.0,,0.0,,3,,,,<31,
2004-02-14,2004,02,14,,-7.9,,-9.2,,-8.6,,26.6,,0.0,,0.0,T,0.0,T,0.0,T,2,,,,<31,
2004-02-15,2004,02,15,,6.1,,-8.4,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,2,,,,<31,
2004-02-16,2004,02,16,,3.4,,-10.3,,-3.5,,21.5,,0.0,,0.0,,0.0,,0.0,,1,,,,<31,
2004-02-17,2004,02,17,,6.8,,-5.2,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,1,,25,E,59,E
2004-02-18,2004,02,18,,9.1,,-3.9,,2.6,,15.4,,0.0,,0.0,,0.0,,0.0,,0,T,27,E,35,E
2004-02-19,2004,02,19,,8.0,,-2.7,,2.7,,15.3,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-02-20,2004,02,20,,7.4,,-4.6,,1.4,,16.6,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-02-21,2004,02,21,,6.8,,-4.2,,1.3,,16.7,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-02-22,2004,02,22,,5.8,,-6.1,,-0.2,,18.2,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-02-23,2004,02,23,,9.6,,-8.0,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-02-24,2004,02,24,,9.2,,-4.7,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-02-25,2004,02,25,,8.8,,-3.2,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,0,T,,,<31,
2004-02-26,2004,02,26,,2.0,,-5.4,,-1.7,,19.7,,0.0,,0.0,,0.0,,0.0,,0,,,,<31,
2004-02-27,2004,02,27,,-1.8,,-6.2,,-4.0,,22.0,,0.0,,0.0,,0.0,T,0.0,T,0,,,,<31,
2004-02-28,2004,02,28,,-1.1,,-6.4,,-3.8,,21.8,,0.0,,0.0,,0.0,T,0.0,T,0,,,,<31,
2004-02-29,2004,02,29,,2.5,,-8.4,,-3.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0,,,,<31,
2004-03-01,2004,03,01,,-0.4,,-6.7,,-3.6,,21.6,,0.0,,0.0,,0.4,,0.4,,0,,,,<31,
2004-03-02,2004,03,02,,-4.7,,-15.8,,-10.3,,28.3,,0.0,,0.0,,5.4,,4.1,,3,,35,E,61,E
2004-03-03,2004,03,03,,-12.3,,-17.3,,-14.8,,32.8,,0.0,,0.0,,0.0,T,0.0,T,4,,,,<31,
2004-03-04,2004,03,04,,-0.1,,-15.7,,-7.9,,25.9,,0.0,,0.0,,0.0,T,0.0,T,4,,,,<31,
2004-03-05,2004,03,05,,5.9,,-15.3,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,4,,27,E,50,E
2004-03-06,2004,03,06,,3.7,,-5.3,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,0,T,27,E,69,E
