Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2001-01-01,2001,01,01,,9.2,,5.7,,7.5,,10.5,,0.0,,,,,,0.0,,,,,,,
2001-01-02,2001,01,02,,11.6,,6.5,,9.1,,8.9,,0.0,,,,,,0.0,,,,,,,
2001-01-03,2001,01,03,,11.0,,6.1,,8.6,,9.4,,0.0,,,,,,8.0,,,,,,,
2001-01-04,2001,01,04,,9.8,,6.7,,8.3,,9.7,,0.0,,,,,,17.2,,,,,,,
2001-01-05,2001,01,05,,10.9,,6.2,,8.6,,9.4,,0.0,,,,,,8.8,,,,,,,
2001-01-06,2001,01,06,,7.3,,2.9,,5.1,,12.9,,0.0,,,,,,0.0,,,,,,,
2001-01-07,2001,01,07,,10.5,,4.1,,7.3,,10.7,,0.0,,,,,,0.0,,,,,,,
2001-01-08,2001,01,08,,12.7,,7.1,,9.9,,8.1,,0.0,,,,,,0.0,,,,,,,
2001-01-09,2001,01,09,,10.1,,5.3,,7.7,,10.3,,0.0,,,,,,0.0,,,,,,,
2001-01-10,2001,01,10,,10.1,,6.2,,8.2,,9.8,,0.0,,,,,,0.8,,,,,,,
2001-01-11,2001,01,11,,8.0,,5.3,,6.7,,11.3,,0.0,,,,,,0.0,,,,,,,
2001-01-12,2001,01,12,,7.3,,4.5,,5.9,,12.1,,0.0,,,,,,4.0,,,,,,,
2001-01-13,2001,01,13,,5.6,,3.7,,4.7,,13.3,,0.0,,,,,,7.6,,,,,,,
2001-01-14,2001,01,14,,6.5,,4.1,,5.3,,12.7,,0.0,,,,,,0.0,,,,,,,
2001-01-15,2001,01,15,,6.8,,2.3,,4.6,,13.4,,0.0,,,,,,0.0,,,,,,,
2001-01-16,2001,01,16,,5.5,,1.2,,3.4,,14.6,,0.0,,,,,,0.2,,,,,,,
2001-01-17,2001,01,17,,3.9,,1.4,,2.7,,15.3,,0.0,,,,,,1.8,,,,,,,
2001-01-18,2001,01,18,,6.3,,3.4,,4.9,,13.1,,0.0,,,,,,6.0,,,,,,,
2001-01-19,2001,01,19,,10.6,,4.8,,7.7,,10.3,,0.0,,,,,,0.2,,,,,,,
2001-01-20,2001,01,20,,8.5,,5.2,,6.9,,11.1,,0.0,,,,,,0.0,,,,,,,
2001-01-21,2001,01,21,,7.1,,5.4,,6.3,,11.7,,0.0,,,,,,13.8,,,,,,,
2001-01-22,2001,01,22,,8.6,,4.5,,6.6,,11.4,,0.0,,,,,,0.0,,,,,,,
2001-01-23,2001,01,23,,9.6,,4.6,,7.1,,10.9,,0.0,,,,,,0.0,,,,,,,
2001-01-24,2001,01,24,,7.3,,5.0,,6.2,,11.8,,0.0,,,,,,3.0,,,,,,,
2001-01-25,2001,01,25,,9.5,,4.5,,7.0,,11.0,,0.0,,,,,,0.0,,,,,,,
2001-01-26,2001,01,26,,8.4,,3.0,,5.7,,12.3,,0.0,,,,,,0.0,,,,,,,
2001-01-27,2001,01,27,,7.7,,1.8,,4.8,,13.2,,0.0,,,,,,0.2,,,,,,,
2001-01-28,2001,01,28,,6.5,,1.7,,4.1,,13.9,,0.0,,,,,,2.0,,,,,,,
2001-01-29,2001,01,29,,9.0,,4.1,,6.6,,11.4,,0.0,,,,,,1.2,,,,,,,
