Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1939-01-01,1939,01,01,,3.9,,-7.8,,-2.0,,20.0,,0.0,,0.0,,3.6,,3.6,,,,,,,
1939-01-02,1939,01,02,,0.0,,-6.7,,-3.4,,21.4,,0.0,,0.0,,1.3,,1.3,,,,,,,
1939-01-03,1939,01,03,,-10.0,,-14.4,,-12.2,,30.2,,0.0,,0.0,,1.8,,1.8,,,,,,,
1939-01-04,1939,01,04,,2.2,,-15.6,,-6.7,,24.7,,0.0,,0.0,,0.5,,0.5,,,,,,,
1939-01-05,1939,01,05,,7.8,,-3.9,,2.0,,16.0,,0.0,,3.8,,0.0,,3.8,,,,,,,
1939-01-06,1939,01,06,,4.4,,2.8,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1939-01-07,1939,01,07,,7.8,,2.2,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1939-01-08,1939,01,08,,2.8,,1.7,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1939-01-09,1939,01,09,,11.1,,-1.1,,5.0,,13.0,,0.0,,0.5,,0.0,,0.5,,,,,,,
1939-01-10,1939,01,10,,10.6,,2.8,,6.7,,11.3,,0.0,,0.0,T,0.0,T,0.0,T,,,,,,
1939-01-11,1939,01,11,,1.7,,-1.7,,0.0,,18.0,,0.0,,0.0,,0.5,,0.5,,,,,,,
1939-01-12,1939,01,12,,-1.7,,-5.6,,-3.7,,21.7,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1939-01-13,1939,01,13,,-3.9,,-7.2,,-5.6,,23.6,,0.0,,0.0,,4.3,,4.3,,,,,,,
1939-01-14,1939,01,14,,-3.3,,-8.3,,-5.8,,23.8,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1939-01-15,1939,01,15,,-0.6,,-10.0,,-5.3,,23.3,,0.0,,0.0,,1.3,,1.3,,,,,,,
1939-01-16,1939,01,16,,2.2,,-2.8,,-0.3,,18.3,,0.0,,0.0,,0.3,,0.3,,,,,,,
1939-01-17,1939,01,17,,-6.7,,-10.0,,-8.4,,26.4,,0.0,,0.0,,0.8,,0.8,,,,,,,
1939-01-18,1939,01,18,,-10.6,,-12.2,,-11.4,,29.4,,0.0,,0.0,,6.6,,6.6,,,,,,,
1939-01-19,1939,01,19,,-7.8,,-14.4,,-11.1,,29.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1939-01-20,1939,01,20,,-2.2,,-13.3,,-7.8,,25.8,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1939-01-21,1939,01,21,,3.9,,-4.4,,-0.3,,18.3,,0.0,,0.0,T,5.6,,5.6,,,,,,,
