Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1931-01-01,1931,01,01,,7.8,,-2.8,,2.5,,15.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-02,1931,01,02,,3.3,,-11.1,,-3.9,,21.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-03,1931,01,03,,5.6,,-3.3,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-04,1931,01,04,,6.7,,-11.7,,-2.5,,20.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-05,1931,01,05,,8.3,,-1.1,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-06,1931,01,06,,0.0,,-8.3,,-4.2,,22.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-07,1931,01,07,,0.6,,-9.4,,-4.4,,22.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-08,1931,01,08,,1.7,,-13.3,,-5.8,,23.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-09,1931,01,09,,6.7,,-10.6,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-10,1931,01,10,,2.2,,-8.9,,-3.4,,21.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-11,1931,01,11,,-1.1,,-8.9,,-5.0,,23.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-12,1931,01,12,,-5.6,,-16.1,,-10.9,,28.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-13,1931,01,13,,5.6,,-12.8,,-3.6,,21.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-14,1931,01,14,,6.7,,-2.2,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-15,1931,01,15,,3.3,,-3.9,,-0.3,,18.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1931-01-16,1931,01,16,,2.2,,-11.1,,-4.5,,22.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
