Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1934-01-01,1934,01,01,,2.2,,-13.3,,-5.6,,23.6,,0.0,,7.4,,0.0,T,7.4,,,,,,,
1934-01-02,1934,01,02,,-10.6,,-17.2,,-13.9,,31.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-03,1934,01,03,,-8.9,,-12.8,,-10.9,,28.9,,0.0,,0.0,,4.1,,4.1,,,,,,,
1934-01-04,1934,01,04,,2.2,,-11.7,,-4.8,,22.8,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-05,1934,01,05,,5.0,,-4.4,,0.3,,17.7,,0.0,,5.1,,0.0,,5.1,,,,,,,
1934-01-06,1934,01,06,,5.0,,2.2,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-07,1934,01,07,,2.8,,0.6,,1.7,,16.3,,0.0,,7.6,,2.5,,10.2,,,,,,,
1934-01-08,1934,01,08,,3.9,,0.6,,2.3,,15.7,,0.0,,0.0,T,0.5,,0.5,,,,,,,
1934-01-09,1934,01,09,,3.3,,0.6,,2.0,,16.0,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-10,1934,01,10,,0.6,,-1.1,,-0.3,,18.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-11,1934,01,11,,1.7,,-1.1,,0.3,,17.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-12,1934,01,12,,2.2,,-0.6,,0.8,,17.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-13,1934,01,13,,2.8,,0.0,,1.4,,16.6,,0.0,,0.3,,1.3,,1.5,,,,,,,
1934-01-14,1934,01,14,,1.7,,-2.8,,-0.6,,18.6,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-15,1934,01,15,,1.7,,-2.2,,-0.3,,18.3,,0.0,,0.0,,0.3,,0.3,,,,,,,
1934-01-16,1934,01,16,,-1.1,,-6.7,,-3.9,,21.9,,0.0,,0.0,,0.5,,0.5,,,,,,,
1934-01-17,1934,01,17,,-10.6,,-13.3,,-12.0,,30.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-18,1934,01,18,,2.2,,-17.2,,-7.5,,25.5,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-19,1934,01,19,,0.6,,-4.4,,-1.9,,19.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-20,1934,01,20,,-6.7,,-10.6,,-8.7,,26.7,,0.0,,0.0,,1.5,,1.5,,,,,,,
1934-01-21,1934,01,21,,0.6,,-9.4,,-4.4,,22.4,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-22,1934,01,22,,5.0,,-3.9,,0.6,,17.4,,0.0,,0.0,T,0.0,,0.0,T,,,,,,
1934-01-23,1934,01,23,,5.0,,-2.8,,1.1,,16.9,,0.0,,2.3,,0.0,T,2.3,,,,,,,
1934-01-24,1934,01,24,,5.6,,-6.1,,-0.3,,18.3,,0.0,,0.0,T,0.0,,0.0,T,,,,,,
1934-01-25,1934,01,25,,6.1,,-3.3,,1.4,,16.6,,0.0,,1.8,,0.0,T,1.8,,,,,,,
1934-01-26,1934,01,26,,1.7,,-9.4,,-3.9,,21.9,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-27,1934,01,27,,3.9,,-1.7,,1.1,,16.9,,0.0,,0.0,T,1.5,,1.5,,,,,,,
1934-01-28,1934,01,28,,3.9,,-13.3,,-4.7,,22.7,,0.0,,1.5,,0.3,,1.8,,,,,,,
1934-01-29,1934,01,29,,-15.6,,-22.8,,-19.2,,37.2,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-30,1934,01,30,,-6.7,,-20.6,,-13.7,,31.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-31,1934,01,31,,1.1,,-12.8,,-5.9,,23.9,,0.0,,0.0,,0.3,,0.3,,,,,,,
1934-02-01,1934,02,01,,1.1,,-11.7,,-5.3,,23.3,,0.0,,0.0,,0.8,,0.8,,,,,,,
1934-02-02,1934,02,02,,-12.2,,-18.9,,-15.6,,33.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-03,1934,02,03,,-5.0,,-18.9,,-12.0,,30.0,,0.0,,0.0,,6.4,,6.4,,,,,,,
1934-02-04,1934,02,04,,-5.0,,-9.4,,-7.2,,25.2,,0.0,,0.0,,4.3,,4.3,,,,,,,
1934-02-05,1934,02,05,,-11.7,,-16.7,,-14.2,,32.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-06,1934,02,06,,-8.3,,-18.9,,-13.6,,31.6,,0.0,,0.0,,0.3,,0.3,,,,,,,
1934-02-07,1934,02,07,,-10.6,,-21.7,,-16.2,,34.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-08,1934,02,08,,-25.0,,-29.4,,-27.2,,45.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-09,1934,02,09,,-17.8,,-28.3,,-23.1,,41.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-10,1934,02,10,,-5.0,,-23.9,,-14.5,,32.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-11,1934,02,11,,0.6,,-8.3,,-3.9,,21.9,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-02-12,1934,02,12,,0.6,,-6.7,,-3.1,,21.1,,0.0,,0.0,,4.3,,4.3,,,,,,,
1934-02-13,1934,02,13,,-13.9,,-17.8,,-15.9,,33.9,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-02-14,1934,02,14,,-1.1,,-18.9,,-10.0,,28.0,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
