Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1932-01-01,1932,01,01,,-10.0,,-22.8,,-16.4,,34.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-02,1932,01,02,,-6.1,,-18.9,,-12.5,,30.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-03,1932,01,03,,-4.4,,-16.7,,-10.6,,28.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-04,1932,01,04,,-1.7,,-13.9,,-7.8,,25.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-05,1932,01,05,,1.7,,-17.8,,-8.1,,26.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-06,1932,01,06,,-2.8,,-8.3,,-5.6,,23.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-07,1932,01,07,,7.8,,-13.3,,-2.8,,20.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-08,1932,01,08,,7.8,,0.0,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-09,1932,01,09,,3.9,,0.0,,2.0,,16.0,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1932-01-10,1932,01,10,,6.7,,-4.4,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-11,1932,01,11,,3.3,,-5.6,,-1.2,,19.2,,0.0,,0.0,,5.1,,5.1,,,,,,,
1932-01-12,1932,01,12,,-22.8,,-23.9,,-23.4,,41.4,,0.0,,0.0,,2.5,,2.5,,,,,,,
1932-01-13,1932,01,13,,-21.1,,-27.8,,-24.5,,42.5,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1932-01-14,1932,01,14,,-12.2,,-25.0,,-18.6,,36.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-15,1932,01,15,,-6.7,,-22.8,,-14.8,,32.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-16,1932,01,16,,-5.0,,-14.4,,-9.7,,27.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-17,1932,01,17,,-3.9,,-13.9,,-8.9,,26.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-18,1932,01,18,,-2.2,,-10.0,,-6.1,,24.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-19,1932,01,19,,-8.3,,-12.2,,-10.3,,28.3,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1932-01-20,1932,01,20,,1.1,,-13.3,,-6.1,,24.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-21,1932,01,21,,3.3,,-11.7,,-4.2,,22.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-22,1932,01,22,,-1.7,,-9.4,,-5.6,,23.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-23,1932,01,23,,6.7,,-10.0,,-1.7,,19.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-24,1932,01,24,,8.9,,1.1,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-25,1932,01,25,,5.0,,-3.3,,0.9,,17.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1932-01-26,1932,01,26,,0.0,,-14.4,,-7.2,,25.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
