Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2003-01-01,2003,01,01,,8.2,,5.7,,7.0,,11.0,,0.0,,,,,,10.8,,,,,,,
2003-01-02,2003,01,02,,12.8,,7.1,,10.0,,8.0,,0.0,,,,,,6.0,,,,,,,
2003-01-03,2003,01,03,,10.8,,7.2,,9.0,,9.0,,0.0,,,,,,1.2,,,,,,,
2003-01-04,2003,01,04,,12.9,,8.6,,10.8,,7.2,,0.0,,,,,,7.6,,,,,,,
2003-01-05,2003,01,05,,10.7,,6.4,,8.6,,9.4,,0.0,,,,,,0.0,,,,,,,
2003-01-06,2003,01,06,,10.9,,5.0,,8.0,,10.0,,0.0,,,,,,0.0,,,,,,,
2003-01-07,2003,01,07,,11.6,,4.6,,8.1,,9.9,,0.0,,,,,,0.0,,,,,,,
2003-01-08,2003,01,08,,11.2,,5.2,,8.2,,9.8,,0.0,,,,,,0.0,,,,,,,
2003-01-09,2003,01,09,,9.9,,6.3,,8.1,,9.9,,0.0,,,,,,0.0,,,,,,,
2003-01-10,2003,01,10,,7.5,,2.4,,5.0,,13.0,,0.0,,,,,,0.0,,,,,,,
2003-01-11,2003,01,11,,9.0,,2.9,,6.0,,12.0,,0.0,,,,,,0.8,,,,,,,
2003-01-12,2003,01,12,,8.4,,6.5,,7.5,,10.5,,0.0,,,,,,4.8,,,,,,,
2003-01-13,2003,01,13,,7.7,,5.4,,6.6,,11.4,,0.0,,,,,,1.0,,,,,,,
2003-01-14,2003,01,14,,11.2,,4.7,,8.0,,10.0,,0.0,,,,,,0.4,,,,,,,
2003-01-15,2003,01,15,,6.8,,4.3,,5.6,,12.4,,0.0,,,,,,0.0,,,,,,,
2003-01-16,2003,01,16,,8.4,,4.9,,6.7,,11.3,,0.0,,,,,,0.0,,,,,,,
2003-01-17,2003,01,17,,9.5,,4.3,,6.9,,11.1,,0.0,,,,,,0.0,,,,,,,
2003-01-18,2003,01,18,,10.1,,4.6,,7.4,,10.6,,0.0,,,,,,0.0,,,,,,,
2003-01-19,2003,01,19,,9.1,,4.8,,7.0,,11.0,,0.0,,,,,,0.4,,,,,,,
