Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1933-01-01,1933,01,01,,0.0,,-8.9,,-4.5,,22.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-02,1933,01,02,,2.8,,-19.4,,-8.3,,26.3,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-03,1933,01,03,,-13.3,,-20.6,,-17.0,,35.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-04,1933,01,04,,3.3,,-20.6,,-8.7,,26.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-05,1933,01,05,,5.6,,-10.0,,-2.2,,20.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-06,1933,01,06,,-1.7,,-9.4,,-5.6,,23.6,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-07,1933,01,07,,6.7,,-12.8,,-3.1,,21.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-08,1933,01,08,,3.9,,-10.6,,-3.4,,21.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-09,1933,01,09,,5.0,,-5.6,,-0.3,,18.3,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-10,1933,01,10,,-2.8,,-12.2,,-7.5,,25.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-11,1933,01,11,,2.2,,-12.8,,-5.3,,23.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-12,1933,01,12,,4.4,,-6.7,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-13,1933,01,13,,11.1,,-5.0,,3.1,,14.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-14,1933,01,14,,1.1,,-2.2,,-0.6,,18.6,,0.0,,0.0,,10.2,,10.2,,,,,,,
1933-01-15,1933,01,15,,-16.7,,-20.6,,-18.7,,36.7,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-16,1933,01,16,,-9.4,,-26.1,,-17.8,,35.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-17,1933,01,17,,-6.7,,-22.8,,-14.8,,32.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-18,1933,01,18,,-8.9,,-16.1,,-12.5,,30.5,,0.0,,0.0,,0.5,,0.5,,,,,,,
1933-01-19,1933,01,19,,-6.1,,-18.3,,-12.2,,30.2,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1933-01-20,1933,01,20,,-1.1,,-22.2,,-11.7,,29.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1933-01-21,1933,01,21,,-1.7,,-11.7,,-6.7,,24.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
