Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1940-01-01,1940,01,01,,-5.0,,-10.0,,-7.5,,25.5,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-01-02,1940,01,02,,-5.0,,-15.6,,-10.3,,28.3,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-01-03,1940,01,03,,-1.7,,-8.9,,-5.3,,23.3,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-01-04,1940,01,04,,-2.8,,-8.9,,-5.9,,23.9,,0.0,,0.0,,4.3,,4.3,,,,,,,
1940-01-05,1940,01,05,,-3.3,,-10.0,,-6.7,,24.7,,0.0,,0.0,,10.9,,10.9,,,,,,,
1940-01-06,1940,01,06,,-5.0,,-11.1,,-8.1,,26.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-01-07,1940,01,07,,-8.9,,-18.9,,-13.9,,31.9,,0.0,,0.0,,0.8,,0.8,,,,,,,
1940-01-08,1940,01,08,,-8.3,,-12.8,,-10.6,,28.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-01-09,1940,01,09,,-3.3,,-13.9,,-8.6,,26.6,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-01-10,1940,01,10,,-0.6,,-7.8,,-4.2,,22.2,,0.0,,0.0,,0.5,,0.5,,,,,,,
1940-01-11,1940,01,11,,2.2,,-5.6,,-1.7,,19.7,,0.0,,2.8,,5.1,,7.9,,,,,,,
1940-01-12,1940,01,12,,2.8,,0.0,,1.4,,16.6,,0.0,,0.5,,0.0,,0.5,,,,,,,
1940-01-13,1940,01,13,,3.3,,-2.2,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-01-14,1940,01,14,,6.7,,1.7,,4.2,,13.8,,0.0,,16.8,,0.3,,17.0,,,,,,,
1940-01-15,1940,01,15,,1.1,,-3.3,,-1.1,,19.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-01-16,1940,01,16,,-11.1,,-15.6,,-13.4,,31.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-01-17,1940,01,17,,-10.6,,-21.1,,-15.9,,33.9,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-01-18,1940,01,18,,-8.9,,-13.3,,-11.1,,29.1,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-01-19,1940,01,19,,-11.1,,-17.2,,-14.2,,32.2,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-01-20,1940,01,20,,-5.0,,-15.0,,-10.0,,28.0,,0.0,,0.0,,0.5,,0.5,,,,,,,
1940-01-21,1940,01,21,,-1.7,,-9.4,,-5.6,,23.6,,0.0,,0.0,,1.8,,1.8,,,,,,,
1940-01-22,1940,01,22,,-3.9,,-7.2,,-5.6,,23.6,,0.0,,0.0,,3.3,,3.3,,,,,,,
1940-01-23,1940,01,23,,-6.7,,-11.7,,-9.2,,27.2,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-01-24,1940,01,24,,-7.8,,-11.7,,-9.8,,27.8,,0.0,,0.0,,0.5,,0.5,,,,,,,
1940-01-25,1940,01,25,,-3.3,,-11.7,,-7.5,,25.5,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-01-26,1940,01,26,,-9.4,,-13.3,,-11.4,,29.4,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-01-27,1940,01,27,,-9.4,,-18.3,,-13.9,,31.9,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-01-28,1940,01,28,,-5.0,,-11.7,,-8.4,,26.4,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-01-29,1940,01,29,,-2.8,,-6.1,,-4.5,,22.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-01-30,1940,01,30,,-6.1,,-11.7,,-8.9,,26.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-01-31,1940,01,31,,-1.1,,-11.1,,-6.1,,24.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-02-01,1940,02,01,,-2.2,,-6.1,,-4.2,,22.2,,0.0,,0.0,,6.6,,6.6,,,,,,,
1940-02-02,1940,02,02,,-5.6,,-16.7,,-11.2,,29.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-02-03,1940,02,03,,2.2,,-10.0,,-3.9,,21.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-02-04,1940,02,04,,1.1,,-3.3,,-1.1,,19.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-02-05,1940,02,05,,0.0,,-2.8,,-1.4,,19.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1940-02-06,1940,02,06,,1.1,,-1.1,,0.0,,18.0,,0.0,,0.0,T,5.3,,5.3,,,,,,,
1940-02-07,1940,02,07,,1.7,,-0.6,,0.6,,17.4,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-02-08,1940,02,08,,-0.6,,-2.2,,-1.4,,19.4,,0.0,,0.0,,0.5,,0.5,,,,,,,
1940-02-09,1940,02,09,,-5.6,,-12.8,,-9.2,,27.2,,0.0,,0.0,T,0.5,,0.5,,,,,,,
1940-02-10,1940,02,10,,-2.2,,-8.3,,-5.3,,23.3,,0.0,,0.0,T,0.3,,0.3,,,,,,,
1940-02-11,1940,02,11,,2.2,,-5.6,,-1.7,,19.7,,0.0,,0.0,,0.3,,0.3,,,,,,,
1940-02-12,1940,02,12,,-1.1,,-2.8,,-2.0,,20.0,,0.0,,0.3,,0.0,T,0.3,,,,,,,
1940-02-13,1940,02,13,,-6.1,,-10.0,,-8.1,,26.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1940-02-14,1940,02,14,,-3.9,,-8.9,,-6.4,,24.4,,0.0,,0.0,,1.0,,1.0,,,,,,,
1940-02-15,1940,02,15,,-5.0,,-11.7,,-8.4,,26.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
