Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1934-01-01,1934,01,01,,-6.1,,-15.6,,-10.9,,28.9,,0.0,,0.0,,1.0,,1.0,,,,,,,
1934-01-02,1934,01,02,,-16.7,,-24.4,,-20.6,,38.6,,0.0,,0.0,,0.3,,0.3,,,,,,,
1934-01-03,1934,01,03,,-15.0,,-18.3,,-16.7,,34.7,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-04,1934,01,04,,-9.4,,-18.9,,-14.2,,32.2,,0.0,,0.0,,1.0,,1.0,,,,,,,
1934-01-05,1934,01,05,,2.8,,-15.0,,-6.1,,24.1,,0.0,,3.0,,0.0,T,3.0,,,,,,,
1934-01-06,1934,01,06,,3.3,,-3.3,,0.0,,18.0,,0.0,,0.0,T,0.0,,0.0,T,,,,,,
1934-01-07,1934,01,07,,2.2,,0.6,,1.4,,16.6,,0.0,,0.0,,6.1,,6.1,,,,,,,
1934-01-08,1934,01,08,,2.8,,-0.6,,1.1,,16.9,,0.0,,0.0,,0.3,,0.3,,,,,,,
1934-01-09,1934,01,09,,1.1,,-6.1,,-2.5,,20.5,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-10,1934,01,10,,0.6,,-9.4,,-4.4,,22.4,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-11,1934,01,11,,2.8,,-1.1,,0.9,,17.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-12,1934,01,12,,1.7,,-0.6,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-13,1934,01,13,,-1.1,,-2.8,,-2.0,,20.0,,0.0,,0.0,,7.4,,7.4,,,,,,,
1934-01-14,1934,01,14,,-2.2,,-6.1,,-4.2,,22.2,,0.0,,0.0,,0.3,,0.3,,,,,,,
1934-01-15,1934,01,15,,-5.6,,-16.7,,-11.2,,29.2,,0.0,,0.0,,1.3,,1.3,,,,,,,
1934-01-16,1934,01,16,,-2.2,,-8.3,,-5.3,,23.3,,0.0,,0.0,,0.8,,0.8,,,,,,,
1934-01-17,1934,01,17,,-13.9,,-20.0,,-17.0,,35.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-18,1934,01,18,,-14.4,,-27.2,,-20.8,,38.8,,0.0,,0.0,,14.0,,14.0,,,,,,,
1934-01-19,1934,01,19,,-10.6,,-21.7,,-16.2,,34.2,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-20,1934,01,20,,-15.6,,-25.0,,-20.3,,38.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-21,1934,01,21,,-15.6,,-24.4,,-20.0,,38.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-22,1934,01,22,,3.9,,-21.1,,-8.6,,26.6,,0.0,,5.3,,0.0,,5.3,,,,,,,
1934-01-23,1934,01,23,,3.9,,-8.3,,-2.2,,20.2,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-01-24,1934,01,24,,-3.9,,-15.0,,-9.5,,27.5,,0.0,,1.8,,0.0,,1.8,,,,,,,
1934-01-25,1934,01,25,,6.1,,-8.9,,-1.4,,19.4,,0.0,,0.3,,0.0,,0.3,,,,,,,
1934-01-26,1934,01,26,,-12.8,,-20.6,,-16.7,,34.7,,0.0,,0.0,,10.2,,10.2,,,,,,,
1934-01-27,1934,01,27,,1.7,,-16.1,,-7.2,,25.2,,0.0,,0.0,T,10.9,,10.9,,,,,,,
1934-01-28,1934,01,28,,2.2,,-16.7,,-7.3,,25.3,,0.0,,1.3,,1.3,,2.5,,,,,,,
1934-01-29,1934,01,29,,-23.3,,-26.7,,-25.0,,43.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-01-30,1934,01,30,,-20.0,,-30.6,,-25.3,,43.3,,0.0,,0.0,,0.5,,0.5,,,,,,,
1934-01-31,1934,01,31,,-1.1,,-31.7,,-16.4,,34.4,,0.0,,0.0,T,1.5,,1.5,,,,,,,
1934-02-01,1934,02,01,,1.7,,-10.6,,-4.5,,22.5,,0.0,,0.0,,0.8,,0.8,,,,,,,
1934-02-02,1934,02,02,,-13.9,,-23.9,,-18.9,,36.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-03,1934,02,03,,-13.9,,-27.2,,-20.6,,38.6,,0.0,,0.0,,1.3,,1.3,,,,,,,
1934-02-04,1934,02,04,,-9.4,,-22.2,,-15.8,,33.8,,0.0,,0.0,,2.0,,2.0,,,,,,,
1934-02-05,1934,02,05,,-14.4,,-22.2,,-18.3,,36.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-06,1934,02,06,,-15.6,,-29.4,,-22.5,,40.5,,0.0,,0.0,,2.0,,2.0,,,,,,,
1934-02-07,1934,02,07,,-12.2,,-25.6,,-18.9,,36.9,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-08,1934,02,08,,-25.0,,-33.3,,-29.2,,47.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-09,1934,02,09,,-20.0,,-32.8,,-26.4,,44.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-10,1934,02,10,,-6.7,,-28.3,,-17.5,,35.5,,0.0,,0.0,,0.5,,0.5,,,,,,,
1934-02-11,1934,02,11,,-2.2,,-10.6,,-6.4,,24.4,,0.0,,0.0,,0.3,,0.3,,,,,,,
1934-02-12,1934,02,12,,0.0,,-3.9,,-2.0,,20.0,,0.0,,0.0,,6.6,,6.6,,,,,,,
1934-02-13,1934,02,13,,-13.9,,-18.9,,-16.4,,34.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-14,1934,02,14,,-10.6,,-28.9,,-19.8,,37.8,,0.0,,0.0,,9.4,,9.4,,,,,,,
1934-02-15,1934,02,15,,-8.3,,-15.6,,-12.0,,30.0,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-02-16,1934,02,16,,-16.7,,-27.8,,-22.3,,40.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-17,1934,02,17,,-15.6,,-33.3,,-24.5,,42.5,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-18,1934,02,18,,-8.9,,-26.1,,-17.5,,35.5,,0.0,,0.0,,6.4,,6.4,,,,,,,
1934-02-19,1934,02,19,,-10.0,,-14.4,,-12.2,,30.2,,0.0,,0.0,,2.0,,2.0,,,,,,,
1934-02-20,1934,02,20,,-11.7,,-25.0,,-18.4,,36.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-21,1934,02,21,,-6.7,,-23.3,,-15.0,,33.0,,0.0,,0.0,,4.3,,4.3,,,,,,,
1934-02-22,1934,02,22,,-2.8,,-12.8,,-7.8,,25.8,,0.0,,0.0,,2.8,,2.8,,,,,,,
1934-02-23,1934,02,23,,-7.8,,-15.6,,-11.7,,29.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-24,1934,02,24,,-15.6,,-25.6,,-20.6,,38.6,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-25,1934,02,25,,-12.8,,-29.4,,-21.1,,39.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-26,1934,02,26,,-10.0,,-22.2,,-16.1,,34.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-02-27,1934,02,27,,-8.3,,-16.1,,-12.2,,30.2,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-02-28,1934,02,28,,-6.1,,-23.3,,-14.7,,32.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-03-01,1934,03,01,,0.0,,-16.1,,-8.1,,26.1,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-03-02,1934,03,02,,5.6,,-1.1,,2.3,,15.7,,0.0,,10.7,,0.0,,10.7,,,,,,,
1934-03-03,1934,03,03,,8.3,,1.1,,4.7,,13.3,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-03-04,1934,03,04,,2.8,,-2.8,,0.0,,18.0,,0.0,,3.6,,0.0,,3.6,,,,,,,
1934-03-05,1934,03,05,,6.7,,0.6,,3.7,,14.3,,0.0,,3.3,,0.3,,3.6,,,,,,,
1934-03-06,1934,03,06,,2.2,,-1.1,,0.6,,17.4,,0.0,,0.0,,0.8,,0.8,,,,,,,
1934-03-07,1934,03,07,,3.3,,-1.7,,0.8,,17.2,,0.0,,0.0,,0.5,,0.5,,,,,,,
1934-03-08,1934,03,08,,-2.8,,-10.6,,-6.7,,24.7,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-03-09,1934,03,09,,-5.0,,-11.7,,-8.4,,26.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-03-10,1934,03,10,,-5.6,,-20.6,,-13.1,,31.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-03-11,1934,03,11,,-3.3,,-12.8,,-8.1,,26.1,,0.0,,0.0,,0.0,T,0.0,T,,,,,,
1934-03-12,1934,03,12,,-2.8,,-15.0,,-8.9,,26.9,,0.0,,0.0,,8.9,,8.9,,,,,,,
1934-03-13,1934,03,13,,2.8,,-7.2,,-2.2,,20.2,,0.0,,10.7,,8.4,,19.1,,,,,,,
1934-03-14,1934,03,14,,-0.6,,-9.4,,-5.0,,23.0,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-03-15,1934,03,15,,3.9,,-13.3,,-4.7,,22.7,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-03-16,1934,03,16,,7.8,,-0.6,,3.6,,14.4,,0.0,,0.0,,0.0,,0.0,,,,,,,
1934-03-17,1934,03,17,,0.0,,-5.6,,-2.8,,20.8,,0.0,,24.9,,1.3,,26.2,,,,,,,
1934-03-18,1934,03,18,,-5.6,,-10.0,,-7.8,,25.8,,0.0,,0.0,,0.0,,0.0,,,,,,,
