CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,15,12,10,13,9,8,94,78,63,1019,1015,1008,10,10,10,40,29,,0.00,5,,333<br />
2001-1-2,16,11,7,12,9,6,100,88,72,1019,1018,1016,10,10,10,29,8,,0.00,4,,155<br />
2001-1-3,17,13,11,13,11,9,94,88,77,1021,1019,1018,10,10,10,29,14,,0.00,3,,239<br />
2001-1-4,16,12,9,12,11,8,94,88,77,1021,1020,1019,10,10,10,21,14,,0.00,3,Rain,210<br />
2001-1-5,17,13,11,13,12,10,94,85,77,1021,1019,1018,10,10,10,34,21,,0.00,3,,267<br />
2001-1-6,19,16,12,13,12,10,88,81,68,1019,1016,1015,10,10,10,40,27,,0.00,6,,134<br />
2001-1-7,19,16,13,14,12,10,94,78,64,1016,1015,1014,10,10,10,47,35,,0.00,3,,151<br />
2001-1-8,16,13,12,13,11,6,94,83,63,1016,1013,1012,10,10,10,52,19,,0.00,4,Rain,219<br />
2001-1-9,14,12,11,7,6,5,67,64,59,1023,1019,1017,10,10,10,40,35,,0.00,3,,275<br />
2001-1-10,16,12,9,10,9,7,88,76,59,1025,1024,1023,10,10,10,34,19,,0.00,3,,171<br />
2001-1-11,16,13,10,12,8,7,88,84,77,1024,1023,1021,10,10,10,24,18,,0.00,3,,133<br />
2001-1-12,17,14,13,14,13,12,94,86,77,1019,1014,1011,10,10,10,47,27,,0.00,5,,132<br />
2001-1-13,18,14,11,13,11,9,94,80,59,1011,1007,1003,10,9,4,42,32,,0.00,7,Rain-Thunderstorm,112<br />
