CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,20,16,12,12,11,9,82,71,56,1020,1018,1015,10,10,10,35,23,53,0.00,2,,72<br />
2001-1-2,21,16,12,16,13,11,100,85,64,1020,1017,1016,10,9,6,13,10,,0.00,1,,169<br />
2001-1-3,21,17,13,18,16,13,100,93,78,1020,1018,1017,10,6,2,27,10,,0.00,4,Rain,83<br />
2001-1-4,19,18,17,17,16,15,100,94,83,1022,1020,1019,10,10,7,39,29,61,0.00,6,Rain,60<br />
2001-1-5,22,19,17,20,18,16,100,96,88,1020,1019,1017,10,9,7,34,24,,0.00,6,Rain,47<br />
2001-1-6,21,19,18,20,18,17,100,99,94,1018,1016,1015,10,6,4,21,13,32,0.00,7,Rain,278<br />
2001-1-7,24,20,17,19,17,16,100,90,69,1017,1014,1012,10,6,2,34,8,,0.00,5,,29<br />
2001-1-8,21,19,17,18,16,14,88,81,73,1018,1014,1012,10,10,9,40,31,58,0.00,6,,82<br />
2001-1-9,20,17,14,18,16,13,100,95,88,1019,1016,1014,10,6,3,47,16,64,0.00,6,Rain,45<br />
2001-1-10,16,14,13,16,14,13,100,94,88,1019,1016,1014,10,8,6,37,29,55,0.00,7,,51<br />
2001-1-11,17,16,14,15,14,14,100,96,88,1017,1016,1014,10,8,3,26,14,,0.00,8,Rain,40<br />
2001-1-12,24,20,16,17,16,15,100,85,65,1017,1015,1012,10,9,4,27,19,42,0.00,5,,101<br />
2001-1-13,17,14,13,17,13,8,100,87,67,1022,1019,1016,10,6,2,45,19,66,0.00,7,Rain,24<br />
2001-1-14,16,13,12,10,8,7,77,71,63,1026,1023,1021,10,8,5,47,34,64,0.00,2,,61<br />
2001-1-15,13,12,11,8,7,6,77,72,67,1030,1028,1026,10,10,10,45,37,63,0.00,7,,61<br />
2001-1-16,16,13,11,10,8,6,77,70,59,1030,1027,1025,10,10,10,40,32,50,0.00,5,,69<br />
2001-1-17,22,18,14,14,12,9,88,72,57,1027,1024,1021,10,10,10,29,21,,0.00,2,,87<br />
2001-1-18,21,16,12,17,14,11,100,86,60,1022,1021,1019,10,7,3,19,13,,0.00,1,,139<br />
