IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,27,23,19,20,18,17,94,76,58,1013,1010,1009,4,3,2,16,5,,0.00,1,,336<br />
2001-1-2,28,23,19,18,17,16,94,73,51,1014,1011,1010,5,3,1,19,5,,0.00,0,,348<br />
2001-1-3,30,24,19,18,16,15,83,62,40,1015,1012,1010,5,4,2,14,3,,0.00,1,,357<br />
2001-1-4,33,26,19,20,17,15,83,60,36,1014,1012,1010,6,3,3,16,6,,0.00,1,,25<br />
2001-1-5,33,27,21,19,17,15,83,58,36,1013,1012,1009,6,4,3,14,5,,0.00,0,,21<br />
2001-1-6,32,27,22,18,17,14,78,57,35,1014,1012,1010,6,4,1,21,5,,0.00,1,,6<br />
2001-1-7,30,27,23,21,18,16,88,66,43,1014,1012,1009,8,4,2,14,5,,0.00,2,,314<br />
2001-1-8,29,24,19,18,13,10,78,57,32,1013,1011,1009,8,5,3,16,5,,0.00,0,,351<br />
2001-1-9,27,22,17,17,14,13,83,60,42,1013,1011,1010,4,3,1,13,2,,0.00,0,,279<br />
2001-1-10,30,24,19,19,16,13,78,61,37,1014,1012,1009,5,3,1,13,3,,0.00,0,,304<br />
2001-1-11,28,23,19,20,18,16,88,70,51,1012,1010,1009,3,2,1,14,2,,0.00,0,,265<br />
2001-1-12,30,26,22,21,18,14,88,68,37,1013,1011,1009,4,3,1,13,3,,0.00,1,,312<br />
2001-1-13,30,25,20,19,15,11,78,59,35,1014,1011,1009,5,3,1,16,3,,0.00,1,,322<br />
2001-1-14,30,24,19,18,17,15,94,64,45,1013,1011,1009,4,3,1,14,3,,0.00,1,,283<br />
2001-1-15,30,26,21,19,17,12,88,63,37,1014,1012,1011,8,4,1,14,3,,0.00,0,,278<br />
