GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,25,20,15,13,11,8,72,56,34,1018,1016,1015,,,,14,6,,0.00,,,246<br />
2001-1-2,24,19,14,15,13,10,82,66,44,1018,1016,1015,10,10,10,13,6,,0.00,2,,291<br />
2001-1-3,24,20,16,16,14,13,88,69,57,1020,1017,1016,10,10,9,29,8,,0.00,1,,103<br />
2001-1-4,24,19,15,15,14,12,88,67,50,1018,1017,1015,10,10,8,21,6,,0.00,2,,118<br />
2001-1-5,26,21,17,16,14,12,72,63,51,1018,1016,1015,10,10,10,16,6,,0.00,2,,289<br />
2001-1-6,24,20,16,15,12,10,78,58,41,1019,1016,1015,10,10,10,24,10,,0.00,2,,266<br />
2001-1-7,24,21,18,12,11,9,64,54,41,1018,1016,1015,10,10,10,14,10,,0.00,2,,256<br />
2001-1-8,24,21,18,14,12,11,64,57,47,1017,1015,1013,10,10,10,26,10,,0.00,2,,97<br />
2001-1-9,26,22,18,17,14,11,78,59,39,1016,1014,1013,10,10,10,21,8,,0.00,4,,131<br />
2001-1-10,23,20,18,18,16,14,94,76,57,1018,1016,1015,10,9,3,23,11,,0.00,4,Rain-Thunderstorm,346<br />
2001-1-11,23,20,17,16,14,12,94,74,56,1019,1017,1016,10,9,2,21,11,,0.00,3,Rain-Thunderstorm,272<br />
2001-1-12,24,20,17,15,14,13,78,69,57,1019,1017,1016,10,10,10,21,11,,0.00,1,,257<br />
2001-1-13,23,19,16,15,14,11,88,69,47,1020,1018,1017,10,10,10,13,8,,0.00,1,,251<br />
2001-1-14,23,19,16,14,14,13,82,68,53,1020,1018,1017,10,10,10,19,8,,0.00,2,,253<br />
2001-1-15,24,19,15,14,13,8,88,65,36,1021,1019,1017,,,,21,11,,0.00,,,264<br />
2001-1-16,24,19,14,15,12,7,82,62,34,1021,1019,1017,,,,14,6,,0.00,,,250<br />
2001-1-17,24,19,14,15,13,11,88,68,47,1020,1018,1016,,,,14,6,,0.00,,,46<br />
2001-1-18,23,19,15,16,15,14,94,75,61,1019,1016,1015,10,9,8,19,6,,0.00,1,,122<br />
2001-1-19,24,19,15,17,15,13,88,71,53,1018,1015,1014,10,10,10,77,8,,0.00,2,,85<br />
2001-1-20,25,20,16,17,14,12,88,67,47,1018,1016,1014,10,10,10,14,6,,0.00,3,,300<br />
2001-1-21,24,20,16,14,12,10,73,62,50,1019,1016,1014,10,10,9,23,10,,0.00,3,,269<br />
2001-1-22,24,20,17,14,12,9,73,59,47,1020,1017,1015,10,10,8,16,8,,0.00,1,,228<br />
2001-1-23,24,20,16,15,13,11,77,64,47,1018,1016,1014,10,9,9,29,8,,0.00,1,,67<br />
2001-1-24,26,21,16,17,14,10,88,69,47,1019,1017,1016,10,10,10,13,5,,0.00,1,,250<br />
2001-1-25,25,20,16,17,13,8,83,63,34,1018,1016,1015,,,,19,6,,0.00,,,288<br />
2001-1-26,24,20,17,17,16,13,83,72,61,1019,1015,1013,10,9,8,14,6,,0.00,2,,297<br />
2001-1-27,24,20,17,17,16,5,88,74,45,1018,1015,1014,10,9,8,13,6,,0.00,1,,225<br />
2001-1-28,24,21,18,17,14,9,83,67,49,1017,1015,1014,10,10,9,21,10,,0.00,3,,287<br />
2001-1-29,20,18,15,9,7,4,56,49,40,1022,1020,1016,10,10,9,24,14,,0.00,4,,304<br />
