WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-2,-4,-4,-5,-11,-11,-12,63,61,59,993,992,991,10,10,10,39,34,,0.00,6,,145<br />
2001-1-3,0,-2,-3,-8,-10,-12,64,54,51,993,992,991,10,10,10,69,40,74,0.00,6,,108<br />
2001-1-4,0,-5,-10,-6,-10,-13,93,84,51,1009,1001,992,10,8,5,42,24,,0.00,7,Snow,234<br />
2001-1-5,-10,-12,-14,-14,-18,-21,79,62,41,1012,1011,1009,10,10,10,42,26,61,0.00,3,Snow,92<br />
2001-1-6,-9,-10,-10,-16,-18,-19,58,54,49,1011,1011,1010,10,10,10,55,47,,0.00,3,Snow,99<br />
2001-1-8,0,-6,-12,0,-12,-18,100,84,57,1017,1013,1011,10,6,1,39,27,,0.00,5,Snow,176<br />
2001-1-9,-13,-14,-17,-14,-16,-18,92,85,78,1018,1016,1013,10,7,3,23,11,,0.00,7,Snow,39<br />
2001-1-10,-14,-14,-14,-14,-15,-16,100,93,85,1002,1001,1000,7,3,1,21,13,,0.00,,Snow,59<br />
2001-1-11,-14,-16,-16,-16,-17,-19,85,83,78,1000,996,994,10,10,8,48,40,,0.00,6,Snow,26<br />
2001-1-12,-16,-17,-18,-20,-21,-22,78,75,66,1001,1000,999,10,10,10,27,16,,0.00,5,,55<br />
2001-1-13,-15,-16,-17,-17,-18,-19,92,83,78,984,983,982,10,10,10,27,18,,0.00,6,Snow,110<br />
2001-1-15,-16,-18,-19,-20,-21,-21,85,73,66,1003,1002,1001,10,10,10,34,24,,0.00,6,Snow,86<br />
2001-1-16,-16,-18,-20,-21,-24,-26,66,57,47,1000,999,998,10,10,10,32,19,,0.00,2,Snow,67<br />
2001-1-17,-13,-17,-20,-17,-20,-22,85,74,56,1010,1006,1001,10,10,10,27,16,,0.00,3,,123<br />
2001-1-18,-17,-18,-19,-22,-24,-25,72,61,51,1007,1005,1003,10,10,10,29,23,,0.00,0,Snow,94<br />
2001-1-19,-13,-16,-17,-16,-18,-21,92,78,72,995,993,992,10,10,9,35,24,,0.00,7,Snow,33<br />
2001-1-20,-15,-17,-19,-16,-17,-19,100,95,85,1004,1003,1001,10,7,2,24,16,,0.00,6,Snow,147<br />
2001-1-22,-20,-21,-23,-21,-24,-25,100,80,71,1000,999,997,10,9,1,45,24,,0.00,2,Snow,86<br />
2001-1-23,-22,-23,-24,-22,-25,-27,100,88,77,1000,996,994,10,10,10,19,10,,0.00,2,,147<br />
2001-1-24,-17,-18,-19,-18,-19,-20,100,94,85,995,994,993,10,10,10,16,13,,0.00,7,Snow,155<br />
2001-1-25,-17,-18,-18,-18,-19,-20,100,92,85,999,998,996,10,7,4,24,13,,0.00,7,Snow,80<br />
2001-1-26,-17,-19,-21,-18,-19,-22,92,90,85,996,996,995,10,10,9,19,11,,0.00,5,Snow,137<br />
