EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-1,-2,-3,-1,-3,-4,100,96,93,1008,1008,1007,7,6,2,10,5,,0.00,6,Snow,87<br />
2001-1-2,0,-1,-1,-2,-3,-4,87,83,80,1007,1007,1006,10,10,10,29,24,,0.00,6,,130<br />
2001-1-3,0,-1,-2,-1,-2,-3,100,93,86,1008,1006,1005,10,6,3,23,21,,0.00,6,Snow,118<br />
2001-1-4,0,-1,-1,0,-2,-2,100,91,87,1008,1008,1007,7,5,2,27,23,,0.00,6,Rain-Snow,119<br />
2001-1-5,1,0,0,1,0,0,100,100,100,1010,1009,1008,5,2,0,13,6,,0.00,6,Fog-Rain-Snow,128<br />
2001-1-6,1,1,1,0,0,0,93,93,93,1005,1003,1001,10,7,4,23,18,,0.00,6,Rain-Snow,111<br />
2001-1-7,-1,-2,-2,-1,-2,-2,100,100,100,1001,999,997,6,3,1,8,5,,0.00,6,Snow,115<br />
2001-1-8,3,1,-1,3,2,-1,100,98,93,1003,1001,1000,8,5,3,13,8,,0.00,6,Rain,166<br />
2001-1-9,3,1,0,2,1,-1,100,96,93,1001,999,998,10,8,3,13,8,,0.00,6,Rain-Snow,214<br />
2001-1-10,0,-3,-8,-1,-4,-8,100,94,86,1003,1002,1001,10,10,6,16,5,,0.00,5,Fog-Snow,299<br />
2001-1-11,-1,-4,-8,-4,-7,-9,100,90,80,1011,1004,999,10,10,4,16,6,,0.00,6,Snow,351<br />
2001-1-12,-2,-6,-9,-3,-5,-9,100,93,86,1025,1022,1012,10,10,10,16,10,,0.00,5,Snow,325<br />
2001-1-13,3,-3,-10,2,-2,-11,100,94,87,1025,1023,1022,10,10,7,16,6,,0.00,6,Snow,248<br />
2001-1-14,2,0,-2,1,0,-2,100,97,87,1028,1028,1027,10,5,1,21,13,,0.00,2,Fog,281<br />
2001-1-15,3,-2,-6,2,-1,-7,100,98,93,1027,1025,1024,10,5,1,13,8,,0.00,3,Fog,244<br />
