IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-5-1,42,36,30,19,16,14,51,33,19,1004,1003,1001,8,6,6,14,5,,0.00,2,,202<br />
2003-5-2,42,33,26,19,15,12,58,41,17,1004,1003,1000,7,6,6,24,5,,0.00,1,,234<br />
2003-5-3,42,34,28,17,15,13,51,33,18,1006,1004,1002,8,6,5,19,8,,0.00,0,,262<br />
2003-5-6,36,36,29,13,13,13,37,31,25,1006,1006,1005,5,5,5,11,11,,0.00,0,,285<br />
2003-5-7,40,32,27,18,14,12,42,34,27,1008,1006,1005,6,5,5,21,10,,0.00,0,,328<br />
2003-5-11,38,,38,18,18,18,31,31,31,1003,1003,1003,5,5,5,3,3,,0.00,6,,160<br />
2003-5-12,43,37,31,21,18,15,38,32,28,1004,1003,1002,6,5,3,10,6,,0.00,4,,175<br />
2003-5-13,31,30,29,15,15,15,42,40,38,1003,1003,1003,6,6,6,3,3,,0.00,3,,287<br />
2003-5-16,44,,44,20,20,20,25,25,25,1003,1003,1003,5,5,5,0,0,,0.00,3,,-1<br />
2003-5-17,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2003-5-18,35,34,33,21,18,17,46,40,36,1002,1001,1000,6,6,6,19,11,,0.00,2,,347<br />
2003-5-19,41,,41,25,25,25,40,40,40,1004,1004,1004,6,6,6,6,6,,0.00,1,,-1<br />
2003-5-23,43,40,39,15,12,10,24,19,14,1006,1006,1005,8,8,8,19,11,,0.00,1,,270<br />
2003-5-24,43,40,36,13,12,11,23,19,16,1006,1005,1003,7,6,6,23,13,,0.00,2,,271<br />
2003-5-25,42,37,32,15,12,3,29,22,13,1008,1006,1004,8,6,6,27,13,,0.00,2,,288<br />
2003-5-26,44,36,33,11,10,6,24,20,10,1009,1007,1004,8,6,6,23,16,,0.00,1,,292<br />
2003-5-28,43,,43,5,5,5,10,10,10,1002,1002,1002,7,7,7,11,11,,0.00,1,,320<br />
2003-6-3,38,38,38,10,10,10,18,18,18,1000,1000,1000,6,6,6,19,16,,0.00,3,,290<br />
2003-6-4,46,41,37,14,13,11,25,18,13,1002,1001,1000,6,6,6,27,21,47,0.00,1,,332<br />
2003-6-5,43,43,36,15,12,8,19,18,18,1000,1000,1000,6,6,6,34,27,,0.00,0,,280<br />
2003-6-6,38,33,32,16,13,9,34,28,20,1002,1001,999,6,6,6,29,14,,0.00,1,,263<br />
2003-6-7,43,37,32,17,16,13,38,29,17,1004,1001,1000,6,6,6,29,21,47,0.00,0,,264<br />
2003-6-8,43,38,33,20,16,12,43,28,17,1005,1002,1000,8,7,6,27,16,47,0.00,1,,254<br />
2003-6-9,41,37,33,21,18,15,39,32,22,1004,1003,1000,8,6,6,34,19,,0.00,2,,267<br />
2003-6-10,39,33,32,17,17,16,40,35,27,1003,1001,1000,6,6,6,11,10,,0.00,0,,259<br />
2003-6-11,43,40,38,20,20,19,35,29,27,1003,1001,1000,6,6,6,27,21,47,0.00,2,,275<br />
2003-6-15,35,34,33,23,23,22,55,51,49,1002,1001,1000,6,6,6,23,19,,0.00,3,,183<br />
2003-6-16,37,34,33,23,22,21,55,46,39,1003,1001,999,9,9,8,19,11,,0.00,3,,163<br />
2003-6-17,34,30,28,24,23,23,74,64,52,1003,1002,1000,6,6,6,11,6,,0.00,4,,224<br />
