WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-2,-5,-7,-9,-8,-12,-16,93,74,43,989,987,985,10,5,1,39,32,52,0.00,6,Snow,172<br />
2001-1-3,-5,-7,-8,-8,-9,-10,93,86,80,993,992,990,10,8,2,34,21,,0.00,6,Snow,38<br />
2001-1-4,-3,-8,-13,-7,-11,-15,93,83,74,1002,997,991,10,5,2,47,23,71,0.00,7,Snow,216<br />
2001-1-5,-10,-11,-12,-15,-17,-18,79,62,53,1009,1008,1006,10,10,10,42,32,48,0.00,3,Snow,91<br />
2001-1-8,-12,-13,-14,-14,-16,-16,85,81,73,1007,1006,1005,10,4,0,69,27,90,0.00,6,Snow,138<br />
2001-1-9,-22,-22,-23,-24,-24,-25,84,80,77,1018,1017,1016,1,0,0,35,23,39,0.00,,Snow,258<br />
2001-1-10,-21,-21,-23,-24,-24,-25,84,81,77,1006,1004,1003,6,2,0,40,34,63,0.00,6,Snow,311<br />
2001-1-11,-22,-22,-23,-24,-25,-25,84,81,77,1005,1002,1000,10,7,2,34,23,,0.00,6,Snow,335<br />
2001-1-12,-22,-22,-22,-24,-24,-25,84,80,77,1001,1001,1001,3,2,1,14,13,,0.00,6,Snow,218<br />
2001-1-15,-19,-19,-20,-22,-22,-22,85,83,78,1002,1002,1002,10,7,3,11,8,,0.00,6,Snow,247<br />
2001-1-16,-19,-19,-21,-22,-22,-23,85,81,78,1001,1000,1000,10,9,5,21,18,,0.00,6,Snow,335<br />
2001-1-17,-21,-22,-23,-23,-25,-26,84,80,77,1009,1005,1002,10,7,3,13,10,,0.00,5,Snow,294<br />
2001-1-18,-15,-16,-19,-17,-19,-22,85,78,66,1008,1006,1003,10,10,10,16,11,,0.00,3,Snow,50<br />
2001-1-19,-23,-23,-25,-25,-26,-28,84,81,77,1000,999,998,10,9,5,19,11,,0.00,5,Fog-Snow,318<br />
2001-1-20,-27,-27,-27,-30,-30,-30,76,76,76,1004,1003,1002,10,10,10,10,6,,0.00,2,,320<br />
2001-1-21,-26,-26,-27,-29,-29,-29,84,79,77,1003,1002,1002,10,10,10,8,6,,0.00,1,,330<br />
2001-1-22,-18,-21,-25,-20,-26,-27,85,80,77,1002,1000,996,10,8,6,27,10,,0.00,6,Fog-Snow,315<br />
2001-1-23,-23,-23,-25,-26,-27,-28,84,78,77,1001,999,996,10,10,10,6,3,,0.00,1,,47<br />
2001-1-24,-25,-26,-27,-28,-29,-30,77,76,76,993,992,992,10,10,9,2,2,,0.00,4,Fog,327<br />
2001-1-25,-28,-29,-30,-31,-32,-33,76,75,69,1003,1002,1000,10,10,10,6,3,,0.00,3,,350<br />
2001-1-26,-23,-24,-25,-26,-27,-28,84,78,77,997,996,996,10,10,10,3,3,,0.00,6,Snow,330<br />
2001-1-27,-19,-21,-23,-21,-23,-25,85,81,77,998,996,996,10,10,10,3,2,,0.00,4,,20<br />
