JST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,1,0,-1,-1,-3,-5,93,81,69,1004,1001,1000,10,7,2,24,14,42,0.00,5,Snow,269<br />
2001-1-2,0,-1,-1,-2,-3,-6,93,80,64,1001,999,997,10,5,1,24,11,,0.00,6,Snow,232<br />
2001-1-3,-1,-3,-4,-7,-9,-12,80,62,51,1003,1002,1000,10,8,4,40,34,69,0.00,6,Snow,277<br />
2001-1-4,-2,-3,-4,-3,-5,-8,93,82,69,1006,1005,1004,10,5,1,27,21,37,0.00,6,Snow,223<br />
2001-1-5,1,-1,-2,-1,-4,-6,100,82,60,1015,1013,1012,10,7,3,11,5,,0.00,6,Snow,301<br />
2001-1-6,-2,-3,-3,-5,-6,-8,86,78,69,1026,1024,1022,10,5,1,26,18,,0.00,6,Snow,259<br />
2001-1-7,-1,-3,-4,-4,-5,-6,93,81,74,1029,1026,1025,10,9,8,10,6,,0.00,6,Snow,79<br />
2001-1-8,-1,-2,-2,-5,-6,-7,80,72,69,1022,1018,1016,10,9,6,24,16,,0.00,5,Snow,56<br />
2001-1-9,0,-3,-6,-6,-8,-9,80,67,55,1026,1021,1016,10,10,10,19,8,,0.00,4,,58<br />
2001-1-10,6,3,2,5,0,-4,93,82,65,1008,1006,1003,10,10,10,27,24,37,0.00,6,Rain-Snow,250<br />
2001-1-11,1,-3,-7,-4,-7,-9,86,73,59,1004,1001,998,10,9,4,40,19,69,0.00,6,Snow,277<br />
2001-1-12,-6,-7,-8,-10,-12,-17,86,73,42,1007,1006,1005,10,3,0,52,40,87,0.00,6,Snow,273<br />
2001-1-13,-5,-6,-7,-9,-11,-14,80,70,54,1012,1010,1009,10,7,5,26,21,45,0.00,6,Snow,256<br />
2001-1-14,-4,-6,-6,-6,-9,-14,93,74,46,1007,1005,1004,10,6,0,26,14,39,0.00,5,Snow,238<br />
2001-1-15,-1,-3,-5,-5,-8,-12,93,72,47,1012,1008,1007,10,8,0,27,21,,0.00,5,Snow,257<br />
2001-1-16,-4,-6,-7,-8,-10,-12,86,71,54,1016,1015,1014,10,8,1,23,16,,0.00,3,Snow,273<br />
2001-1-17,-4,-6,-6,-7,-9,-11,86,75,63,1019,1017,1016,10,5,1,27,19,35,0.00,6,Snow,284<br />
2001-1-18,-4,-4,-6,-6,-7,-9,93,84,80,1018,1016,1016,10,4,1,16,10,,0.00,6,Snow,221<br />
2001-1-19,-1,-5,-5,-7,-8,-9,86,70,55,1026,1026,1026,10,10,10,3,3,,0.00,1,,25<br />
2001-1-20,-2,-6,-9,-5,-7,-10,93,87,80,1022,1018,1014,10,8,4,6,3,,0.00,6,Snow,351<br />
2001-1-21,-2,-3,-3,-4,-7,-10,93,71,55,1013,1011,1007,10,7,4,34,19,,0.00,6,Snow,232<br />
2001-1-22,-1,-3,-5,-5,-7,-11,93,79,51,1019,1019,1018,10,6,1,23,13,,0.00,6,Snow,244<br />
2001-1-23,-1,-3,-4,-5,-7,-12,80,71,47,1019,1017,1016,10,9,2,23,13,,0.00,5,Snow,257<br />
2001-1-24,0,-2,-3,-3,-6,-7,93,76,64,1025,1024,1024,10,9,5,26,13,,0.00,6,Snow,234<br />
2001-1-25,3,1,-1,-3,-3,-4,86,75,60,1020,1018,1017,10,10,10,8,6,,0.00,2,,188<br />
2001-1-26,0,-2,-3,-7,-9,-11,64,54,44,1019,1017,1016,10,10,10,14,10,,0.00,2,,58<br />
2001-1-27,0,-1,-2,-3,-8,-10,86,61,51,1014,1010,1007,10,9,5,26,19,,0.00,5,Snow,57<br />
2001-1-28,3,1,-1,0,-1,-3,93,86,75,1005,1004,1004,10,7,1,19,10,,0.00,5,Snow,221<br />
2001-1-29,-1,-2,-2,-3,-7,-10,86,66,51,1015,1012,1009,10,8,4,27,19,,0.00,6,Snow,265<br />
2001-1-30,0,-2,-4,-1,-3,-7,100,84,64,1015,1014,1012,10,8,1,19,8,,0.00,5,Snow,284<br />
2001-1-31,-1,-2,-3,-6,-7,-9,80,67,55,1022,1020,1019,10,9,3,11,6,,0.00,6,Snow,174<br />
2001-2-1,4,0,-3,0,-2,-4,93,86,70,1008,1003,999,10,6,1,27,11,,0.00,6,Fog-Rain-Snow,346<br />
2001-2-2,-5,-6,-7,-9,-11,-13,86,70,58,1013,1012,1010,10,7,1,45,31,66,0.00,6,Snow,272<br />
2001-2-3,-7,-9,-10,-8,-11,-13,93,82,68,1018,1015,1011,5,1,0,58,47,84,0.00,6,Snow,269<br />
2001-2-4,-3,-6,-7,-7,-9,-12,100,68,51,1025,1024,1024,10,9,1,37,31,63,0.00,6,Snow,274<br />
2001-2-5,0,-2,-3,-2,-3,-5,93,87,80,1024,1022,1021,10,5,2,19,11,,0.00,6,Snow,218<br />
2001-2-6,0,-2,-5,-3,-7,-12,86,64,51,1017,1016,1015,10,10,10,27,18,,0.00,5,,251<br />
2001-2-7,-2,-6,-9,-6,-8,-9,100,73,59,1019,1016,1015,10,10,10,14,10,,0.00,3,Fog-Snow,233<br />
2001-2-8,-3,-4,-5,-7,-8,-10,80,72,59,1017,1016,1015,10,8,2,23,19,,0.00,6,Snow,283<br />
2001-2-9,-1,-4,-8,-5,-8,-11,100,72,47,1021,1020,1019,10,10,10,13,8,,0.00,5,Snow,247<br />
2001-2-10,-1,-3,-5,-3,-8,-13,93,68,50,1024,1020,1016,10,8,1,29,21,,0.00,6,Snow,285<br />
