GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,25,18,12,14,12,8,88,67,50,1020,1018,1016,10,10,10,16,5,,0.00,2,,228<br />
2001-1-2,25,20,15,16,13,11,83,69,50,1020,1017,1016,10,10,10,16,6,,0.00,1,,212<br />
2001-1-3,26,18,11,13,8,2,94,55,24,1019,1018,1016,7,5,4,29,6,,0.00,1,,125<br />
2001-1-4,26,19,12,15,12,7,88,60,39,1019,1017,1016,10,10,10,23,6,,0.00,2,,235<br />
2001-1-5,26,19,13,14,12,10,88,65,42,1019,1017,1016,10,10,10,24,5,,0.00,1,,225<br />
2001-1-6,24,19,15,13,11,8,82,61,38,1020,1018,1017,10,10,10,24,8,,0.00,2,,207<br />
2001-1-7,24,17,11,14,11,9,88,66,38,1020,1017,1015,10,10,10,16,6,,0.00,1,,246<br />
2001-1-8,26,18,11,14,10,6,82,63,34,1016,1015,1014,10,10,10,23,5,,0.00,3,,147<br />
2001-1-9,22,19,15,17,15,12,88,72,64,1019,1016,1013,10,10,7,21,13,,0.00,5,Rain-Thunderstorm,54<br />
2001-1-10,21,17,13,16,12,7,94,77,46,1021,1018,1016,10,10,6,27,10,48,0.00,3,Rain-Thunderstorm,21<br />
2001-1-11,23,17,11,15,12,11,100,76,50,1021,1019,1017,10,10,8,19,5,,0.00,1,,265<br />
2001-1-12,23,17,11,15,12,8,94,75,44,1021,1019,1018,10,9,8,13,3,,0.00,0,,270<br />
2001-1-13,23,17,11,15,13,10,94,77,50,1022,1020,1019,10,7,4,14,3,,0.00,0,,317<br />
2001-1-14,23,17,11,16,12,10,94,76,47,1022,1020,1019,7,5,2,14,3,,0.00,0,,288<br />
2001-1-15,24,17,11,15,12,9,94,73,44,1022,1020,1019,6,6,6,14,3,,0.00,0,,264<br />
2001-1-16,25,18,11,15,12,10,94,74,47,1023,1020,1012,,,,14,3,,0.00,,,221<br />
2001-1-17,23,17,11,15,13,11,100,78,53,1021,1019,1017,10,7,2,13,3,,0.00,1,,215<br />
2001-1-18,24,18,12,16,13,10,94,77,53,1020,1018,1016,10,6,2,14,5,,0.00,0,,227<br />
2001-1-19,25,18,11,14,12,8,94,70,34,1019,1017,1015,8,6,2,14,3,,0.00,0,,241<br />
2001-1-20,26,18,11,15,11,4,94,68,24,1018,1017,1015,8,6,5,21,5,,0.00,0,,226<br />
2001-1-21,24,19,15,16,13,11,94,69,44,1020,1018,1016,10,9,6,14,6,,0.00,1,,206<br />
2001-1-22,24,17,11,15,12,9,94,71,44,1020,1018,1016,8,6,4,16,5,,0.00,0,,258<br />
2001-1-23,26,19,12,15,13,11,94,72,39,1019,1017,1016,10,8,4,19,5,,0.00,0,,253<br />
2001-1-24,24,18,13,17,14,10,88,77,57,1020,1018,1017,10,8,4,19,5,,0.00,1,,264<br />
2001-1-25,24,18,13,16,14,12,94,76,53,1020,1018,1017,10,8,3,14,6,,0.00,1,,226<br />
2001-1-26,23,18,13,13,12,10,94,71,47,1019,1017,1015,10,10,8,16,5,,0.00,2,,205<br />
2001-1-27,24,17,11,15,12,9,88,71,47,1019,1017,1015,10,10,10,23,5,,0.00,3,Rain,242<br />
2001-1-28,20,17,14,14,11,7,82,64,49,1020,1018,1017,10,10,10,27,14,,0.00,3,Rain,264<br />
2001-1-29,21,14,8,7,4,1,87,52,30,1023,1021,1018,,,,23,6,,0.00,,,240<br />
2001-1-30,22,13,5,9,4,1,76,52,28,1026,1023,1021,,,,19,5,,0.00,,,321<br />
2001-1-31,22,14,8,11,7,1,82,62,43,1023,1021,1019,10,10,10,14,5,,0.00,1,,236<br />
2001-2-1,23,16,9,11,8,5,87,62,38,1022,1020,1018,,,,16,5,,0.00,,,250<br />
2001-2-2,24,17,9,13,10,4,82,67,47,1021,1019,1017,,,,14,5,,0.00,,,253<br />
2001-2-3,22,16,10,13,11,8,88,71,50,1019,1017,1015,10,7,4,16,5,,0.00,4,,235<br />
2001-2-4,23,17,10,14,11,7,94,71,43,1017,1015,1012,8,6,5,14,5,,0.00,0,,204<br />
2001-2-5,26,17,9,15,8,0,87,63,19,1016,1014,1012,10,10,10,19,6,,0.00,1,,227<br />
2001-2-6,23,17,11,12,11,8,82,61,44,1019,1017,1015,10,10,10,24,10,,0.00,2,,226<br />
2001-2-7,23,18,14,12,10,9,77,59,43,1020,1018,1017,10,10,10,16,8,,0.00,2,,208<br />
2001-2-8,24,17,10,14,11,8,87,67,38,1020,1018,1017,10,10,10,16,5,,0.00,1,,284<br />
2001-2-9,28,19,11,16,11,7,94,62,34,1020,1019,1017,8,6,5,14,3,,0.00,1,,276<br />
2001-2-10,31,23,16,15,9,4,77,45,24,1020,1017,1015,,,,13,5,,0.00,,,150<br />
2001-2-11,30,23,17,19,12,4,88,55,23,1017,1015,1013,10,10,10,23,8,,0.00,2,,240<br />
2001-2-12,22,19,16,18,12,9,94,65,43,1018,1016,1015,10,9,8,34,13,,0.00,2,,240<br />
2001-2-13,24,19,14,13,11,7,82,59,36,1021,1019,1017,10,10,10,16,10,,0.00,1,,185<br />
2001-2-14,26,18,10,12,8,5,72,54,32,1019,1017,1015,,,,19,5,,0.00,,,272<br />
2001-2-15,28,21,14,14,9,6,77,47,28,1019,1017,1016,,,,23,5,,0.00,,,236<br />
2001-2-16,26,20,14,17,13,10,82,65,44,1021,1018,1017,10,10,10,16,5,,0.00,3,,272<br />
2001-2-17,27,20,13,18,13,11,94,67,39,1019,1017,1015,8,7,7,13,5,,0.00,1,,258<br />
2001-2-18,29,21,14,17,14,10,88,65,45,1017,1015,1013,7,5,4,14,5,,0.00,5,,264<br />
2001-2-19,28,23,18,18,16,14,83,66,42,1018,1016,1014,10,10,10,16,6,,0.00,2,,232<br />
2001-2-20,27,21,16,17,16,14,88,71,48,1019,1016,1014,,,,16,6,,0.00,,,281<br />
2001-2-21,33,23,13,16,14,11,88,65,31,1014,1011,1008,8,7,7,27,6,,0.00,3,,288<br />
2001-2-22,28,22,17,19,14,12,83,64,44,1013,1012,1009,10,9,8,16,6,,0.00,1,,237<br />
2001-2-23,30,23,16,17,15,13,88,64,35,1015,1013,1011,8,8,8,16,5,,0.00,1,,240<br />
2001-2-24,27,23,19,17,14,13,83,64,42,1017,1015,1013,,,,19,6,,0.00,,,228<br />
2001-2-25,27,21,16,15,13,10,88,66,42,1017,1015,1013,8,7,7,16,8,,0.00,1,,210<br />
2001-2-26,26,20,15,15,13,12,88,67,42,1017,1015,1013,10,10,8,19,8,,0.00,2,,208<br />
2001-2-27,26,20,15,16,13,11,83,66,42,1018,1016,1015,10,10,10,14,8,,0.00,3,,211<br />
2001-2-28,27,20,13,18,15,13,100,77,51,1021,1019,1017,7,3,0,16,5,,0.00,5,Fog,282<br />
2001-3-1,31,21,12,15,11,2,100,59,16,1021,1019,1018,2,1,0,16,5,,0.00,3,Fog,252<br />
2001-3-2,30,21,13,13,9,3,77,46,23,1022,1019,1017,,,,16,5,,0.00,,,325<br />
2001-3-3,32,23,16,16,12,6,72,52,24,1020,1018,1016,,,,21,5,,0.00,,,265<br />
2001-3-4,31,22,14,18,13,7,88,59,22,1020,1018,1016,,,,19,5,,0.00,,,276<br />
2001-3-5,29,21,13,19,13,8,88,65,27,1018,1017,1015,,,,19,6,,0.00,,,228<br />
2001-3-6,29,23,18,18,15,10,94,65,30,1017,1016,1013,7,6,5,23,10,,0.00,1,,197<br />
2001-3-7,29,23,17,18,15,12,88,67,42,1017,1015,1013,,,,19,10,,0.00,,,210<br />
2001-3-8,27,20,14,20,17,12,94,78,54,1016,1014,1012,8,4,0,16,5,,0.00,2,Fog,301<br />
2001-3-9,33,24,16,20,16,12,94,70,29,1015,1012,1010,10,5,0,19,5,,0.00,2,Fog,272<br />
2001-3-10,36,26,16,19,16,13,83,56,30,1013,1010,1008,,,,24,6,,0.00,,,163<br />
2001-3-11,31,26,22,21,18,16,78,57,48,1013,1011,1007,10,10,10,26,16,,0.00,1,,214<br />
2001-3-12,28,22,17,17,16,12,88,66,42,1015,1013,1011,10,8,6,29,8,,0.00,2,,244<br />
2001-3-13,28,22,16,18,13,9,82,56,32,1014,1012,1011,10,8,8,21,6,,0.00,1,,274<br />
2001-3-14,33,24,16,17,13,8,82,50,21,1014,1012,1010,8,8,8,19,5,,0.00,3,,106<br />
2001-3-15,33,27,22,17,12,10,57,39,27,1014,1012,1010,10,10,10,26,14,,0.00,1,,92<br />
2001-3-16,31,29,27,19,15,12,54,44,39,1014,1012,1010,10,10,10,24,13,,0.00,1,,36<br />
2001-3-17,30,26,22,20,18,17,83,66,51,1015,1012,1010,10,7,3,24,14,,0.00,4,,221<br />
2001-3-18,27,23,19,20,18,16,94,75,51,1016,1014,1012,10,7,4,19,6,,0.00,4,,203<br />
2001-3-19,27,21,15,18,16,12,88,75,54,1018,1015,1014,10,8,7,14,5,,0.00,2,,227<br />
2001-3-20,25,21,17,19,17,15,94,78,61,1017,1014,1013,10,8,1,14,6,,0.00,2,,220<br />
2001-3-21,29,23,17,18,16,14,88,70,45,1014,1012,1010,10,9,5,19,8,,0.00,2,,205<br />
2001-3-22,29,23,17,18,16,14,88,67,45,1012,1010,1008,10,9,7,19,8,,0.00,2,,224<br />
2001-3-23,31,26,20,19,14,9,83,55,27,1012,1010,1008,10,10,8,19,8,,0.00,5,Rain-Thunderstorm,190<br />
2001-3-24,31,24,18,19,16,11,88,61,35,1012,1009,1008,10,10,8,19,6,,0.00,2,,289<br />
2001-3-25,32,24,17,18,15,13,77,56,31,1009,1007,1004,10,9,4,32,8,,0.00,3,,99<br />
2001-3-26,29,26,21,20,11,3,83,44,20,1012,1010,1005,10,10,10,24,14,,0.00,3,,277<br />
2001-3-27,26,22,18,19,14,10,83,60,44,1014,1012,1011,10,9,8,27,13,,0.00,3,,232<br />
2001-3-28,29,23,18,19,16,11,88,67,40,1015,1013,1011,10,10,8,16,8,,0.00,2,,229<br />
2001-3-29,30,23,16,16,15,13,94,62,35,1014,1012,1010,8,4,0,14,6,,0.00,2,Fog,269<br />
2001-3-30,32,24,17,19,16,4,100,62,17,1013,1012,1010,6,1,0,24,5,,0.00,3,Fog,272<br />
2001-3-31,32,23,16,21,17,12,100,69,31,1016,1013,1011,10,6,0,19,5,,0.00,1,Fog,333<br />
2001-4-1,34,26,17,21,16,11,100,63,24,1017,1015,1014,8,2,0,21,3,,0.00,1,Fog,338<br />
2001-4-2,37,26,16,19,9,-2,88,44,9,1015,1014,1012,10,8,6,23,6,,0.00,0,,274<br />
2001-4-3,37,27,17,15,6,2,53,31,11,1014,1013,1011,,,,23,6,,0.00,,,261<br />
2001-4-4,36,26,17,19,12,8,65,44,23,1015,1013,1012,,,,14,5,,0.00,,,296<br />
2001-4-5,38,27,17,17,14,11,73,47,20,1014,1013,1011,,,,21,6,,0.00,,,303<br />
2001-4-6,39,28,17,19,11,0,94,47,12,1013,1012,1010,10,5,0,21,6,,0.00,0,Fog,237<br />
2001-4-7,40,29,18,13,8,-3,64,31,9,1014,1012,1011,7,6,6,23,8,,0.00,0,,240<br />
2001-4-8,40,29,18,14,7,-2,47,29,8,1013,1011,1009,8,7,6,24,6,,0.00,0,,273<br />
2001-4-9,39,29,20,12,7,2,40,27,11,1009,1008,1006,,,,27,8,,0.00,,,251<br />
2001-4-10,32,26,20,20,14,7,69,49,36,1012,1008,1006,10,10,10,19,8,,0.00,2,,223<br />
2001-4-11,31,24,19,18,16,14,73,60,40,1013,1011,1009,10,10,10,21,10,,0.00,1,,206<br />
2001-4-12,33,26,19,20,16,10,88,60,29,1011,1009,1008,8,8,8,19,10,,0.00,0,,228<br />
2001-4-13,35,27,18,18,16,10,83,58,26,1009,1008,1006,8,8,8,21,8,,0.00,1,,217<br />
2001-4-14,33,27,20,18,15,9,83,56,23,1013,1010,1008,10,8,6,24,13,,0.00,2,,211<br />
2001-4-15,32,24,17,17,15,12,82,57,36,1016,1013,1012,,,,16,6,,0.00,,,249<br />
2001-4-16,33,26,18,20,17,14,83,61,33,1014,1011,1008,10,8,7,24,8,,0.00,0,,241<br />
2001-4-17,35,27,19,18,14,3,88,51,14,1010,1008,1007,8,8,8,21,8,,0.00,0,,216<br />
2001-4-18,32,27,22,19,16,9,78,54,24,1010,1008,1006,,,,21,13,,0.00,,,207<br />
2001-4-19,34,27,21,19,17,13,78,60,28,1012,1010,1008,,,,23,13,,0.00,,,195<br />
2001-4-20,31,24,18,20,17,13,88,65,33,1011,1010,1009,8,8,7,19,8,,0.00,1,,264<br />
2001-4-21,34,27,19,19,17,13,94,60,33,1011,1009,1008,10,8,3,24,5,,0.00,1,,334<br />
2001-4-22,35,28,20,21,17,14,83,55,30,1012,1010,1009,7,5,3,16,3,,0.00,1,,282<br />
2001-4-23,35,28,20,17,14,8,73,46,19,1012,1010,1009,8,8,8,19,8,,0.00,4,,197<br />
2001-4-24,34,27,21,22,15,9,83,49,21,1012,1011,1009,,,,21,10,,0.00,,,221<br />
2001-4-25,36,28,21,18,15,10,73,47,22,1011,1009,1007,,,,21,10,,0.00,,,211<br />
2001-4-26,37,29,21,19,14,11,60,40,27,1008,1007,1005,,,,14,6,,0.00,,,243<br />
2001-4-27,37,29,22,24,17,10,84,47,27,1008,1007,1005,8,8,7,13,6,,0.00,0,,250<br />
2001-4-28,40,31,23,23,19,10,78,52,20,1007,1006,1004,,,,19,8,,0.00,,,238<br />
2001-4-29,41,32,23,22,18,14,78,48,29,1007,1005,1004,,,,16,8,,0.00,,,225<br />
2001-4-30,40,33,26,20,14,11,51,33,21,1009,1007,1005,,,,24,11,,0.00,,,220<br />
2001-5-1,40,32,25,17,13,6,54,33,13,1010,1008,1007,,,,21,10,,0.00,,,213<br />
2001-5-2,44,34,24,17,11,4,45,28,11,1007,1006,1004,8,8,8,21,5,,0.00,0,,296<br />
2001-5-3,43,34,25,16,12,8,48,29,12,1005,1003,1002,,,,21,6,,0.00,,,254<br />
2001-5-4,41,33,26,15,12,5,39,26,12,1015,1005,1001,8,7,4,29,8,,0.00,2,,273<br />
2001-5-5,44,36,28,19,14,9,40,27,14,1008,1006,1005,,,,26,8,,0.00,,,271<br />
2001-5-6,42,33,26,20,14,9,55,32,14,1006,1005,1004,,,,23,6,,0.00,,,258<br />
2001-5-7,37,31,26,20,17,10,62,46,19,1007,1006,1004,5,5,5,19,11,,0.00,,Thunderstorm,199<br />
2001-5-8,38,31,24,23,17,12,70,47,25,1007,1006,1004,,,,14,11,,0.00,,,200<br />
2001-5-9,44,33,23,21,12,6,70,32,11,1006,1005,1004,,,,16,6,,0.00,,,272<br />
2001-5-10,41,32,24,19,12,5,43,28,16,1008,1006,1004,,,,14,5,,0.00,,,310<br />
2001-5-11,45,34,24,20,13,4,55,31,11,1007,1006,1005,7,7,7,24,8,,0.00,1,,252<br />
2001-5-12,43,34,25,19,16,6,51,36,14,1009,1006,1004,,,,23,6,,0.00,,,278<br />
2001-5-13,44,34,25,20,13,6,46,29,13,1006,1004,1003,,,,19,8,,0.00,,,251<br />
2001-5-14,44,34,25,22,17,11,58,33,18,1004,1003,1002,,,,19,10,,0.00,,,244<br />
2001-5-15,42,33,25,22,14,6,70,35,12,1005,1004,1003,,,,14,8,,0.00,,,240<br />
2001-5-16,43,33,23,24,19,8,78,49,14,1005,1004,1002,8,8,8,19,5,,0.00,0,,290<br />
2001-5-17,44,34,25,23,14,6,54,34,10,1005,1004,1003,8,8,8,16,5,,0.00,0,,239<br />
2001-5-18,40,33,26,25,19,10,66,46,32,1004,1002,1000,8,8,8,19,10,,0.00,1,,221<br />
