ICT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,29,22,16,17,16,15,94,71,42,1013,1010,1007,10,9,4,10,2,,0.00,1,,199<br />
2001-1-2,29,22,15,16,15,13,100,73,37,1013,1010,1008,10,7,2,11,2,,0.00,1,,166<br />
2001-1-3,29,22,15,18,16,14,94,72,42,1014,1011,1009,10,8,5,8,2,,0.00,1,,146<br />
2001-1-4,30,23,16,17,16,15,94,72,40,1015,1012,1009,10,7,3,10,2,,0.00,1,,228<br />
2001-1-5,29,22,16,17,16,14,94,73,40,1014,1011,1009,10,8,1,14,2,,0.00,1,,162<br />
2001-1-6,30,23,16,17,15,11,94,69,31,1015,1012,1009,10,8,2,13,2,,0.00,1,,167<br />
2001-1-7,29,21,14,16,14,12,94,68,35,1014,1011,1008,10,8,3,11,2,,0.00,0,,176<br />
2001-1-8,30,22,15,17,14,13,88,68,40,1012,1009,1006,10,9,6,11,3,,0.00,1,,254<br />
2001-1-9,30,22,15,18,16,14,94,70,43,1013,1010,1007,10,9,6,14,2,,0.00,2,,218<br />
2001-1-10,29,22,16,16,15,14,88,68,40,1012,1009,1006,10,9,5,11,2,,0.00,3,,145<br />
2001-1-11,28,21,14,14,13,10,94,64,32,1010,1008,1006,10,8,6,11,2,,0.00,1,,121<br />
2001-1-12,29,21,13,14,13,11,94,67,33,1012,1009,1008,8,4,1,11,2,,0.00,0,,143<br />
2001-1-13,30,21,13,16,14,12,94,69,33,1014,1010,1007,10,6,3,10,3,,0.00,1,,236<br />
2001-1-14,31,23,16,20,17,12,88,68,40,1013,1010,1007,10,9,4,11,3,,0.00,1,,218<br />
2001-1-15,30,25,20,21,19,18,88,73,55,1014,1011,1009,10,8,4,19,5,,0.00,3,,178<br />
2001-1-16,28,24,21,21,19,19,94,75,58,1015,1013,1011,10,8,4,14,5,,0.00,4,,178<br />
2001-1-17,28,24,21,19,18,16,83,70,48,1017,1014,1011,10,10,8,11,8,,0.00,3,,207<br />
2001-1-18,30,24,18,18,17,16,94,70,43,1016,1013,1009,10,9,6,10,5,,0.00,3,,332<br />
2001-1-19,31,24,18,18,17,12,94,68,31,1016,1012,1009,10,9,5,14,2,,0.00,1,,184<br />
2001-1-20,32,24,17,19,17,16,94,69,40,1015,1011,1008,10,8,2,10,3,,0.00,1,,223<br />
2001-1-21,32,26,19,20,18,17,88,70,40,1013,1009,1006,10,8,4,14,2,,0.00,1,,212<br />
