WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-5,-8,-9,-11,-12,-14,79,70,58,1011,1003,995,10,10,10,23,16,,0.00,6,,76<br />
2001-1-2,-1,-3,-5,-8,-11,-14,64,54,46,995,993,991,10,10,10,39,27,48,0.00,6,,133<br />
2001-1-3,1,0,-1,-8,-10,-12,60,47,41,993,992,990,10,10,10,39,26,58,0.00,6,,108<br />
2001-1-4,2,-6,-14,-7,-13,-17,85,75,44,1012,1003,990,10,9,3,45,27,,0.00,6,Snow,308<br />
2001-1-5,-9,-13,-16,-16,-19,-21,78,66,53,1013,1012,1011,10,10,10,24,16,,0.00,4,,67<br />
2001-1-6,-7,-9,-10,-14,-16,-16,63,59,49,1013,1011,1007,10,10,10,29,21,,0.00,7,,70<br />
2001-1-7,-1,-4,-8,-5,-9,-15,93,67,46,1010,1005,1002,10,9,2,35,19,,0.00,6,Snow,148<br />
2001-1-8,-9,-13,-16,-12,-16,-18,92,80,67,1021,1016,1010,10,10,6,24,16,,0.00,4,Snow,18<br />
2001-1-9,-13,-16,-17,-15,-17,-18,92,89,79,1019,1013,1003,10,8,3,19,8,,0.00,7,Snow,62<br />
2001-1-10,-11,-13,-14,-14,-14,-15,100,82,73,1002,999,998,10,8,2,27,11,,0.00,7,Snow,56<br />
2001-1-11,-12,-14,-16,-15,-16,-18,92,89,79,998,995,993,10,9,3,16,8,,0.00,6,Snow,83<br />
2001-1-12,-14,-19,-26,-17,-21,-28,92,83,71,1000,998,993,10,10,10,19,8,,0.00,5,Snow,47<br />
2001-1-13,-21,-23,-26,-22,-23,-27,92,89,84,995,989,986,10,7,3,16,13,,0.00,6,Snow,55<br />
2001-1-14,-22,-27,-33,-23,-31,-35,92,88,83,1006,1002,996,10,10,10,16,13,,0.00,2,,55<br />
2001-1-15,-32,-33,-36,-34,-36,-37,91,87,83,1006,1004,1001,10,10,10,19,14,,0.00,1,,59<br />
2001-1-16,-27,-32,-36,-29,-35,-40,100,84,57,1001,999,996,10,10,10,21,13,,0.00,2,,61<br />
2001-1-17,-14,-22,-29,-19,-24,-30,92,77,60,1012,1007,998,10,10,4,21,13,,0.00,5,Snow,63<br />
2001-1-18,-20,-25,-30,-26,-30,-33,84,72,59,1010,1005,998,10,10,10,19,14,,0.00,2,,63<br />
2001-1-19,-19,-22,-26,-21,-24,-29,92,83,77,1000,996,995,10,10,10,21,10,,0.00,6,Snow,62<br />
2001-1-20,-19,-22,-26,-20,-22,-27,100,92,84,1005,1003,1000,10,9,2,14,10,,0.00,4,Snow,64<br />
2001-1-21,-26,-29,-33,-27,-30,-34,92,89,83,1003,1000,998,10,10,10,14,11,,0.00,3,Snow,61<br />
2001-1-22,-27,-30,-34,-28,-32,-35,92,88,83,1001,1000,998,10,10,10,21,13,,0.00,2,Snow,60<br />
2001-1-23,-30,-33,-36,-32,-35,-37,91,89,83,1001,999,996,10,10,10,21,16,,0.00,3,,58<br />
2001-1-24,-22,-26,-29,-23,-26,-30,92,87,84,999,996,995,10,9,6,16,13,,0.00,6,Snow,60<br />
2001-1-25,-21,-22,-24,-22,-23,-25,92,92,84,999,998,997,10,9,4,14,10,,0.00,6,Snow,60<br />
2001-1-26,-23,-26,-28,-25,-27,-30,92,89,84,998,996,995,10,10,10,19,13,,0.00,5,,56<br />
2001-1-27,-6,-18,-29,-12,-22,-30,92,82,63,1002,998,995,10,10,10,23,16,,0.00,4,,66<br />
2001-1-28,-10,-14,-18,-15,-18,-22,73,66,61,1006,1003,1000,10,10,10,19,10,,0.00,3,,66<br />
2001-1-29,-17,-21,-25,-21,-24,-27,92,81,71,1008,1007,1005,10,10,10,16,8,,0.00,5,Snow,61<br />
2001-1-30,-20,-24,-28,-23,-25,-30,92,84,78,1013,1010,1006,10,10,10,14,11,,0.00,4,Snow,62<br />
2001-1-31,-19,-24,-29,-22,-24,-30,91,83,77,1005,993,985,10,10,10,19,13,,0.00,4,,66<br />
2001-2-1,-15,-18,-22,-17,-21,-24,92,85,77,998,993,986,10,10,10,16,10,,0.00,6,Snow,63<br />
2001-2-2,-13,-14,-18,-14,-14,-18,100,96,92,998,996,993,10,8,1,14,10,,0.00,7,Snow,60<br />
2001-2-3,-15,-17,-19,-17,-18,-20,100,90,85,1005,1002,998,10,10,10,16,10,,0.00,6,Snow,60<br />
2001-2-4,-16,-18,-21,-17,-19,-22,92,90,85,1018,1010,1002,10,10,10,19,10,,0.00,4,Snow,64<br />
2001-2-5,-18,-20,-23,-20,-22,-25,92,87,84,1021,1019,1018,10,10,10,16,11,,0.00,4,,66<br />
2001-2-6,-17,-19,-20,-19,-20,-22,92,87,85,1022,1021,1019,10,10,10,14,10,,0.00,6,,60<br />
2001-2-7,-16,-18,-21,-17,-19,-22,100,93,92,1020,1017,1013,10,10,9,21,10,,0.00,6,Snow,64<br />
2001-2-8,-11,-17,-22,-13,-18,-24,92,85,78,1019,1012,1003,10,8,1,39,18,,0.00,5,Snow,346<br />
2001-2-9,-21,-22,-24,-23,-24,-26,92,90,84,1017,1013,1011,10,8,3,14,11,,0.00,6,Snow,52<br />
2001-2-10,-23,-28,-35,-25,-31,-36,92,87,76,1014,1012,1010,10,10,10,16,10,,0.00,1,Snow,63<br />
2001-2-11,-33,-36,-38,-35,-37,-40,91,86,82,1009,1005,1000,10,10,10,19,14,,0.00,0,,57<br />
2001-2-12,-35,-38,-40,-37,-38,-41,91,86,82,999,992,991,10,10,10,23,18,,0.00,2,,57<br />
2001-2-13,-35,-37,-39,-36,-38,-40,91,86,82,997,996,993,10,10,10,21,16,,0.00,1,,58<br />
2001-2-14,-29,-32,-36,-32,-34,-38,91,84,76,1000,998,997,10,10,10,16,13,,0.00,4,,64<br />
