IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,19,7,-6,-4,-11,-15,63,30,13,1022,1020,1018,,,,11,2,,0.00,,,313<br />
2001-1-2,15,4,-6,-8,-11,-13,64,32,16,1025,1023,1021,,,,11,2,,0.00,,,34<br />
2001-1-3,19,7,-6,-10,-15,-21,50,22,8,1024,1021,1019,,,,0,0,,0.00,,,-1<br />
2001-1-4,17,6,-4,-8,-11,-16,40,24,14,1019,1018,1018,10,10,10,26,10,,0.00,3,,255<br />
2001-1-5,20,10,1,-2,-4,-6,60,43,18,1020,1018,1017,10,10,10,21,8,,0.00,2,Fog,313<br />
2001-1-6,12,4,-3,-1,-4,-7,93,51,26,1022,1020,1018,10,10,10,14,5,,0.00,1,,1<br />
2001-1-7,11,3,-5,0,-4,-8,93,58,28,1024,1021,1019,,,,11,5,,0.00,,,29<br />
2001-1-8,13,3,-6,-3,-6,-11,93,49,19,1021,1019,1017,10,10,10,18,5,,0.00,4,,342<br />
2001-1-9,9,4,1,2,1,-3,100,85,57,1023,1022,1020,10,6,1,11,2,,0.00,8,Fog-Rain,240<br />
2001-1-10,5,3,1,2,2,0,100,88,76,1025,1024,1023,10,8,1,18,8,,0.00,6,,334<br />
2001-1-11,10,4,-2,4,-2,-8,100,70,30,1025,1022,1021,10,6,1,11,0,,0.00,1,Fog,110<br />
2001-1-12,15,4,-6,0,-9,-21,100,44,7,1025,1022,1021,,,,6,0,,0.00,,,270<br />
2001-1-13,17,6,-5,-3,-9,-15,100,39,12,1026,1024,1022,,,,11,5,,0.00,,,154<br />
2001-1-14,17,6,-5,-6,-12,-21,86,33,6,1026,1024,1022,,,,14,3,,0.00,4,,127<br />
2001-1-15,16,4,-6,-6,-11,-17,80,37,10,1026,1024,1022,,,,6,0,,0.00,,,120<br />
