GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,28,23,18,11,3,1,50,29,17,1019,1017,1014,,,,27,18,,0.00,,,35<br />
2001-1-2,28,22,17,10,4,-1,46,32,15,1019,1016,1014,,,,29,18,,0.00,,,18<br />
2001-1-3,26,22,18,13,5,-3,60,35,23,1018,1016,1014,10,10,10,24,13,,0.00,1,,33<br />
2001-1-4,27,23,19,14,12,9,60,48,34,1016,1015,1013,10,10,10,16,8,,0.00,4,,79<br />
2001-1-5,28,23,19,15,12,8,64,48,28,1016,1014,1013,10,10,10,19,11,,0.00,2,,105<br />
2001-1-6,24,23,22,15,13,11,57,52,50,1017,1017,1016,10,10,10,14,6,,0.00,1,,333<br />
2001-1-7,27,23,21,10,7,2,49,34,20,1018,1015,1013,,,,21,11,,0.00,,,57<br />
2001-1-8,25,21,18,14,10,4,57,46,31,1016,1014,1012,10,10,10,19,8,,0.00,5,,168<br />
2001-1-9,26,22,18,16,13,6,73,57,29,1016,1014,1013,10,9,6,48,8,,0.00,3,,309<br />
2001-1-10,27,23,20,5,2,0,33,27,17,1019,1017,1015,10,10,9,53,39,76,0.00,2,,331<br />
2001-1-11,25,21,18,5,3,0,42,29,22,1020,1017,1015,,,,35,24,58,0.00,,,2<br />
2001-1-12,27,22,18,9,6,4,43,33,24,1019,1017,1014,10,10,10,26,19,,0.00,1,,20<br />
2001-1-13,28,24,21,13,6,3,53,33,23,1019,1017,1015,10,10,10,34,21,,0.00,2,,18<br />
2001-1-14,27,23,19,4,2,-2,37,26,17,1021,1018,1015,,,,32,21,,0.00,,,11<br />
2001-1-15,27,22,18,3,1,-3,33,25,20,1021,1019,1016,,,,29,19,45,0.00,,,3<br />
2001-1-16,27,22,18,11,7,4,49,36,23,1021,1018,1015,,,,32,18,48,0.00,,,33<br />
2001-1-17,27,22,18,11,6,2,52,36,20,1020,1017,1015,10,10,10,27,16,,0.00,1,,357<br />
2001-1-18,26,21,17,14,10,4,60,48,36,1018,1016,1014,10,10,10,21,11,,0.00,1,,53<br />
2001-1-19,25,21,17,15,13,11,68,57,47,1017,1015,1014,10,10,10,14,6,,0.00,3,,92<br />
2001-1-20,25,22,19,15,14,12,68,57,50,1018,1015,1014,10,10,10,14,8,,0.00,4,,148<br />
2001-1-21,30,24,19,16,9,1,64,42,18,1019,1016,1013,10,10,10,34,13,61,0.00,6,,34<br />
2001-1-22,29,24,19,4,1,-2,33,23,14,1018,1016,1013,,,,29,19,,0.00,,,19<br />
2001-1-23,26,22,19,15,7,0,64,37,23,1018,1015,1014,10,10,10,26,18,,0.00,3,,86<br />
2001-1-24,26,22,18,15,14,12,77,58,42,1018,1016,1014,10,10,10,19,6,,0.00,2,,81<br />
2001-1-25,26,22,18,14,12,8,64,50,34,1019,1016,1014,10,10,10,19,11,,0.00,1,,338<br />
2001-1-26,29,24,20,16,10,4,60,44,20,1017,1015,1013,4,4,4,26,14,,0.00,,,30<br />
2001-1-27,26,22,18,17,13,3,68,55,25,1017,1015,1013,,,,13,8,,0.00,,,222<br />
2001-1-28,29,23,17,15,9,3,72,45,19,1017,1015,1012,9,8,7,40,11,53,0.00,0,,5<br />
2001-1-29,26,22,19,7,0,-6,38,25,13,1019,1017,1015,10,10,10,47,31,69,0.00,1,,355<br />
2001-1-30,25,20,16,3,1,-1,34,27,19,1022,1019,1017,,,,35,27,48,0.00,,,11<br />
2001-1-31,26,21,17,0,-3,-5,32,21,14,1021,1018,1015,,,,32,23,,0.00,,,8<br />
2001-2-1,27,21,16,9,1,-2,46,28,16,1021,1017,1014,,,,32,18,42,0.00,,,20<br />
2001-2-2,28,22,17,10,1,-3,46,28,13,1018,1016,1013,,,,24,16,,0.00,,,13<br />
2001-2-3,27,22,18,12,4,-1,50,32,16,1017,1015,1012,,,,24,14,,0.00,,,349<br />
2001-2-4,26,22,18,15,8,-2,64,42,24,1016,1014,1012,,,,19,10,,0.00,,,272<br />
2001-2-5,26,21,16,17,12,0,73,57,32,1015,1013,1012,10,10,10,16,6,,0.00,1,,262<br />
2001-2-6,31,23,16,15,4,-9,73,39,7,1017,1015,1013,,,,26,8,,0.00,,,23<br />
2001-2-7,30,24,19,15,6,0,60,34,14,1017,1015,1013,9,9,9,29,14,,0.00,0,,37<br />
2001-2-8,27,23,21,17,8,-1,69,39,18,1017,1015,1014,10,10,10,24,18,,0.00,1,,85<br />
2001-2-9,26,23,20,18,16,15,73,64,51,1018,1016,1015,10,10,10,16,10,,0.00,3,,152<br />
2001-2-10,26,23,20,19,18,16,78,70,61,1017,1016,1014,10,9,1,16,6,,0.00,2,,197<br />
2001-2-11,26,23,21,19,18,17,83,72,57,1016,1014,1012,10,10,10,13,5,,0.00,3,,195<br />
2001-2-12,31,26,20,17,12,1,78,49,20,1016,1014,1013,10,9,9,34,13,52,0.00,1,,2<br />
2001-2-13,29,26,22,1,-3,-5,22,16,11,1018,1016,1014,10,10,10,34,19,55,0.00,3,,3<br />
2001-2-14,27,22,18,12,4,-3,50,32,14,1017,1016,1014,,,,21,14,,0.00,,,61<br />
2001-2-15,26,21,17,14,12,10,64,54,41,1018,1016,1014,10,10,10,14,8,,0.00,3,,63<br />
2001-2-16,25,21,18,14,13,12,73,57,47,1018,1017,1015,10,10,10,21,8,,0.00,2,,101<br />
2001-2-17,25,21,18,15,13,12,68,59,50,1018,1016,1014,10,10,10,16,8,,0.00,2,,113<br />
2001-2-18,25,22,20,15,14,13,68,57,47,1017,1015,1013,10,10,10,19,11,,0.00,3,,194<br />
2001-2-19,25,22,20,15,14,13,64,58,47,1018,1015,1014,10,10,10,19,6,,0.00,4,,216<br />
2001-2-20,26,22,19,16,15,13,68,59,50,1018,1015,1013,10,10,10,16,10,,0.00,3,,201<br />
2001-2-21,25,22,19,16,15,14,73,63,50,1015,1013,1011,10,10,10,19,8,,0.00,3,,233<br />
2001-2-22,25,23,22,17,16,15,65,61,54,1014,1012,1010,10,10,10,19,10,,0.00,5,,215<br />
2001-2-23,26,24,23,18,17,15,69,62,54,1015,1013,1011,10,10,10,21,11,,0.00,4,,221<br />
2001-2-24,27,23,20,20,18,16,78,68,58,1016,1014,1012,10,10,10,21,8,,0.00,4,,224<br />
2001-2-25,31,26,20,21,17,6,88,65,21,1015,1013,1012,10,9,7,29,10,,0.00,1,,293<br />
2001-2-26,32,26,20,18,12,-3,73,52,11,1015,1013,1012,9,9,8,21,6,,0.00,0,,22<br />
2001-2-27,32,27,22,19,3,-9,69,30,10,1016,1014,1013,9,9,9,34,18,,0.00,0,,33<br />
2001-2-28,28,26,23,18,8,-12,69,41,8,1018,1016,1014,,,,21,13,,0.00,,,179<br />
2001-3-1,27,23,20,19,17,14,73,64,54,1018,1017,1016,10,10,10,19,10,,0.00,3,,139<br />
2001-3-2,27,23,21,19,17,16,73,65,54,1019,1017,1015,10,10,10,16,10,,0.00,2,,140<br />
2001-3-3,28,24,20,18,16,8,78,61,28,1018,1016,1015,10,10,10,13,6,,0.00,2,,77<br />
2001-3-4,29,24,20,17,14,5,73,58,22,1018,1016,1015,10,10,10,13,6,,0.00,2,,39<br />
2001-3-5,29,23,18,13,9,4,60,40,20,1018,1016,1013,,,,13,6,,0.00,,,156<br />
2001-3-6,28,23,18,18,11,2,69,46,27,1017,1016,1014,10,10,10,16,6,,0.00,3,,166<br />
2001-3-7,30,24,19,19,11,3,73,46,20,1016,1014,1013,10,9,8,14,6,,0.00,0,,243<br />
2001-3-8,28,24,20,19,10,-1,73,43,20,1015,1013,1011,10,10,10,19,6,,0.00,1,,207<br />
2001-3-9,30,24,19,19,12,3,73,50,19,1014,1012,1011,10,10,10,19,6,,0.00,1,,355<br />
2001-3-10,28,24,21,20,19,17,78,70,58,1015,1013,1011,10,10,10,16,6,,0.00,3,,180<br />
2001-3-11,28,24,22,21,19,18,83,73,58,1015,1013,1011,10,10,10,19,6,,0.00,3,,193<br />
2001-3-12,28,24,22,22,21,17,78,72,66,1013,1012,1010,10,10,10,19,10,,0.00,4,,224<br />
2001-3-13,28,26,23,22,21,19,88,77,65,1013,1012,1011,10,10,10,21,10,,0.00,2,,243<br />
2001-3-14,28,24,22,22,21,17,83,74,62,1051,1013,1010,10,10,10,24,10,,0.00,2,,225<br />
2001-3-15,28,24,22,21,20,19,83,72,61,1014,1012,1011,10,10,10,21,6,,0.00,2,,177<br />
2001-3-16,28,26,23,21,20,19,78,70,58,1014,1013,1011,10,10,10,19,8,,0.00,3,,161<br />
2001-3-17,28,27,25,21,21,20,78,70,62,1014,1012,1010,10,10,10,19,8,,0.00,4,,192<br />
2001-3-18,28,26,23,21,20,19,78,70,58,1014,1012,1011,10,10,10,16,6,,0.00,3,,176<br />
2001-3-19,29,26,22,21,19,18,83,68,58,1016,1014,1012,10,9,8,16,6,,0.00,1,,174<br />
2001-3-20,32,27,23,20,17,13,69,53,31,1014,1013,1010,9,8,6,19,6,,0.00,1,,243<br />
2001-3-21,35,29,23,21,16,1,69,53,12,1013,1011,1010,10,10,10,27,6,,0.00,1,,121<br />
2001-3-22,31,27,23,21,16,10,78,54,33,1011,1010,1008,,,,23,6,,0.00,,,200<br />
2001-3-23,30,27,23,22,20,13,83,68,35,1012,1010,1008,10,10,10,24,8,,0.00,3,,194<br />
2001-3-24,29,27,24,22,21,20,83,72,58,1012,1010,1009,10,10,10,21,10,,0.00,4,,202<br />
2001-3-25,29,26,23,22,21,20,83,71,58,1013,1010,1008,10,10,10,26,11,,0.00,3,,201<br />
2001-3-26,29,27,26,22,22,21,78,73,62,1012,1010,1008,10,10,10,24,11,,0.00,5,,213<br />
2001-3-27,35,29,24,22,18,1,83,64,12,1013,1012,1010,10,9,6,29,8,,0.00,5,,85<br />
2001-3-28,36,30,25,20,7,-5,74,33,7,1014,1012,1010,10,9,8,29,10,48,0.00,2,,31<br />
2001-3-29,35,28,21,20,11,0,65,40,11,1012,1011,1008,8,8,8,23,10,39,0.00,0,,352<br />
2001-3-30,30,26,21,20,15,9,74,52,35,1013,1011,1009,,,,16,6,,0.00,,,168<br />
2001-3-31,29,26,23,19,18,16,73,61,51,1014,1013,1011,10,10,10,19,8,,0.00,3,,124<br />
2001-4-1,29,26,23,19,18,17,73,62,54,1015,1014,1012,10,10,10,16,6,,0.00,2,,116<br />
2001-4-2,29,26,22,18,17,14,65,58,48,1014,1013,1011,,,,14,6,,0.00,,,130<br />
2001-4-3,31,26,21,20,14,9,65,50,33,1013,1011,1009,,,,16,6,,0.00,,,340<br />
2001-4-4,31,26,20,20,14,5,65,48,34,1014,1012,1010,,,,21,6,,0.00,,,217<br />
2001-4-5,32,26,21,22,17,9,78,57,29,1014,1012,1010,,,,23,8,,0.00,,,206<br />
2001-4-6,31,26,21,21,15,1,74,51,25,1013,1012,1010,,,,21,6,,0.00,,,214<br />
2001-4-7,32,26,21,17,13,8,65,44,27,1014,1012,1011,,,,19,8,,0.00,,,207<br />
2001-4-8,32,26,20,17,12,2,65,44,15,1013,1011,1009,,,,16,8,,0.00,,,232<br />
2001-4-9,30,26,22,22,17,11,74,57,44,1011,1010,1008,10,10,10,23,10,,0.00,2,,185<br />
2001-4-10,30,28,25,23,22,20,79,70,58,1011,1009,1008,10,10,10,24,10,,0.00,2,,200<br />
