EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-6,-15,-23,-7,-14,-25,100,91,78,1011,1009,1008,10,10,10,19,10,,0.00,7,Snow,193<br />
2001-1-2,-1,-4,-7,-3,-7,-9,93,89,86,1008,1006,1005,10,10,6,16,10,37,0.00,7,Snow,184<br />
2001-1-3,-1,-3,-6,-3,-7,-8,93,83,74,1011,1010,1008,10,10,6,26,18,37,0.00,8,Snow,182<br />
2001-1-4,-3,-4,-5,-5,-7,-8,93,84,74,1010,1008,1008,10,10,8,19,13,,0.00,7,Snow,183<br />
2001-1-5,-4,-6,-6,-6,-7,-7,93,88,86,1010,1009,1007,10,10,10,14,8,,0.00,8,Snow,182<br />
2001-1-6,-2,-3,-5,-4,-6,-7,93,87,80,1007,1005,1004,10,10,5,11,6,,0.00,8,Snow,199<br />
2001-1-7,-3,-4,-5,-4,-5,-5,100,92,86,1004,1003,1002,10,10,8,8,3,,0.00,8,Snow,201<br />
2001-1-8,-5,-9,-12,-5,-10,-14,100,93,85,1005,1003,1002,10,9,2,3,2,,0.00,8,Snow,206<br />
2001-1-9,-9,-12,-15,-10,-12,-16,93,92,85,1007,1006,1005,10,8,1,6,2,,0.00,7,Fog-Snow,256<br />
2001-1-10,-9,-13,-16,-9,-14,-18,100,90,85,1007,1004,1000,10,4,0,3,0,,0.00,8,Fog-Snow,243<br />
2001-1-11,-9,-12,-14,-10,-13,-16,100,91,85,1013,1005,999,10,8,2,2,0,,0.00,8,Snow,244<br />
2001-1-12,-10,-13,-17,-11,-14,-18,93,90,85,1017,1016,1013,10,8,1,8,2,,0.00,7,Fog,220<br />
2001-1-13,4,-4,-12,1,-6,-13,93,90,81,1013,1009,1007,10,10,10,13,8,,0.00,6,Snow,216<br />
2001-1-14,4,2,0,0,-1,-1,93,85,70,1009,1008,1005,10,10,10,16,8,,0.00,3,,217<br />
2001-1-15,5,2,0,0,0,-1,93,78,70,1006,1003,999,10,10,10,16,11,,0.00,4,,229<br />
2001-1-16,4,0,-3,0,-3,-6,87,74,60,1010,1005,1000,10,10,10,14,8,,0.00,5,Rain,239<br />
2001-1-17,0,-3,-6,-4,-6,-8,86,80,69,1020,1015,1010,10,10,10,11,6,,0.00,4,Snow,230<br />
2001-1-18,-1,-4,-8,-5,-8,-10,93,83,75,1020,1015,1009,,,,13,8,,0.00,,,215<br />
2001-1-19,-1,-4,-7,-3,-8,-11,93,75,55,1011,1005,1000,10,10,10,14,8,,0.00,6,Snow,245<br />
2001-1-20,-4,-6,-7,-7,-8,-9,93,82,69,1028,1022,1012,10,10,6,10,6,,0.00,5,Snow,257<br />
2001-1-21,-5,-7,-8,-8,-9,-10,86,79,74,1029,1027,1027,,,,11,8,,0.00,,,213<br />
2001-1-22,-5,-8,-11,-8,-10,-13,93,88,79,1027,1024,1020,10,7,2,11,8,,0.00,8,Snow,215<br />
2001-1-23,-4,-6,-7,-6,-9,-10,86,82,80,1020,1018,1016,10,10,10,11,8,,0.00,7,Snow,217<br />
2001-1-24,-5,-9,-13,-7,-12,-15,86,82,79,1016,1013,1009,10,10,10,10,6,,0.00,8,Snow,190<br />
2001-1-25,-6,-11,-15,-7,-12,-17,93,88,85,1009,1001,995,10,8,3,8,3,,0.00,8,Snow,189<br />
2001-1-26,-4,-6,-6,-5,-6,-7,93,92,86,1001,997,994,10,10,9,10,3,,0.00,7,Snow,205<br />
2001-1-27,1,-2,-4,-1,-2,-5,100,92,80,1004,1002,1000,10,9,4,6,3,,0.00,8,Snow,148<br />
2001-1-28,0,-2,-5,-1,-4,-6,100,89,86,1007,1005,1004,10,10,6,8,3,,0.00,8,Snow,68<br />
2001-1-29,-6,-9,-15,-6,-9,-16,100,91,86,1013,1010,1007,10,9,5,6,5,,0.00,7,Snow,21<br />
