IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,20,18,16,15,14,13,94,78,68,1016,1013,1012,1,1,1,6,3,,0.00,6,Fog-Rain,307<br />
2001-1-2,21,18,15,16,16,14,94,85,68,1016,1015,1013,5,3,2,10,0,,0.00,6,,270<br />
2001-1-3,17,14,11,15,13,10,94,89,68,1019,1017,1015,2,2,1,14,6,,0.00,3,Fog,320<br />
2001-1-4,19,14,11,13,11,10,94,80,56,1020,1017,1016,3,2,0,10,5,,0.00,2,Fog,302<br />
2001-1-5,16,12,9,9,8,7,93,68,59,1020,1018,1017,3,2,2,19,10,,0.00,5,,301<br />
2001-1-6,18,13,8,9,8,7,100,73,52,1021,1018,1016,3,2,1,10,2,,0.00,0,Fog,308<br />
2001-1-7,20,14,9,10,8,5,87,67,49,1018,1015,1013,3,2,1,6,2,,0.00,0,Fog,314<br />
2001-1-8,20,14,8,12,9,2,93,69,32,1016,1013,1012,3,2,0,6,2,,0.00,2,Fog,7<br />
2001-1-9,21,16,11,11,9,8,94,66,43,1017,1015,1013,3,2,0,8,3,,0.00,0,Fog,295<br />
2001-1-10,21,16,9,8,7,4,87,60,33,1019,1016,1014,3,2,1,11,5,,0.00,0,,302<br />
2001-1-11,18,13,9,10,9,7,94,78,56,1017,1015,1013,2,1,1,6,2,,0.00,0,Fog,335<br />
2001-1-12,18,13,9,11,10,9,100,82,63,1018,1016,1014,2,1,0,8,3,,0.00,0,Fog,356<br />
2001-1-13,19,14,10,10,9,3,94,73,35,1018,1016,1013,2,1,1,8,5,,0.00,0,Fog,306<br />
2001-1-14,22,16,9,10,9,7,94,67,38,1018,1016,1014,3,2,0,11,3,,0.00,0,Fog,306<br />
2001-1-15,23,17,10,10,9,6,88,64,33,1020,1017,1015,3,2,1,11,3,,0.00,0,Fog,301<br />
2001-1-16,23,17,10,12,10,8,88,61,41,1019,1016,1015,4,3,1,11,5,,0.00,0,Fog,320<br />
2001-1-17,23,17,10,10,8,6,88,55,33,1021,1018,1015,4,2,1,6,2,,0.00,0,,307<br />
2001-1-18,23,17,9,10,6,3,88,52,27,1020,1017,1015,4,3,1,11,5,,0.00,0,,284<br />
2001-1-19,24,17,11,13,9,8,88,60,36,1019,1016,1009,3,2,1,3,2,,0.00,0,,310<br />
2001-1-20,24,17,10,12,10,8,94,68,36,1015,1014,1013,3,2,1,3,2,,0.00,0,,288<br />
2001-1-21,24,17,11,12,9,7,82,58,34,1016,1013,1010,3,2,1,3,2,,0.00,0,,240<br />
2001-1-22,25,20,16,15,13,9,88,66,36,1013,1009,1008,3,2,2,14,6,,0.00,3,,116<br />
2001-1-23,25,20,15,14,12,10,94,65,41,1012,1010,1009,3,2,1,19,10,,0.00,0,Fog,305<br />
2001-1-24,22,18,13,10,5,2,68,43,27,1014,1011,1010,4,3,3,23,14,29,0.00,0,,296<br />
2001-1-25,21,16,11,8,5,3,82,48,31,1015,1012,1010,4,3,2,19,10,,0.00,0,,296<br />
2001-1-26,32,21,11,25,10,5,88,54,35,1014,1011,1008,10,5,2,13,8,,0.00,1,,315<br />
2001-1-27,24,17,11,11,9,6,88,57,34,1014,1012,1010,3,2,1,11,3,,0.00,0,,285<br />
2001-1-28,23,17,12,12,10,8,82,60,44,1015,1013,1011,3,2,2,6,3,,0.00,0,,317<br />
2001-1-29,22,16,11,13,11,9,88,75,46,1016,1015,1014,2,1,1,3,2,,0.00,0,,270<br />
2001-1-30,25,19,13,13,11,10,94,63,41,1015,1012,1010,3,2,1,10,2,,0.00,0,,289<br />
2001-1-31,25,20,16,21,15,12,94,74,50,1013,1010,1008,2,1,1,3,0,,0.00,0,Fog,300<br />
2001-2-1,28,22,16,15,13,11,77,52,45,1012,1009,1008,3,2,2,13,6,,0.00,2,,299<br />
2001-2-2,25,20,15,11,10,8,68,53,36,1013,1011,1008,4,3,2,14,10,,0.00,2,,302<br />
2001-2-3,23,17,11,8,6,5,82,45,31,1014,1012,1010,5,4,2,14,8,,0.00,0,,294<br />
2001-2-4,23,17,11,7,6,4,76,50,31,1016,1014,1011,4,3,2,6,3,,0.00,0,,295<br />
2001-2-5,24,18,12,10,8,7,82,49,34,1015,1012,1010,4,2,1,3,2,,0.00,0,Fog,40<br />
2001-2-6,25,19,12,11,8,6,82,53,29,1015,1013,1011,4,3,1,19,5,,0.00,0,,307<br />
2001-2-7,26,20,15,7,6,3,59,40,23,1016,1013,1012,5,4,3,14,11,34,0.00,0,,288<br />
2001-2-8,26,20,14,10,8,5,59,45,26,1014,1011,1009,4,4,3,19,10,,0.00,0,,286<br />
2001-2-9,26,20,15,8,6,3,55,43,23,1013,1011,1009,5,3,3,19,10,,0.00,0,,297<br />
2001-2-10,25,19,14,11,9,6,77,51,34,1013,1010,1008,5,3,2,14,5,,0.00,0,,287<br />
2001-2-11,26,20,14,13,11,7,88,57,34,1013,1011,1009,5,3,2,10,3,,0.00,0,,291<br />
2001-2-12,26,20,14,13,8,5,77,48,26,1016,1013,1012,5,4,1,11,5,,0.00,0,,293<br />
2001-2-13,28,21,13,13,11,8,94,53,28,1016,1013,1011,5,3,2,11,3,,0.00,1,,279<br />
2001-2-14,28,21,15,14,12,10,77,59,34,1016,1013,1011,4,2,1,11,3,,0.00,1,,116<br />
2001-2-15,29,24,19,17,14,13,73,54,40,1015,1013,1011,3,2,2,19,10,,0.00,2,,99<br />
2001-2-16,29,23,17,16,15,14,88,63,40,1017,1014,1012,5,4,2,11,5,,0.00,0,,357<br />
2001-2-17,28,23,18,17,15,13,88,57,44,1017,1014,1012,5,3,1,10,3,,0.00,2,Fog,28<br />
2001-2-18,29,24,20,15,14,12,73,52,35,1016,1013,1010,6,4,1,10,3,,0.00,0,,300<br />
2001-2-19,29,23,18,16,14,12,77,55,35,1014,1012,1010,4,3,2,14,6,,0.00,0,,291<br />
2001-2-20,28,22,16,13,11,8,82,48,28,1015,1012,1010,5,4,2,14,10,,0.00,0,,279<br />
2001-2-21,27,21,16,15,14,11,94,67,41,1019,1011,1007,5,3,2,8,5,,0.00,1,Rain-Thunderstorm,214<br />
2001-2-22,28,23,18,14,12,9,73,48,30,1012,1010,1008,6,4,1,19,8,37,0.00,1,,296<br />
2001-2-23,28,20,13,14,12,11,88,57,35,1013,1010,1008,6,4,3,14,5,,0.00,0,,285<br />
2001-2-24,30,25,19,17,14,12,88,56,35,1011,1008,1005,5,4,2,11,5,,0.00,0,,147<br />
2001-2-25,27,23,21,18,17,16,73,62,54,1007,1005,1004,3,2,2,19,14,,0.00,4,Thunderstorm,107<br />
2001-2-26,29,24,21,18,17,15,68,55,45,1010,1008,1006,5,4,2,14,11,,0.00,1,,313<br />
2001-2-27,29,23,17,13,11,7,77,45,25,1015,1014,1012,5,4,3,19,6,,0.00,2,,283<br />
2001-2-28,29,24,20,17,10,7,83,40,26,1018,1016,1013,5,4,3,11,3,,0.00,2,Rain-Thunderstorm,50<br />
2001-3-1,29,24,20,18,14,11,83,52,33,1018,1016,1014,5,4,2,11,2,,0.00,4,,346<br />
2001-3-2,29,24,19,21,8,5,88,39,22,1019,1016,1015,6,5,2,19,8,,0.00,3,Fog,312<br />
2001-3-3,28,22,16,12,8,4,77,48,23,1019,1016,1014,6,5,3,14,6,,0.00,2,,305<br />
2001-3-4,27,22,18,15,13,10,73,55,37,1019,1015,1012,4,3,2,11,5,,0.00,5,,283<br />
2001-3-5,29,24,20,23,14,11,74,52,35,1016,1013,1010,6,5,3,14,8,,0.00,2,,288<br />
2001-3-6,29,23,16,13,9,7,77,38,25,1015,1013,1011,6,5,3,23,10,,0.00,0,,300<br />
2001-3-7,31,24,18,12,9,6,68,37,21,1017,1014,1011,6,5,3,8,2,,0.00,0,,283<br />
2001-3-8,31,24,17,13,10,6,77,45,22,1015,1012,1010,6,5,2,6,2,,0.00,0,,260<br />
2001-3-9,30,24,18,13,11,9,73,41,27,1015,1012,1010,6,4,2,10,5,,0.00,0,,274<br />
2001-3-10,33,27,22,15,9,2,53,33,14,1014,1012,1010,6,4,2,11,5,,0.00,0,,277<br />
2001-3-11,31,26,22,12,9,0,50,31,15,1015,1014,1011,6,5,4,11,8,,0.00,0,,280<br />
2001-3-12,32,26,19,14,10,8,73,38,24,1014,1012,1010,6,5,3,6,2,,0.00,0,,302<br />
2001-3-13,32,26,20,15,11,7,73,36,21,1013,1011,1009,6,5,3,10,3,,0.00,0,,38<br />
2001-3-14,35,28,21,23,13,9,68,42,25,1014,1012,1010,6,4,3,6,2,,0.00,2,,264<br />
2001-3-15,31,27,23,15,14,12,61,43,31,1015,1013,1011,5,4,3,11,3,,0.00,4,,283<br />
2001-3-16,34,28,23,15,12,9,61,39,23,1012,1009,1007,6,5,2,23,11,37,0.00,0,,296<br />
2001-3-17,33,28,22,12,10,8,53,33,21,1011,1008,1006,6,5,3,23,11,,0.00,0,,297<br />
2001-3-18,33,27,21,14,11,8,60,36,22,1012,1009,1008,6,5,4,19,10,,0.00,0,,294<br />
2001-3-19,35,28,20,14,11,8,68,34,19,1012,1010,1008,6,5,4,14,3,,0.00,0,,302<br />
2001-3-20,35,29,23,18,13,10,73,36,23,1011,1008,1006,5,4,2,13,5,,0.00,2,,125<br />
2001-3-21,36,31,25,17,15,12,61,39,26,1009,1006,1003,5,4,3,8,5,,0.00,2,,95<br />
2001-3-22,36,33,25,15,14,12,44,31,26,1007,1006,1003,6,5,3,14,11,,0.00,3,,127<br />
2001-3-23,34,28,23,21,19,18,88,59,38,1010,1007,1005,6,5,3,10,3,,0.00,2,Thunderstorm,215<br />
2001-3-24,34,28,22,21,16,11,94,51,27,1008,1006,1003,6,5,2,19,8,,0.00,0,,283<br />
2001-3-25,34,29,24,12,9,6,47,30,17,1008,1004,1002,6,5,4,24,13,,0.00,1,,302<br />
2001-3-26,35,27,19,17,11,7,60,34,18,1007,1004,1001,6,5,3,23,8,,0.00,0,,302<br />
2001-3-27,36,27,19,15,10,4,64,30,14,1006,1003,1001,6,5,4,23,6,,0.00,1,,290<br />
2001-3-28,36,30,23,16,12,8,61,35,18,1007,1005,1003,6,5,3,11,2,,0.00,5,,255<br />
2001-3-29,35,28,21,18,16,12,65,45,28,1008,1005,1003,6,4,2,10,3,,0.00,4,,91<br />
2001-3-30,36,30,25,17,16,15,61,43,30,1007,1005,1003,5,4,2,13,6,,0.00,5,Rain-Thunderstorm,130<br />
2001-3-31,35,28,22,19,17,15,73,48,32,1011,1009,1007,6,5,4,13,3,,0.00,4,,224<br />
2001-4-1,35,30,26,20,16,10,69,42,22,1011,1009,1007,5,3,2,11,6,,0.00,3,,352<br />
2001-4-2,35,27,19,22,9,5,78,33,15,1011,1008,1006,7,5,1,14,5,,0.00,1,,305<br />
2001-4-3,36,27,18,18,9,5,73,30,15,1012,1009,1007,7,5,3,19,5,,0.00,0,,255<br />
2001-4-4,37,32,27,11,8,5,37,23,14,1012,1010,1007,6,5,3,13,6,,0.00,0,,272<br />
2001-4-5,39,34,28,14,9,5,42,22,12,1009,1007,1005,6,5,4,19,10,,0.00,0,,304<br />
2001-4-6,39,34,28,18,13,10,54,27,17,1012,1009,1006,6,5,3,14,10,,0.00,1,Rain,108<br />
2001-4-7,39,30,22,16,8,4,69,22,11,1011,1008,1005,7,5,2,14,3,,0.00,1,,323<br />
2001-4-8,40,34,28,14,6,1,42,19,9,1008,1004,1002,6,5,3,19,8,,0.00,6,,288<br />
2001-4-9,41,33,25,14,7,1,42,20,9,1005,1003,1001,5,4,3,23,10,,0.00,0,,301<br />
2001-4-10,43,41,35,14,7,2,28,14,8,1007,1006,1004,7,6,5,10,5,,0.00,0,,262<br />
2001-4-11,40,34,28,15,12,9,45,25,15,1010,1007,1003,4,3,2,19,5,,0.00,0,,55<br />
2001-4-12,39,31,24,21,17,13,65,38,21,1008,1005,1003,5,4,2,8,5,,0.00,3,,104<br />
2001-4-13,36,33,30,14,12,11,37,27,22,1010,1008,1007,5,5,4,23,11,34,0.00,6,,303<br />
2001-4-14,34,29,25,21,19,19,69,53,43,1014,1012,1010,5,5,3,14,6,,0.00,4,,61<br />
2001-4-15,34,30,26,22,21,18,65,53,46,1014,1012,1010,6,5,4,23,11,,0.00,2,Rain-Thunderstorm,87<br />
2001-4-16,34,30,25,23,22,19,89,70,41,1009,1008,1007,5,4,3,8,3,,0.00,2,,180<br />
2001-4-17,35,28,22,25,20,15,94,64,30,1010,1008,1007,5,3,2,14,3,,0.00,4,Rain-Thunderstorm,282<br />
2001-4-18,32,28,24,21,18,16,83,56,38,1011,1008,1006,6,5,4,11,3,,0.00,1,,359<br />
2001-4-19,36,30,25,22,15,11,74,39,22,1009,1007,1004,6,5,2,23,6,,0.00,1,,292<br />
2001-4-20,36,32,28,17,13,10,45,32,20,1008,1005,1002,5,5,3,21,11,,0.00,0,,313<br />
2001-4-21,36,29,23,14,10,6,50,28,16,1006,1004,1002,6,5,3,19,11,34,0.00,0,,321<br />
2001-4-22,38,33,29,13,9,6,33,21,14,1007,1005,1002,7,5,4,19,10,,0.00,0,,303<br />
2001-4-23,39,32,25,16,10,7,51,26,15,1007,1005,1002,7,5,3,11,5,,0.00,0,,327<br />
2001-4-24,39,31,24,19,16,12,61,37,20,1008,1006,1003,5,4,3,14,10,,0.00,0,,108<br />
2001-4-25,41,38,34,17,16,11,36,27,17,1005,1002,999,5,5,4,6,2,,0.00,3,,3<br />
2001-4-26,39,33,27,21,19,18,61,46,29,1005,1003,1000,5,4,3,14,13,,0.00,1,,109<br />
2001-4-27,37,33,28,22,20,9,62,45,19,1005,1002,999,5,5,4,14,6,,0.00,0,,80<br />
2001-4-28,38,32,26,24,21,19,79,51,33,1001,1000,997,5,4,3,13,5,,0.00,1,,101<br />
2001-4-29,36,31,27,25,22,20,79,56,41,1003,1001,998,5,4,3,23,14,34,0.00,1,,107<br />
2001-4-30,35,29,24,23,22,20,78,58,49,1007,1005,1002,5,5,4,23,14,37,0.00,1,,113<br />
2001-5-1,35,30,25,22,21,20,78,55,41,1009,1006,1003,4,4,4,19,16,37,0.00,0,,113<br />
2001-5-2,34,29,24,22,20,19,73,57,43,1007,1004,1000,6,5,4,23,14,,0.00,1,,96<br />
2001-5-3,36,31,27,23,22,21,70,55,44,1003,1001,998,6,5,4,23,18,,0.00,1,,91<br />
2001-5-4,33,29,25,24,22,21,79,63,49,1015,1005,1002,6,5,4,21,14,,0.00,2,Thunderstorm,104<br />
2001-5-5,35,30,26,25,23,23,83,62,49,1006,1003,1001,6,5,4,21,14,29,0.00,1,,105<br />
2001-5-6,33,29,26,23,21,20,83,59,46,1006,1004,1002,4,4,4,23,16,40,0.00,1,,94<br />
2001-5-7,33,29,26,24,23,23,83,65,55,1005,1002,1000,5,5,4,23,18,37,0.00,3,,90<br />
2001-5-8,34,30,26,24,23,23,83,61,52,1002,1000,998,5,5,4,14,10,,0.00,2,,69<br />
2001-5-9,34,31,28,26,24,23,89,69,59,1009,999,997,5,4,2,23,19,,0.00,2,,93<br />
2001-5-10,35,30,26,24,23,22,89,60,49,1000,998,997,5,5,3,16,11,,0.00,2,,98<br />
2001-5-11,31,28,26,23,22,22,79,67,58,1003,1002,1001,5,5,4,23,19,40,0.00,5,,94<br />
2001-5-12,35,30,25,23,22,21,89,61,44,1011,1004,1001,6,5,4,19,14,37,0.00,1,,103<br />
2001-5-13,37,34,32,23,21,19,55,44,37,1004,1001,999,6,5,5,19,14,40,0.00,1,,110<br />
2001-5-14,38,33,28,23,22,20,70,50,35,1004,1002,999,6,5,4,19,8,,0.00,4,,47<br />
2001-5-15,33,29,26,23,22,22,83,68,52,1006,1005,1003,5,5,4,26,14,45,0.00,4,,94<br />
2001-5-16,36,29,23,24,22,21,89,65,41,1008,1004,1001,6,5,2,19,11,,0.00,1,Rain,79<br />
2001-5-17,36,32,28,25,23,20,74,58,47,1005,1003,1001,5,4,4,19,8,40,0.00,5,,71<br />
2001-5-18,35,31,28,23,22,20,70,56,41,1006,1003,1000,6,5,4,14,6,,0.00,2,,18<br />
2001-5-19,38,32,26,23,21,18,83,47,31,1004,1002,1000,6,5,2,13,2,,0.00,2,Rain-Thunderstorm,175<br />
2001-5-20,36,33,31,24,23,21,58,52,44,1003,1001,999,5,5,4,14,6,32,0.00,2,Rain-Thunderstorm,116<br />
2001-5-21,37,33,29,25,23,21,70,54,39,1004,1001,1000,5,4,4,8,2,,0.00,4,,353<br />
2001-5-22,38,31,25,23,21,18,83,56,31,1003,1002,999,6,5,4,14,2,,0.00,1,,335<br />
2001-5-23,41,37,32,24,21,18,62,38,26,1001,999,996,6,4,4,14,5,,0.00,1,,345<br />
2001-5-24,41,34,29,24,20,15,70,39,22,998,996,993,5,4,3,19,8,,0.00,0,,28<br />
2001-5-25,38,34,31,25,24,24,70,57,44,997,995,993,5,5,4,21,18,34,0.00,0,,91<br />
2001-5-26,34,29,25,22,19,18,69,49,41,1002,1000,998,5,4,4,26,16,45,0.00,0,,90<br />
2001-5-27,37,33,29,24,23,23,70,53,44,1003,1001,999,5,5,5,19,11,,0.00,2,,87<br />
2001-5-28,38,32,27,25,23,21,84,58,39,1002,1000,996,6,5,3,14,13,32,0.00,1,Rain-Thunderstorm,92<br />
2001-5-29,37,32,27,26,24,23,89,69,47,1001,1000,998,6,4,1,14,5,,0.00,3,Rain-Thunderstorm,42<br />
2001-5-30,34,31,29,25,24,24,79,65,56,1002,1000,997,5,5,2,19,11,37,0.00,1,Rain,71<br />
2001-5-31,34,31,28,26,24,23,84,62,56,1000,997,995,5,5,3,23,8,,0.00,2,Rain-Thunderstorm,64<br />
2001-6-1,32,29,26,25,24,23,83,74,66,1002,1000,998,6,4,3,19,11,,0.00,3,Rain,89<br />
2001-6-2,34,30,27,26,25,23,89,71,63,1004,1002,1000,6,5,3,34,11,52,0.00,4,Rain-Thunderstorm,68<br />
2001-6-3,30,27,24,27,25,23,94,87,79,1005,1003,1002,4,3,2,23,13,,0.00,6,Rain-Thunderstorm,113<br />
2001-6-4,30,28,26,25,25,24,89,82,74,1004,1001,998,5,4,3,21,16,,0.00,5,Rain,114<br />
2001-6-5,34,30,26,26,25,24,89,71,56,1002,1000,997,6,4,3,19,5,,0.00,3,,349<br />
2001-6-6,37,34,32,25,23,21,66,51,41,1000,998,996,6,5,4,23,5,,0.00,3,,340<br />
2001-6-7,35,30,26,25,24,24,94,71,56,1001,1000,998,6,4,3,14,10,,0.00,3,Rain-Thunderstorm,98<br />
2001-6-8,37,33,30,26,24,22,79,56,42,1000,998,995,6,5,4,14,10,,0.00,1,,51<br />
2001-6-9,36,31,27,24,24,23,84,64,50,1001,999,997,6,5,3,23,18,,0.00,2,Rain,98<br />
2001-6-10,36,33,30,26,25,24,75,63,53,1001,999,996,6,5,4,23,14,27,0.00,2,,114<br />
2001-6-11,37,32,28,26,24,22,89,56,42,1001,998,996,6,5,4,23,13,,0.00,1,,102<br />
2001-6-12,37,33,29,26,25,24,79,57,50,1001,998,996,6,5,4,23,16,,0.00,2,,93<br />
2001-6-13,35,33,31,26,25,24,75,63,53,1001,999,996,6,5,4,26,19,40,0.00,2,,95<br />
2001-6-14,33,30,28,25,24,23,84,70,59,999,998,995,8,5,4,26,21,45,0.00,4,Rain,97<br />
2001-6-15,31,29,27,24,24,24,84,72,66,998,996,994,5,5,4,23,16,40,0.00,4,,97<br />
2001-6-16,31,28,26,25,24,23,89,72,62,996,995,993,5,5,4,19,14,34,0.00,4,,120<br />
2001-6-17,35,32,30,26,26,25,79,66,56,997,995,994,6,5,4,13,10,29,0.00,3,,114<br />
