IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,19,12,5,8,6,3,93,69,39,1022,1020,1018,10,10,10,14,11,,0.00,1,,197<br />
2003-1-2,18,12,7,7,4,1,81,57,32,1019,1017,1015,10,10,10,21,11,,0.00,1,,246<br />
2003-1-3,15,10,6,8,5,1,82,65,51,1021,1019,1017,10,10,9,27,13,,0.00,5,,246<br />
2003-1-4,19,13,8,10,6,4,93,63,40,1022,1020,1019,10,9,9,29,14,,0.00,3,,235<br />
2003-1-5,21,14,8,8,4,2,77,55,33,1021,1020,1019,,,,21,11,,0.00,,,228<br />
2003-1-6,23,16,8,9,4,0,93,50,22,1023,1022,1020,,,,16,8,,0.00,,,189<br />
2003-1-7,22,14,7,8,4,0,81,54,33,1022,1020,1019,,,,16,8,,0.00,,,282<br />
2003-1-8,26,17,8,1,-1,-2,54,35,18,1020,1019,1017,,,,19,10,,0.00,,,232<br />
2003-1-9,20,14,8,6,3,0,71,50,30,1022,1021,1019,9,9,9,16,11,,0.00,0,,233<br />
2003-1-10,18,12,6,9,5,2,87,65,45,1023,1021,1019,9,8,5,19,11,,0.00,0,,268<br />
2003-1-11,22,13,6,9,2,-2,76,51,27,1021,1019,1017,9,9,9,21,11,,0.00,0,,286<br />
2003-1-12,26,16,7,5,-2,-5,55,33,17,1019,1018,1017,,,,23,10,,0.00,,,208<br />
2003-1-13,22,16,11,7,2,-5,62,41,27,1021,1020,1018,9,9,9,19,14,,0.00,0,,260<br />
2003-1-14,18,13,8,10,8,6,93,73,52,1022,1021,1019,9,8,7,23,10,,0.00,1,,283<br />
2003-1-15,14,11,9,9,7,5,88,76,55,1022,1021,1015,10,10,9,32,19,,0.00,6,Rain,285<br />
2003-1-16,14,10,7,8,6,5,87,73,59,1023,1022,1021,10,10,10,23,14,,0.00,6,,295<br />
2003-1-17,14,10,6,8,5,2,93,69,47,1024,1023,1022,9,9,9,11,6,,0.00,,,13<br />
2003-1-18,17,10,3,7,4,2,100,68,45,1024,1021,1020,10,10,10,24,11,,0.00,2,,259<br />
2003-1-19,15,10,5,9,6,4,100,79,55,1022,1019,1015,10,9,9,26,10,,0.00,3,Rain,352<br />
2003-1-20,14,11,9,9,8,7,94,83,67,1016,1013,1011,10,10,9,19,6,,0.00,6,Rain,16<br />
2003-1-21,16,11,7,9,6,5,94,72,48,1016,1015,1013,,,,16,10,,0.00,,,255<br />
2003-1-22,14,10,6,11,7,5,100,86,63,1020,1017,1016,10,9,8,29,11,,0.00,4,Rain,236<br />
2003-1-23,18,11,4,8,6,4,100,80,40,1021,1020,1018,,,,14,8,,0.00,,,236<br />
