IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,28,21,14,15,12,9,73,62,32,1014,1013,1011,4,4,3,14,10,,0.00,0,,308<br />
2003-1-2,28,22,17,17,14,11,88,62,37,1016,1014,1012,6,3,1,19,6,,0.00,1,Fog,13<br />
2003-1-3,30,24,18,18,16,14,83,64,37,1016,1014,1012,4,3,2,16,8,,0.00,2,,16<br />
2003-1-4,31,24,19,19,18,15,94,69,40,1016,1014,1013,4,3,1,14,8,,0.00,0,,350<br />
2003-1-5,33,27,21,20,18,16,88,67,36,1016,1014,1012,4,3,2,14,8,,0.00,1,,28<br />
2003-1-6,33,27,21,21,19,18,94,72,43,1017,1015,1013,4,2,1,14,6,,0.00,2,,304<br />
2003-1-7,31,26,21,20,19,18,88,68,48,1015,1014,1012,4,2,1,19,10,,0.00,1,,313<br />
2003-1-8,30,25,20,19,17,15,83,66,45,1016,1013,1010,3,3,2,14,8,,0.00,0,,304<br />
2003-1-9,30,26,21,20,19,17,94,71,51,1015,1013,1011,3,2,0,16,10,,0.00,1,Fog,278<br />
2003-1-10,32,26,21,19,18,13,88,67,37,1016,1014,1012,3,2,1,13,5,,0.00,2,Fog,318<br />
2003-1-11,33,27,21,20,18,17,88,66,41,1016,1013,1012,3,2,1,14,5,,0.00,2,,28<br />
2003-1-12,33,27,22,19,18,17,78,64,40,1017,1014,1012,3,3,2,14,8,,0.00,1,,8<br />
2003-1-13,30,26,22,19,18,14,83,65,48,1017,1014,1012,4,3,1,13,5,,0.00,2,,10<br />
2003-1-14,33,27,22,19,16,14,73,57,31,1017,1015,1012,4,3,2,19,8,,0.00,2,,355<br />
2003-1-15,33,28,23,19,16,12,78,54,28,1018,1015,1013,5,3,1,16,8,,0.00,1,,14<br />
2003-1-16,32,26,21,17,14,10,78,52,26,1017,1015,1013,6,3,1,14,8,,0.00,0,,7<br />
2003-1-17,31,26,20,15,9,5,64,38,19,1017,1014,1012,6,4,1,19,11,,0.00,0,,72<br />
2003-1-18,33,26,18,15,8,3,56,38,21,1017,1014,1012,5,4,3,16,8,,0.00,0,,38<br />
2003-1-19,32,27,22,25,13,9,79,47,29,1015,1013,1011,5,4,2,16,10,,0.00,2,,20<br />
2003-1-20,32,26,19,20,16,13,78,59,35,1014,1012,1010,4,3,1,14,6,,0.00,1,,37<br />
2003-1-21,33,27,21,19,17,15,78,61,40,1014,1012,1010,4,3,1,16,6,,0.00,1,,10<br />
2003-1-22,32,27,22,19,17,0,83,63,43,1014,1012,1010,3,2,1,14,5,,0.00,2,,331<br />
2003-1-23,31,26,20,19,15,12,88,57,35,1013,1010,1008,5,3,1,21,8,,0.00,0,,303<br />
2003-1-24,29,24,19,18,17,15,88,67,45,1012,1010,1008,5,3,1,16,8,,0.00,2,,321<br />
2003-1-25,33,27,21,19,17,14,83,59,36,1012,1010,1008,5,3,2,19,10,,0.00,2,,316<br />
2003-1-26,37,28,20,19,15,12,83,53,23,1013,1011,1009,4,3,1,14,5,,0.00,0,,125<br />
2003-1-27,31,26,22,24,21,18,89,75,58,1014,1012,1010,3,2,1,14,5,,0.00,1,,193<br />
2003-1-28,28,24,22,23,21,17,94,80,62,1015,1012,1011,5,3,0,21,6,,0.00,1,Fog,263<br />
2003-1-29,33,26,18,18,14,10,88,56,24,1016,1013,1011,6,4,2,21,6,,0.00,1,,334<br />
2003-1-30,31,23,17,17,14,11,77,57,35,1014,1012,1010,5,3,1,19,8,,0.00,0,,325<br />
2003-1-31,33,26,19,18,14,11,73,55,28,1016,1013,1010,5,4,2,21,10,,0.00,0,,341<br />
2003-2-1,29,26,22,21,20,18,94,77,55,1015,1013,1011,6,4,1,19,10,,0.00,0,,320<br />
2003-2-2,29,24,21,21,19,16,94,73,45,1017,1014,1012,5,3,2,21,10,,0.00,1,,338<br />
2003-2-3,30,25,20,19,18,16,88,73,43,1015,1013,1011,4,3,1,19,8,,0.00,1,,290<br />
2003-2-4,29,24,19,20,18,17,94,74,51,1014,1013,1011,3,3,1,19,10,,0.00,0,,311<br />
2003-2-5,32,26,19,21,19,17,94,69,46,1015,1012,1010,5,3,1,16,10,,0.00,0,,319<br />
2003-2-6,34,27,21,20,18,16,78,60,36,1013,1011,1010,4,3,1,14,6,,0.00,0,,357<br />
2003-2-7,30,26,21,21,18,15,88,66,45,1012,1011,1009,5,4,2,19,6,,0.00,0,,285<br />
2003-2-8,30,25,20,21,18,15,94,71,48,1012,1010,1008,8,4,1,14,8,,0.00,0,,292<br />
2003-2-9,29,24,19,19,17,11,94,69,48,1011,1009,1007,7,4,2,21,10,,0.00,0,,328<br />
2003-2-10,33,27,20,19,18,15,88,66,34,1011,1009,1007,5,3,2,19,8,,0.00,0,,341<br />
2003-2-11,32,26,20,20,17,13,83,60,33,1011,1010,1008,4,3,2,16,6,,0.00,0,,311<br />
2003-2-12,32,26,20,19,17,13,83,59,31,1013,1010,1008,6,3,1,23,11,,0.00,0,,308<br />
2003-2-13,32,26,19,19,17,13,88,64,37,1013,1011,1009,6,3,1,21,10,,0.00,0,,294<br />
2003-2-14,36,28,20,19,17,13,88,57,31,1011,1009,1007,4,3,2,19,6,,0.00,0,,4<br />
2003-2-15,36,28,20,23,19,14,89,65,30,1013,1011,1009,6,3,1,13,6,,0.00,0,,163<br />
2003-2-16,32,27,22,23,21,19,94,72,51,1014,1012,1011,5,3,1,16,8,,0.00,1,Fog,199<br />
2003-2-17,31,24,19,20,18,15,94,72,38,1014,1012,1010,7,3,1,16,5,,0.00,0,Fog,258<br />
2003-2-18,32,26,21,23,20,17,94,71,40,1013,1011,1010,8,5,1,19,10,,0.00,1,,158<br />
2003-2-19,30,27,23,23,19,17,89,69,51,1014,1012,1010,5,3,2,21,11,,0.00,2,Rain,270<br />
2003-2-20,31,24,19,19,18,17,100,71,43,1015,1013,1012,5,4,1,23,10,,0.00,0,,352<br />
2003-2-21,35,27,19,18,17,13,88,62,26,1016,1013,1012,5,4,2,21,10,,0.00,0,,4<br />
2003-2-22,34,27,21,19,17,15,73,57,36,1015,1013,1011,5,3,2,14,6,,0.00,0,,338<br />
2003-2-23,37,29,22,18,16,14,73,51,25,1014,1011,1009,8,4,2,23,10,,0.00,0,,337<br />
2003-2-24,37,29,22,19,16,12,65,47,22,1013,1010,1009,5,4,1,19,10,,0.00,0,,318<br />
2003-2-25,36,29,23,20,18,15,65,52,38,1013,1011,1008,8,5,3,21,11,,0.00,0,,307<br />
2003-2-26,32,28,24,22,21,17,83,65,40,1013,1010,1009,6,4,2,19,8,,0.00,0,,291<br />
2003-2-27,33,28,23,22,21,18,89,66,46,1013,1011,1009,6,4,3,23,10,,0.00,0,,308<br />
2003-2-28,36,29,23,21,19,16,83,58,32,1013,1010,1008,7,4,3,19,10,,0.00,0,,303<br />
2003-3-1,33,28,23,23,21,17,94,67,40,1012,1010,1008,6,4,3,21,11,,0.00,0,,288<br />
2003-3-2,30,27,23,22,21,19,94,73,55,1013,1011,1008,6,4,1,23,10,,0.00,0,,298<br />
2003-3-3,30,27,23,21,17,9,88,58,36,1013,1011,1009,5,3,2,23,10,,0.00,0,,317<br />
2003-3-4,30,23,17,14,8,1,47,36,20,1012,1010,1007,3,3,2,24,13,,0.00,0,,309<br />
2003-3-5,34,27,19,16,9,2,51,38,16,1011,1009,1007,3,2,1,19,10,,0.00,0,,316<br />
2003-3-6,35,28,20,17,10,2,68,40,15,1012,1009,1008,4,2,1,16,6,,0.00,0,,338<br />
2003-3-7,39,29,20,16,12,7,68,43,16,1012,1009,1007,4,3,1,19,6,,0.00,0,,319<br />
2003-3-8,39,30,21,14,11,8,56,35,16,1010,1008,1007,3,3,2,19,8,,0.00,0,,291<br />
2003-3-9,33,27,22,21,18,14,78,61,38,1012,1010,1008,5,3,1,16,3,,0.00,0,,267<br />
2003-3-10,32,26,21,21,19,16,94,67,43,1012,1010,1008,5,4,1,23,10,,0.00,0,,261<br />
2003-3-11,31,26,21,21,19,14,88,68,35,1011,1009,1007,5,4,1,19,8,,0.00,0,,245<br />
2003-3-12,34,28,22,21,19,14,94,60,30,1012,1009,1007,5,3,1,23,8,,0.00,0,,316<br />
2003-3-13,37,29,22,20,17,12,88,51,25,1013,1011,1009,5,3,2,19,5,,0.00,1,,327<br />
2003-3-14,34,28,23,22,18,15,78,55,41,1014,1012,1010,5,3,1,19,6,,0.00,1,,231<br />
2003-3-15,35,28,21,20,17,15,78,57,32,1012,1010,1008,6,4,1,23,6,,0.00,1,,249<br />
2003-3-16,32,26,21,20,18,16,83,61,43,1012,1010,1008,8,4,1,23,6,,0.00,0,,276<br />
2003-3-17,31,26,20,20,18,15,88,65,40,1015,1012,1010,6,4,1,23,6,,0.00,0,,299<br />
2003-3-18,32,26,21,20,19,19,94,69,49,1014,1012,1010,8,5,1,23,11,,0.00,1,,306<br />
2003-3-19,31,26,22,21,20,18,88,71,49,1014,1011,1009,5,4,3,24,10,,0.00,1,,315<br />
2003-3-20,33,27,22,21,18,16,88,58,36,1012,1010,1008,7,4,2,23,8,,0.00,0,,295<br />
2003-3-21,36,29,23,21,17,13,78,53,26,1011,1009,1008,6,4,2,19,8,,0.00,0,,307<br />
2003-3-22,35,29,23,20,18,16,78,57,32,1012,1010,1008,5,4,2,21,8,,0.00,0,,286<br />
2003-3-23,35,28,22,21,19,16,94,61,32,1013,1011,1009,6,4,3,23,11,,0.00,1,,294<br />
2003-3-24,32,27,23,23,21,19,89,70,52,1013,1010,1008,5,4,2,19,10,,0.00,0,,290<br />
2003-3-25,34,29,24,24,22,18,94,74,38,1011,1009,1007,4,3,2,19,8,,0.00,1,,286<br />
2003-3-26,32,27,23,24,22,18,94,71,46,1015,1010,1009,4,3,2,19,10,,0.00,0,,261<br />
2003-3-27,35,29,23,24,21,15,89,68,34,1013,1010,1008,5,4,1,19,8,,0.00,0,,248<br />
2003-3-28,35,29,23,23,19,15,94,60,30,1011,1009,1006,6,4,1,24,11,,0.00,0,,285<br />
2003-3-29,33,28,23,20,16,0,78,53,29,1011,1009,1006,8,5,3,23,10,,0.00,0,,296<br />
2003-3-30,31,27,24,23,22,20,83,72,58,1011,1009,1007,7,5,3,24,11,,0.00,1,,301<br />
2003-3-31,36,30,24,24,19,13,94,60,28,1012,1009,1007,6,5,3,26,11,,0.00,0,,321<br />
2003-4-1,34,28,23,22,20,16,83,62,38,1011,1008,1005,5,4,3,26,10,34,0.00,0,,303<br />
2003-4-2,31,27,23,24,22,19,94,76,51,1009,1007,1005,5,4,2,21,10,,0.00,0,,274<br />
2003-4-3,31,27,24,23,23,21,94,78,55,1010,1008,1006,6,4,3,19,8,,0.00,2,,191<br />
2003-4-4,31,28,25,23,22,20,83,72,55,1010,1008,1007,6,5,4,26,11,,0.00,2,,177<br />
2003-4-5,31,28,25,23,22,22,83,75,58,1011,1009,1007,8,5,4,23,10,,0.00,2,,190<br />
2003-4-6,32,27,23,22,21,20,94,72,52,1011,1009,1007,7,5,3,23,8,,0.00,1,,298<br />
2003-4-7,34,29,25,24,22,21,83,70,46,1012,1010,1008,6,4,3,23,10,,0.00,1,,294<br />
2003-4-8,35,30,25,24,22,18,84,61,38,1015,1010,1008,8,4,1,23,10,,0.00,0,,243<br />
2003-4-9,34,29,25,24,22,18,89,65,38,1011,1009,1006,8,5,1,27,11,,0.00,1,,296<br />
2003-4-10,33,29,25,23,22,21,89,70,52,1011,1008,1007,7,5,3,24,10,,0.00,1,,283<br />
2003-4-11,34,29,25,22,19,16,70,57,38,1013,1010,1009,8,5,3,26,11,,0.00,2,,297<br />
2003-4-12,35,30,25,21,18,14,78,55,30,1013,1011,1009,8,5,3,26,10,,0.00,2,,300<br />
2003-4-13,36,30,25,23,20,12,79,58,23,1011,1009,1007,8,5,3,24,11,,0.00,0,,320<br />
2003-4-14,33,29,25,22,20,18,78,62,41,1012,1009,1007,8,5,3,24,13,,0.00,0,,297<br />
2003-4-15,36,30,25,24,22,18,84,66,41,1011,1009,1007,7,5,3,23,13,,0.00,1,,316<br />
2003-4-16,34,29,25,23,21,15,79,62,34,1012,1010,1008,8,5,3,24,13,,0.00,0,,312<br />
2003-4-17,31,28,26,24,23,22,89,73,62,1011,1009,1007,7,5,3,26,11,,0.00,1,,278<br />
2003-4-18,30,28,25,23,23,21,89,81,58,1011,1010,1009,5,4,3,16,8,,0.00,2,,320<br />
