WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-2,-5,-6,-6,-9,-10,-11,74,68,63,990,989,988,10,9,8,50,45,64,0.00,6,Snow,128<br />
2001-1-3,-1,-2,-4,-8,-9,-11,64,59,55,994,992,990,10,10,10,55,48,71,0.00,6,Snow,127<br />
2001-1-4,0,-6,-12,-8,-11,-14,93,80,51,1002,998,992,10,3,0,52,45,60,0.00,7,Snow,295<br />
2001-1-5,-10,-11,-12,-17,-19,-21,62,54,41,1010,1009,1008,10,10,10,48,27,60,0.00,4,Snow,153<br />
2001-1-8,-8,-9,-10,-10,-16,-21,93,64,35,1010,1008,1007,10,9,2,52,31,63,0.00,6,Snow,132<br />
2001-1-9,-21,-21,-22,-26,-27,-27,65,62,60,1019,1018,1016,10,10,10,142,24,,0.00,6,,254<br />
2001-1-10,-18,-18,-18,-22,-22,-23,72,71,66,1004,1002,1001,10,8,5,39,31,55,0.00,6,Snow,294<br />
2001-1-11,-18,-18,-19,-23,-24,-26,66,59,55,1003,998,995,10,10,10,35,29,48,0.00,3,Snow,270<br />
2001-1-12,-18,-19,-20,-25,-27,-28,55,52,50,1001,1001,1000,10,10,10,24,21,,0.00,2,,240<br />
2001-1-15,-15,-16,-17,-19,-21,-23,72,66,61,1002,1002,1001,10,10,10,6,3,,0.00,6,Snow,212<br />
2001-1-16,-14,-14,-15,-17,-19,-21,85,67,61,999,999,998,10,8,2,21,14,,0.00,6,Snow,249<br />
2001-1-17,-14,-14,-15,-19,-21,-22,72,63,56,1008,1004,1000,10,10,10,21,11,,0.00,6,Snow,143<br />
2001-1-18,-15,-16,-16,-23,-25,-26,52,46,43,1007,1004,1003,10,10,10,24,19,,0.00,1,,141<br />
2001-1-19,-14,-16,-16,-19,-21,-23,72,62,56,997,995,994,10,10,10,23,16,,0.00,6,Snow,267<br />
2001-1-22,-17,-18,-20,-20,-21,-24,85,79,71,1001,999,995,10,9,5,27,18,,0.00,6,Snow,279<br />
2001-1-23,-17,-19,-21,-24,-26,-28,77,58,46,1000,997,994,10,10,10,10,6,,0.00,0,,202<br />
2001-1-24,-16,-17,-18,-19,-19,-20,85,83,78,993,992,992,10,10,10,26,11,,0.00,7,Snow,295<br />
2001-1-25,-21,-22,-23,-25,-26,-27,77,71,65,1001,999,998,10,10,10,27,13,,0.00,6,Snow,289<br />
2001-1-26,-18,-18,-19,-21,-22,-22,78,77,72,995,995,994,10,10,9,3,2,,0.00,4,,217<br />
2001-1-27,-17,-18,-18,-20,-21,-21,78,75,72,997,996,995,10,10,10,8,5,,0.00,5,,0<br />
2001-1-29,-18,-19,-20,-21,-22,-23,78,76,71,1009,1008,1007,10,10,10,32,23,,0.00,4,Snow,293<br />
2001-1-30,-17,-18,-19,-20,-21,-22,85,82,78,1015,1012,1008,10,8,5,19,6,,0.00,5,Snow,263<br />
2001-1-31,-15,-16,-17,-19,-21,-23,78,67,56,1006,1002,996,10,10,10,14,6,,0.00,4,,276<br />
2001-2-1,-13,-14,-14,-16,-17,-18,79,75,67,993,991,990,10,10,10,10,6,,0.00,4,,255<br />
2001-2-2,-12,-13,-13,-14,-14,-14,92,86,85,998,995,991,10,10,10,14,10,,0.00,7,Snow,238<br />
2001-2-5,-13,-14,-15,-16,-17,-18,85,80,78,1019,1019,1018,10,10,10,6,2,,0.00,3,,202<br />
2001-2-6,-12,-12,-12,-14,-14,-15,85,83,79,1020,1018,1016,10,10,10,14,10,,0.00,6,Snow,188<br />
2001-2-7,-13,-14,-15,-15,-16,-16,92,86,85,1017,1015,1014,10,10,10,14,5,,0.00,6,,159<br />
2001-2-8,-17,-19,-20,-19,-21,-22,85,83,78,1009,1007,1006,10,7,2,39,26,,0.00,6,Snow,306<br />
2001-2-9,-22,-22,-24,-24,-26,-27,84,77,71,1013,1011,1010,10,8,5,26,16,,0.00,6,Snow,281<br />
2001-2-12,-25,-27,-28,-32,-33,-34,70,59,48,995,992,988,10,10,10,10,3,,0.00,0,,256<br />
2001-2-13,-25,-26,-27,-29,-29,-31,77,69,64,997,995,992,10,10,10,10,5,,0.00,2,Snow,186<br />
2001-2-14,-27,-27,-27,-32,-32,-33,64,63,58,998,997,997,10,10,10,6,3,,0.00,1,,175<br />
2001-2-15,-25,-26,-27,-31,-33,-34,64,55,48,1006,1004,1002,10,10,10,8,5,,0.00,1,,147<br />
2001-2-16,-24,-24,-26,-30,-32,-33,59,54,49,1011,1010,1009,10,10,9,32,11,,0.00,0,,130<br />
2001-2-19,-9,-12,-15,-11,-16,-20,86,76,66,985,976,972,10,9,5,64,26,85,0.00,5,Snow,110<br />
2001-2-20,-19,-20,-21,-22,-23,-24,78,78,77,1018,1016,1012,10,10,10,19,6,,0.00,5,,294<br />
2001-2-21,-18,-19,-20,-23,-24,-25,71,66,55,1027,1025,1023,10,10,10,24,14,,0.00,0,,120<br />
2001-2-22,-14,-17,-18,-23,-24,-25,66,50,43,1033,1031,1029,10,10,10,8,3,,0.00,0,,180<br />
2001-2-23,-6,-8,-10,-13,-16,-18,58,55,49,1014,1011,1008,10,10,10,35,29,,0.00,1,,107<br />
