ICT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,30,27,23,24,23,22,94,87,70,1011,1009,1006,10,9,8,14,2,,0.00,6,Rain,64<br />
2001-1-2,30,27,23,24,23,22,94,84,66,1011,1009,1008,8,8,5,11,2,,0.00,6,,52<br />
2001-1-3,30,27,23,24,23,22,100,84,70,1012,1010,1007,10,8,5,19,3,,0.00,6,,35<br />
2001-1-4,30,27,23,24,23,22,100,86,66,1013,1010,1009,9,8,4,14,2,,0.00,6,,40<br />
2001-1-5,32,27,22,24,23,21,100,83,59,1012,1010,1007,10,9,7,19,2,,0.00,3,,58<br />
2001-1-6,31,27,24,24,23,22,94,80,62,1012,1010,1007,10,10,9,14,3,,0.00,6,,34<br />
2001-1-7,32,28,24,24,23,23,94,82,59,1011,1009,1007,10,8,1,24,3,,0.00,6,Rain,349<br />
2001-1-8,30,27,23,24,23,22,100,87,70,1011,1009,1006,10,8,0,14,2,,0.00,6,Fog-Rain,46<br />
2001-1-9,32,27,23,25,23,22,100,83,62,1012,1010,1007,10,8,1,14,2,,0.00,5,Fog,20<br />
2001-1-10,33,28,23,24,23,21,94,79,59,1012,1009,1006,10,8,1,14,3,,0.00,4,Fog,15<br />
2001-1-11,32,28,24,24,23,23,94,80,59,1010,1008,1006,10,10,9,6,0,,0.00,5,,30<br />
2001-1-12,31,27,24,26,23,22,94,83,66,1011,1009,1007,10,9,8,19,2,,0.00,6,,50<br />
2001-1-13,28,26,24,25,24,23,94,90,84,1011,1010,1008,10,7,1,11,0,,0.00,6,Rain,340<br />
2001-1-14,31,27,23,26,24,23,100,86,70,1011,1009,1007,10,9,5,23,2,,0.00,6,Rain,72<br />
2001-1-15,31,27,24,24,23,23,94,83,66,1012,1010,1008,10,9,7,27,5,,0.00,6,Rain,91<br />
2001-1-16,31,27,24,24,23,22,94,83,58,1012,1011,1008,10,8,6,19,3,,0.00,5,,86<br />
2001-1-17,29,26,23,24,23,22,100,89,70,1012,1011,1009,10,8,3,16,2,,0.00,6,Rain,17<br />
2001-1-18,26,23,22,25,23,22,100,96,89,1011,1010,1007,8,7,3,16,2,,0.00,8,Rain,30<br />
2001-1-19,25,24,23,25,24,23,100,96,94,1011,1009,1007,9,7,4,6,0,,0.00,7,Rain,70<br />
2001-1-20,31,27,23,24,24,23,100,85,66,1012,1009,1006,10,9,7,27,6,,0.00,6,Rain,94<br />
2001-1-21,29,27,24,26,24,23,94,91,79,1011,1009,1007,10,9,6,10,0,,0.00,6,Rain,53<br />
2001-1-22,31,27,24,26,24,23,94,86,70,1011,1009,1006,10,10,9,19,3,,0.00,6,,36<br />
2001-1-23,31,27,24,24,23,22,94,82,58,1010,1009,1007,10,10,8,23,3,,0.00,6,,56<br />
2001-1-24,31,27,24,24,23,22,94,80,58,1010,1008,1006,10,10,8,23,5,,0.00,6,,68<br />
2001-1-25,32,28,24,24,23,23,94,80,59,1010,1008,1006,10,10,8,19,3,,0.00,6,,47<br />
2001-1-26,31,27,24,24,23,22,94,81,62,1009,1007,1005,10,10,8,14,3,,0.00,5,,31<br />
2001-1-27,30,27,24,25,24,23,94,83,66,1010,1008,1005,10,9,5,21,3,,0.00,5,Rain,61<br />
2001-1-28,32,28,24,24,23,23,94,81,59,1011,1009,1007,10,9,8,26,3,,0.00,4,,54<br />
2001-1-29,33,28,24,24,23,23,94,80,55,1011,1010,1007,10,10,9,241,13,,0.00,5,,339<br />
2001-1-30,32,28,24,24,23,22,94,81,55,1012,1009,1007,10,10,9,23,5,,0.00,6,,90<br />
2001-1-31,29,27,24,24,23,22,94,86,66,1011,1009,1007,10,9,8,0,0,,0.00,6,,-1<br />
2001-2-1,31,27,24,24,23,22,94,82,58,1010,1008,1006,10,10,9,10,0,,0.00,6,Rain,54<br />
2001-2-2,32,28,24,24,23,22,94,79,55,1010,1008,1005,10,10,10,23,2,,0.00,5,,54<br />
2001-2-3,33,28,23,24,23,22,94,80,55,1010,1008,1005,10,9,8,19,2,,0.00,4,,41<br />
2001-2-4,33,28,23,24,23,23,100,82,55,1011,1009,1006,10,9,8,19,3,,0.00,5,,66<br />
2001-2-5,32,27,23,24,23,22,100,81,55,1011,1009,1007,10,9,8,23,3,,0.00,5,,63<br />
2001-2-6,33,28,24,24,23,23,94,78,55,1010,1008,1005,10,10,8,13,3,,0.00,6,,46<br />
2001-2-7,32,27,23,24,23,22,94,80,59,1010,1007,1005,10,10,8,164,8,,0.00,6,,45<br />
2001-2-8,33,28,24,24,23,22,94,78,55,1009,1008,1006,10,9,8,21,5,,0.00,5,,50<br />
2001-2-9,33,28,24,24,23,23,94,77,55,1010,1009,1006,10,9,8,23,3,,0.00,6,,90<br />
2001-2-10,33,28,24,24,23,21,94,75,49,1010,1008,1006,10,10,10,19,3,,0.00,6,,95<br />
2001-2-11,33,28,24,24,23,22,94,81,58,1010,1008,1006,10,10,9,23,5,,0.00,5,,62<br />
2001-2-12,33,28,24,24,23,23,94,78,55,1011,1009,1006,10,10,8,19,3,,0.00,5,,67<br />
2001-2-13,34,29,24,26,24,23,94,79,56,1010,1008,1006,10,10,8,19,3,,0.00,5,,52<br />
2001-2-14,32,28,24,24,23,22,94,79,55,1012,1010,1008,10,9,7,26,3,,0.00,5,,76<br />
2001-2-15,34,29,24,24,23,23,94,77,52,1013,1011,1008,10,10,8,34,6,,0.00,4,,104<br />
2001-2-16,34,29,24,26,23,22,100,77,52,1014,1012,1010,10,9,8,26,5,,0.00,3,,91<br />
2001-2-17,33,28,23,24,23,21,94,79,49,1014,1012,1009,10,9,8,19,5,,0.00,4,,94<br />
2001-2-18,33,27,22,24,22,20,100,76,46,1013,1011,1008,10,10,8,14,3,,0.00,3,,67<br />
2001-2-19,33,27,22,25,22,20,94,77,46,1013,1011,1008,10,9,8,11,2,,0.00,3,,62<br />
2001-2-20,34,28,22,24,22,21,94,75,46,1011,1010,1008,10,9,8,21,3,,0.00,3,,40<br />
2001-2-21,34,28,22,24,22,21,94,75,49,1011,1009,1006,10,10,8,16,2,,0.00,3,,40<br />
2001-2-22,35,28,22,24,22,18,100,74,36,1011,1009,1006,10,9,8,14,2,,0.00,3,,42<br />
2001-2-23,35,28,22,24,22,21,100,77,46,1012,1009,1007,10,9,8,11,2,,0.00,4,,35<br />
2001-2-24,34,28,23,24,23,22,94,76,52,1011,1009,1006,8,7,2,14,2,,0.00,5,,30<br />
2001-2-25,34,28,22,23,22,19,94,74,41,1011,1009,1005,10,9,6,10,0,,0.00,3,,67<br />
2001-2-26,35,29,23,24,22,19,100,73,39,1012,1010,1007,10,9,8,21,3,,0.00,3,,58<br />
2001-2-27,35,28,22,23,22,18,94,74,36,1014,1012,1009,10,9,7,21,5,,0.00,2,,80<br />
2001-2-28,33,28,23,24,23,20,94,78,49,1014,1012,1009,10,10,10,19,2,,0.00,2,,82<br />
2001-3-1,33,27,22,23,22,19,94,73,43,1014,1012,1009,10,9,8,14,3,,0.00,2,,82<br />
2001-3-2,35,28,22,24,22,20,94,74,41,1014,1012,1009,10,9,8,13,3,,0.00,2,,83<br />
2001-3-3,34,28,23,24,23,22,94,77,52,1013,1011,1008,10,9,8,16,2,,0.00,3,,63<br />
2001-3-4,34,28,23,24,23,21,94,76,49,1013,1011,1009,10,8,4,13,3,,0.00,5,,62<br />
2001-3-5,30,27,24,24,23,21,94,79,58,1012,1010,1008,10,9,8,8,2,,0.00,6,Rain,117<br />
2001-3-6,33,28,24,23,23,20,94,77,46,1012,1010,1007,8,8,5,14,3,,0.00,6,,93<br />
2001-3-7,43,33,24,25,23,22,94,78,30,1012,1009,1007,10,8,5,10,2,,0.00,6,,85<br />
2001-3-8,33,28,24,25,23,22,94,85,55,1011,1009,1007,10,9,8,10,2,,0.00,6,,108<br />
2001-3-9,31,27,23,24,23,22,100,81,58,1012,1009,1006,10,9,8,10,2,,0.00,6,,89<br />
2001-3-10,33,28,24,24,23,23,94,82,55,1011,1009,1007,10,9,8,24,3,,0.00,6,Rain,143<br />
2001-3-11,33,28,24,24,23,21,94,81,49,1011,1010,1007,10,9,5,10,2,,0.00,6,Rain,102<br />
2001-3-12,32,28,24,25,23,23,100,84,59,1012,1009,1007,10,9,1,14,2,,0.00,5,Fog,55<br />
2001-3-13,34,29,24,24,23,23,94,79,52,1012,1010,1007,10,9,8,16,3,,0.00,6,,74<br />
2001-3-14,33,28,24,24,23,22,94,79,52,1013,1010,1008,10,10,8,10,2,,0.00,6,Thunderstorm,57<br />
2001-3-15,33,28,24,24,23,22,94,77,52,1013,1011,1007,10,9,8,19,2,,0.00,4,Rain,83<br />
2001-3-16,30,27,23,24,23,22,94,85,66,1013,1010,1006,10,9,6,16,3,,0.00,6,Rain-Thunderstorm,37<br />
2001-3-17,33,28,24,25,24,22,94,83,59,1011,1008,1005,10,9,5,13,2,,0.00,5,Rain-Thunderstorm,1<br />
2001-3-18,34,28,23,24,23,22,100,76,49,1011,1008,1006,10,10,9,6,2,,0.00,5,,285<br />
2001-3-19,33,29,25,24,23,22,94,83,55,1010,1008,1005,10,9,7,13,2,,0.00,5,Rain,62<br />
2001-3-20,31,27,24,25,23,23,94,89,62,1010,1007,1005,10,9,4,16,2,,0.00,6,Rain,201<br />
2001-3-21,31,27,23,25,23,23,100,93,70,1008,1006,1004,10,9,8,0,0,,0.00,6,Rain,-1<br />
2001-3-22,33,28,23,24,23,22,94,76,52,1009,1006,1004,10,9,8,10,2,,0.00,6,,72<br />
2001-3-23,30,27,24,24,24,23,94,83,70,1010,1008,1005,10,10,8,19,3,,0.00,6,Rain-Thunderstorm,24<br />
2001-3-24,33,28,24,25,23,22,94,79,55,1010,1007,1004,10,9,1,13,2,,0.00,6,Fog,264<br />
2001-3-25,33,28,24,25,23,20,94,77,46,1009,1007,1005,10,10,10,21,3,,0.00,6,Rain,269<br />
2001-3-26,32,28,25,24,24,23,94,80,59,1009,1007,1005,10,10,8,24,3,,0.00,6,Rain,255<br />
2001-3-27,31,27,24,25,24,23,94,89,70,1008,1007,1005,10,9,8,14,3,,0.00,6,Rain,227<br />
2001-3-28,34,28,23,25,23,22,100,76,49,1010,1007,1005,10,9,5,19,3,,0.00,6,,258<br />
2001-3-29,32,28,24,24,23,22,94,82,59,1009,1007,1006,10,9,8,11,0,,0.00,6,Rain,210<br />
2001-3-30,34,29,24,24,23,22,100,80,49,1010,1008,1005,10,9,5,13,2,,0.00,6,,20<br />
