ICT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,32,27,23,24,22,20,94,77,52,1011,1009,1007,10,6,4,19,8,,0.00,5,,311<br />
2001-1-2,32,26,21,22,21,18,94,76,43,1012,1010,1008,5,4,2,14,6,,0.00,3,,311<br />
2001-1-3,32,26,21,22,21,15,100,76,36,1011,1010,1008,5,3,1,19,8,,0.00,3,Fog,341<br />
2001-1-4,32,27,23,24,21,19,94,75,49,1012,1011,1009,4,3,1,14,6,,0.00,3,,336<br />
2001-1-5,33,27,22,25,22,20,100,76,46,1012,1011,1008,6,3,1,11,6,,0.00,4,,3<br />
2001-1-6,31,28,25,26,25,22,100,88,66,1014,1011,1010,7,3,1,11,3,,0.00,6,Fog-Rain,347<br />
2001-1-7,33,29,25,26,24,23,100,82,59,1012,1010,1008,10,6,1,14,6,,0.00,5,Fog,247<br />
2001-1-8,31,27,24,27,25,24,100,88,70,1011,1009,1007,10,8,2,14,6,,0.00,4,Rain,226<br />
2001-1-9,32,28,25,26,25,24,94,83,70,1012,1009,1007,10,8,5,14,8,,0.00,3,,211<br />
2001-1-10,33,29,25,27,26,23,94,84,66,1011,1009,1006,10,8,6,14,6,,0.00,4,,211<br />
2001-1-11,32,28,25,27,26,24,100,85,70,1010,1008,1006,10,9,6,14,10,,0.00,5,,171<br />
2001-1-12,32,28,25,26,26,24,100,83,66,1011,1009,1007,10,10,9,14,6,,0.00,4,,176<br />
2001-1-13,32,29,26,26,26,24,94,85,70,1012,1009,1007,10,9,4,14,6,,0.00,4,,233<br />
2001-1-14,28,26,24,26,25,24,100,92,84,1013,1010,1009,10,8,1,19,6,,0.00,6,Rain-Thunderstorm,62<br />
2001-1-15,31,28,25,26,24,23,94,82,62,1013,1011,1009,10,8,5,14,6,,0.00,4,,32<br />
2001-1-16,32,28,25,25,24,22,100,80,55,1014,1012,1009,10,8,5,19,10,,0.00,3,,7<br />
2001-1-17,33,28,24,23,20,19,89,68,43,1014,1012,1010,10,7,6,19,10,,0.00,3,,22<br />
2001-1-18,31,27,24,26,22,20,89,77,58,1013,1011,1009,8,5,2,14,8,,0.00,5,,354<br />
2001-1-19,33,29,25,25,23,22,89,73,52,1013,1011,1008,7,5,2,11,8,,0.00,6,,357<br />
2001-1-20,33,29,26,26,24,22,94,77,52,1012,1010,1007,7,5,3,16,6,,0.00,4,,294<br />
2001-1-21,32,28,25,28,25,23,100,86,62,1012,1010,1008,8,6,4,14,8,,0.00,6,Rain-Thunderstorm,267<br />
2001-1-22,31,28,25,26,24,23,94,83,66,1011,1009,1007,10,8,5,19,8,,0.00,4,Thunderstorm,276<br />
2001-1-23,33,28,24,26,24,23,100,81,55,1012,1009,1007,10,9,5,14,6,,0.00,3,,259<br />
2001-1-24,32,29,27,26,25,23,89,77,59,1011,1009,1007,10,9,8,19,8,,0.00,3,,200<br />
2001-1-25,32,28,25,26,24,23,100,77,59,1011,1008,1007,10,9,7,19,10,,0.00,3,,192<br />
2001-1-26,32,28,25,26,24,23,94,78,59,1009,1008,1006,10,9,8,23,11,,0.00,3,,197<br />
2001-1-27,32,28,25,25,25,24,94,81,66,1010,1008,1007,10,10,8,19,10,,0.00,2,,190<br />
2001-1-28,32,30,28,26,25,24,84,76,62,1011,1009,1008,10,10,9,19,13,,0.00,2,,192<br />
2001-1-29,29,27,25,26,25,24,100,90,79,1012,1010,1008,10,7,2,19,10,,0.00,5,Rain,258<br />
2001-1-30,34,29,24,25,23,20,100,77,49,1012,1010,1007,5,3,2,14,8,,0.00,4,,335<br />
2001-1-31,32,27,23,25,23,22,94,78,59,1010,1008,1006,6,4,2,14,6,,0.00,5,,206<br />
2001-2-1,32,28,25,25,24,22,94,78,59,1010,1008,1006,8,5,2,14,8,,0.00,6,,279<br />
2001-2-2,32,27,23,25,23,22,100,83,62,1009,1007,1005,7,5,3,19,6,,0.00,3,,196<br />
2001-2-3,32,28,24,25,23,23,100,81,62,1010,1008,1006,10,8,4,19,11,,0.00,3,,186<br />
