EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-4,-7,-10,-5,-7,-10,100,90,86,1022,1021,1020,10,3,0,11,5,,0.00,5,Fog,182<br />
2001-1-2,-4,-7,-8,-6,-8,-10,100,89,80,1020,1018,1017,10,5,0,29,10,,0.00,6,Fog,114<br />
2001-1-3,0,-7,-17,-5,-10,-19,93,81,69,1018,1017,1017,10,9,5,23,8,,0.00,4,,170<br />
2001-1-4,-8,-14,-20,-10,-18,-22,100,85,62,1019,1019,1018,5,2,0,11,6,,0.00,3,Fog,62<br />
2001-1-5,-10,-15,-20,-12,-18,-22,100,91,78,1021,1020,1019,4,1,0,3,0,,0.00,1,Fog,0<br />
2001-1-6,-3,-11,-18,-9,-16,-19,100,85,63,1023,1021,1020,5,2,0,10,2,,0.00,3,Fog,138<br />
2001-1-7,-10,-15,-20,-12,-17,-23,100,87,78,1026,1024,1023,3,1,0,10,0,,0.00,5,Fog,160<br />
2001-1-8,-10,-15,-21,-12,-18,-24,100,85,73,1026,1025,1025,3,1,0,11,2,,0.00,3,Fog,204<br />
2001-1-9,-9,-15,-21,-10,-19,-24,93,86,73,1026,1025,1024,3,2,0,8,2,,0.00,2,Fog,169<br />
2001-1-10,-6,-13,-21,-8,-16,-22,93,87,74,1023,1022,1021,3,1,0,14,5,,0.00,4,Fog,32<br />
2001-1-11,-6,-12,-19,-7,-16,-20,93,88,73,1021,1020,1018,10,3,0,3,0,,0.00,4,Fog,90<br />
2001-1-12,-1,-8,-14,-4,-12,-16,92,80,60,1019,1018,1016,10,6,1,13,5,,0.00,6,Fog,232<br />
2001-1-13,-2,-10,-18,-5,-12,-20,92,83,69,1021,1020,1019,10,8,0,14,3,,0.00,3,Fog,277<br />
2001-1-14,1,-4,-9,-1,-4,-10,93,87,80,1020,1019,1018,10,10,10,19,11,,0.00,6,Snow,246<br />
2001-1-15,0,-1,-2,-1,-2,-3,100,92,80,1020,1019,1018,10,8,1,23,14,,0.00,7,Snow,268<br />
2001-1-16,0,-7,-14,-1,-8,-16,93,90,79,1022,1021,1020,10,2,0,14,6,,0.00,3,Fog-Snow,264<br />
