IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,16,8,0,1,-2,-4,75,53,27,1023,1021,1018,8,7,6,11,2,,0.00,0,,44<br />
2001-1-2,16,9,3,0,-1,-3,70,51,31,1023,1021,1020,,,,11,3,,0.00,,,290<br />
2001-1-3,16,9,2,1,-2,-7,75,49,25,1023,1020,1018,7,6,5,18,6,,0.00,1,,151<br />
2001-1-4,15,11,7,3,-1,-3,76,54,34,1019,1018,1017,10,9,7,32,10,,0.00,5,,188<br />
2001-1-5,12,6,1,3,-2,-4,87,56,35,1020,1019,1017,10,9,7,21,8,,0.00,2,,289<br />
2001-1-6,12,6,0,0,-2,-5,81,60,38,1022,1020,1019,8,7,7,14,5,,0.00,0,,275<br />
2001-1-7,12,6,0,-1,-2,-6,87,61,28,1023,1020,1018,8,5,4,11,3,,0.00,0,,285<br />
2001-1-8,9,4,1,3,0,-4,100,74,43,1020,1019,1017,10,6,3,14,2,,0.00,7,Rain,150<br />
2001-1-9,6,3,1,2,2,0,100,90,76,1022,1020,1018,6,4,2,11,2,,0.00,7,Rain-Snow,268<br />
2001-1-10,10,7,3,2,1,-2,93,70,43,1024,1022,1021,10,8,4,11,2,,0.00,4,,118<br />
2001-1-11,12,6,1,2,-1,-7,87,66,41,1024,1022,1021,8,7,6,11,2,,0.00,0,,247<br />
2001-1-12,12,6,0,1,-1,-2,87,66,38,1024,1022,1020,8,6,4,14,5,,0.00,0,,337<br />
2001-1-13,13,7,1,3,0,-3,81,66,44,1025,1023,1020,7,5,4,11,2,,0.00,0,,223<br />
2001-1-14,14,7,1,2,-1,-5,81,62,41,1026,1024,1022,7,5,4,14,6,,0.00,1,,297<br />
2001-1-15,15,8,1,0,-2,-5,70,53,31,1026,1024,1022,8,7,5,11,5,,0.00,0,,293<br />
2001-1-16,15,8,1,2,-1,-7,81,55,32,1025,1023,1021,8,8,8,11,3,,0.00,0,,324<br />
2001-1-17,16,8,1,0,-4,-6,65,43,23,1023,1021,1019,,,,14,5,,0.00,,,294<br />
2001-1-18,17,9,2,-3,-7,-15,70,33,12,1021,1019,1017,,,,14,2,,0.00,,,270<br />
2001-1-19,15,8,0,0,-2,-4,80,52,27,1020,1017,1014,10,10,10,18,8,,0.00,3,,98<br />
2001-1-20,13,9,5,1,-2,-6,66,49,29,1020,1017,1015,10,10,10,35,13,,0.00,3,,253<br />
2001-1-21,14,7,0,1,-2,-7,87,53,27,1022,1020,1019,8,7,7,14,5,,0.00,0,,84<br />
2001-1-22,14,7,0,-4,-7,-9,60,42,21,1022,1019,1017,,,,11,5,,0.00,,,20<br />
2001-1-23,14,7,-1,0,-5,-9,65,44,23,1021,1019,1017,10,10,10,11,2,,0.00,6,,305<br />
2001-1-24,12,8,5,6,0,-5,93,59,30,1021,1019,1018,10,8,6,43,13,47,0.00,4,Rain,257<br />
2001-1-25,12,6,1,0,-3,-7,87,57,26,1022,1020,1017,8,5,4,11,3,,0.00,0,,303<br />
2001-1-26,12,6,0,0,-4,-8,81,53,24,1019,1017,1015,10,9,8,26,5,,0.00,4,,208<br />
