IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,26,22,19,14,13,12,73,58,44,1017,1016,1014,8,6,4,14,10,,0.00,1,,33<br />
2003-1-2,27,21,16,16,14,12,77,58,45,1020,1018,1016,8,7,4,14,8,,0.00,3,,86<br />
2003-1-3,26,23,21,19,18,17,83,71,61,1021,1019,1017,6,5,3,19,11,,0.00,5,,115<br />
2003-1-4,28,23,19,18,18,17,88,73,51,1021,1019,1016,8,5,2,14,10,,0.00,4,,128<br />
2003-1-5,29,23,17,17,16,15,94,64,42,1019,1017,1016,8,7,6,19,5,,0.00,1,,95<br />
2003-1-6,27,23,19,17,16,14,78,63,48,1021,1020,1017,8,5,2,14,3,,0.00,2,,92<br />
2003-1-7,29,23,18,15,14,12,83,58,37,1021,1019,1016,8,5,2,13,3,,0.00,1,,83<br />
2003-1-8,28,21,15,16,15,13,94,62,42,1020,1017,1015,8,6,2,14,5,,0.00,3,,112<br />
2003-1-9,27,22,17,17,16,15,94,72,51,1020,1018,1016,8,6,2,14,5,,0.00,4,,104<br />
2003-1-10,27,22,17,18,16,15,100,68,51,1021,1020,1017,8,5,1,14,6,,0.00,6,,104<br />
2003-1-11,28,22,17,17,15,14,88,67,42,1021,1019,1016,8,5,2,14,3,,0.00,,,107<br />
2003-1-12,26,22,19,17,16,15,88,66,54,1022,1020,1017,6,4,2,19,5,,0.00,6,,107<br />
2003-1-13,27,21,16,16,16,15,94,70,48,1021,1019,1017,6,4,1,14,2,,0.00,5,Fog,110<br />
2003-1-14,27,22,17,17,15,14,88,64,47,1022,1020,1018,8,5,2,10,3,,0.00,5,,64<br />
2003-1-15,26,22,18,16,12,9,88,55,41,1021,1019,1017,8,6,3,23,10,,0.00,5,,40<br />
2003-1-16,25,21,17,11,9,6,68,53,32,1021,1019,1017,8,5,2,16,8,,0.00,5,,60<br />
2003-1-17,26,18,11,12,9,8,82,62,34,1022,1019,1017,8,5,3,11,3,,0.00,0,,83<br />
2003-1-18,28,21,15,13,12,11,77,52,35,1019,1018,1017,6,6,6,14,5,,0.00,0,,94<br />
2003-1-19,27,20,14,17,14,13,94,63,42,1020,1018,1016,8,5,2,11,3,,0.00,2,,108<br />
2003-1-20,28,21,14,16,14,12,100,61,37,1019,1017,1014,8,6,1,16,5,,0.00,0,,98<br />
2003-1-21,30,23,16,17,13,9,94,62,29,1018,1016,1014,8,6,2,19,5,,0.00,0,,106<br />
2003-1-22,30,23,16,15,13,12,88,58,35,1017,1015,1013,8,4,1,14,3,,0.00,4,,115<br />
2003-1-23,32,24,18,15,14,13,78,52,31,1015,1013,1011,8,5,1,13,2,,0.00,0,,180<br />
2003-1-24,32,24,17,15,14,13,88,54,33,1014,1011,1009,8,5,1,11,3,,0.00,6,,256<br />
2003-1-25,33,29,25,15,14,13,54,43,29,1015,1013,1011,8,6,6,19,11,,0.00,2,,119<br />
2003-1-26,29,24,20,17,16,15,83,58,42,1017,1015,1013,8,6,3,19,6,,0.00,2,,106<br />
2003-1-27,29,23,18,18,16,14,94,63,40,1019,1016,1013,8,6,1,14,3,,0.00,0,,100<br />
2003-1-28,31,24,18,17,14,11,88,50,29,1018,1015,1013,8,5,2,19,10,,0.00,0,,124<br />
2003-1-29,31,24,18,13,11,9,59,44,27,1018,1016,1014,8,6,3,11,5,,0.00,0,,133<br />
2003-1-30,31,23,17,15,13,11,82,59,29,1017,1015,1013,8,5,2,14,6,,0.00,0,,130<br />
2003-1-31,33,24,17,16,13,11,88,49,28,1018,1015,1013,8,6,2,26,5,,0.00,0,,121<br />
2003-2-1,32,28,24,19,16,14,73,49,33,1018,1016,1014,10,8,6,19,13,,0.00,1,,115<br />
2003-2-2,26,23,21,18,18,16,83,71,54,1018,1017,1016,8,6,3,14,11,,0.00,3,,115<br />
2003-2-3,30,25,20,19,16,14,94,60,37,1018,1016,1014,10,7,3,23,13,,0.00,2,,115<br />
2003-2-4,28,23,19,18,16,15,94,61,45,1019,1016,1014,10,7,3,16,8,,0.00,1,,104<br />
2003-2-5,28,24,21,18,17,17,83,61,51,1019,1017,1015,10,8,3,19,14,,0.00,3,,108<br />
2003-2-6,28,24,21,18,16,15,83,63,45,1017,1016,1014,8,6,3,14,11,,0.00,2,,111<br />
2003-2-7,29,24,19,19,16,14,94,61,40,1016,1014,1011,8,5,1,14,10,,0.00,3,Fog,98<br />
2003-2-8,31,26,20,18,16,15,88,58,40,1015,1012,1010,10,6,3,19,6,,0.00,2,,127<br />
2003-2-9,29,24,20,17,16,15,83,57,42,1014,1011,1010,8,7,5,19,10,,0.00,2,,117<br />
2003-2-10,30,24,19,17,17,16,88,65,43,1015,1012,1010,10,6,3,23,14,,0.00,1,,122<br />
2003-2-11,30,26,22,17,15,14,73,50,37,1015,1012,1011,10,8,4,19,14,,0.00,1,,105<br />
2003-2-12,31,24,19,18,16,13,94,61,33,1015,1013,1011,8,6,4,16,11,,0.00,0,,111<br />
2003-2-13,34,27,20,17,14,12,73,48,26,1014,1012,1010,10,6,4,11,6,,0.00,2,,136<br />
2003-2-14,32,26,21,19,18,18,88,63,43,1014,1012,1010,10,7,6,14,6,,0.00,1,,119<br />
2003-2-15,31,26,21,19,18,18,88,65,46,1018,1015,1012,10,6,4,19,13,,0.00,2,,111<br />
2003-2-16,31,26,22,20,19,18,88,63,46,1018,1015,1013,10,7,4,19,11,,0.00,2,,118<br />
2003-2-17,33,27,22,20,18,16,88,64,36,1017,1014,1011,10,6,4,14,10,,0.00,3,,157<br />
2003-2-18,32,26,21,20,18,16,94,62,40,1017,1014,1012,10,7,3,23,11,,0.00,3,Rain,149<br />
2003-2-19,32,26,21,19,16,13,88,55,31,1015,1013,1012,8,6,4,13,8,,0.00,2,,171<br />
2003-2-20,29,26,22,19,17,17,73,64,48,1016,1014,1013,8,7,6,11,6,,0.00,1,,54<br />
2003-2-21,31,27,24,16,15,14,57,45,37,1017,1016,1014,8,7,6,11,6,,0.00,1,,79<br />
2003-2-22,29,24,20,13,13,13,64,50,37,1018,1016,1015,6,5,4,11,2,,0.00,1,,140<br />
2003-2-23,32,26,21,20,18,16,94,63,38,1015,1014,1013,10,6,4,16,8,,0.00,2,,115<br />
2003-2-24,32,26,21,19,18,16,83,67,38,1016,1015,1012,8,6,4,13,8,,0.00,2,,133<br />
2003-2-25,33,27,20,19,18,15,94,61,34,1016,1014,1010,8,6,4,11,3,,0.00,3,,139<br />
2003-2-26,32,27,22,19,17,15,83,56,40,1014,1012,1010,8,6,4,14,6,,0.00,2,,119<br />
2003-2-27,33,28,23,19,17,14,78,52,36,1016,1013,1011,8,7,4,14,11,,0.00,2,,121<br />
2003-2-28,32,27,22,17,16,14,73,51,33,1016,1014,1011,10,6,4,14,6,,0.00,0,,138<br />
2003-3-1,28,24,21,16,16,15,73,58,45,1014,1013,1013,6,5,4,11,10,,0.00,1,,154<br />
2003-3-2,35,29,23,17,15,14,69,43,30,1015,1011,1010,10,8,6,14,10,,0.00,2,,121<br />
2003-3-3,33,27,22,15,14,13,64,45,29,1014,1012,1010,8,6,4,14,5,,0.00,3,,158<br />
2003-3-4,35,33,31,13,13,12,33,30,26,1010,1010,1009,8,7,6,10,8,,0.00,2,,333<br />
2003-3-5,33,28,23,13,9,8,53,33,24,1014,1012,1010,6,5,4,13,6,,0.00,0,,45<br />
2003-3-6,32,26,20,7,6,5,40,32,20,1015,1013,1011,5,4,2,14,5,,0.00,0,,37<br />
2003-3-7,34,27,19,13,11,7,49,33,26,1016,1013,1011,8,6,3,11,5,,0.00,0,,76<br />
2003-3-8,33,27,21,18,15,9,83,46,31,1015,1012,1011,8,6,4,11,5,,0.00,0,,109<br />
2003-3-9,32,27,22,19,18,15,83,65,43,1016,1014,1012,8,5,4,14,11,,0.00,1,,114<br />
2003-3-10,34,28,22,18,16,12,78,49,26,1016,1012,1011,8,6,3,16,11,,0.00,0,,128<br />
2003-3-11,33,27,21,17,15,12,73,53,28,1014,1012,1010,6,5,4,19,10,,0.00,0,,130<br />
2003-3-12,36,29,22,19,17,14,83,51,27,1014,1011,1004,10,6,4,19,11,,0.00,2,,146<br />
2003-3-13,34,28,23,20,19,17,83,57,36,1017,1015,1012,8,6,4,14,13,,0.00,3,Rain-Thunderstorm,109<br />
2003-3-14,27,26,24,20,20,19,78,70,61,1018,1015,1013,6,5,3,27,11,,0.00,3,Rain-Thunderstorm,161<br />
2003-3-15,30,27,23,21,19,17,78,65,51,1015,1012,1010,8,6,4,13,5,,0.00,2,Rain-Thunderstorm,182<br />
2003-3-16,31,27,23,19,18,17,73,57,45,1015,1012,1010,10,8,6,19,10,,0.00,3,,163<br />
2003-3-17,34,28,23,20,18,14,83,57,32,1015,1014,1010,10,7,4,19,6,,0.00,2,,130<br />
