GMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-2,-3,-4,-7,-8,-9,80,70,59,1002,1001,999,10,10,10,45,24,64,0.00,2,,8<br />
2001-1-2,-4,-4,-5,-6,-9,-12,93,67,54,1002,1001,1001,10,10,10,47,35,66,0.00,1,,10<br />
2001-1-3,-7,-10,-12,-11,-13,-15,86,74,58,1002,1001,1000,,,,16,10,,0.00,,,151<br />
2001-1-4,-1,-7,-12,-2,-13,-16,93,78,67,1002,1001,1000,10,10,10,11,6,,0.00,6,,125<br />
2001-1-5,-6,-8,-10,-7,-9,-11,100,90,79,1003,1002,1001,10,10,10,8,3,,0.00,5,,138<br />
2001-1-6,-8,-10,-12,-9,-11,-12,100,97,86,1007,1004,1002,10,10,10,6,3,,0.00,1,,103<br />
2001-1-7,0,-6,-11,-1,-5,-11,100,96,86,1012,1009,1007,10,10,7,21,5,,0.00,5,Snow,94<br />
2001-1-8,0,-4,-8,-1,-4,-8,100,91,80,1019,1015,1012,10,10,8,29,11,,0.00,6,Snow,79<br />
2001-1-9,-4,-6,-7,-4,-6,-7,100,97,86,1023,1021,1019,10,10,10,6,3,,0.00,5,,118<br />
2001-1-10,5,1,-2,3,1,-3,100,92,87,1023,1023,1021,10,10,10,23,11,,0.00,5,Rain,149<br />
2001-1-11,7,6,5,5,4,3,93,87,76,1021,1018,1011,10,10,6,40,26,63,0.00,6,Rain,172<br />
2001-1-12,7,7,7,5,4,3,87,81,76,1010,1003,997,10,9,5,63,50,87,0.00,7,Rain,165<br />
2001-1-13,8,7,7,8,5,3,100,87,76,997,994,992,10,8,4,63,52,84,0.00,7,Rain,165<br />
2001-1-14,9,4,1,8,2,0,100,89,76,1001,998,989,10,10,3,69,42,109,0.00,5,Rain-Hail,176<br />
2001-1-15,2,0,-1,1,0,-2,100,92,81,1010,1004,1000,10,9,0,32,16,47,0.00,4,Snow,174<br />
2001-1-16,7,3,2,4,2,0,93,86,76,1011,1010,1005,10,10,4,55,24,58,0.00,6,Rain-Snow,165<br />
2001-1-17,7,3,0,5,2,-2,100,93,81,1011,1008,1003,10,9,4,61,31,90,0.00,6,Rain-Snow,168<br />
2001-1-18,6,3,1,5,2,0,100,95,87,1011,1009,1006,10,10,10,39,13,,0.00,6,Rain,127<br />
2001-1-19,7,4,2,6,4,1,100,93,87,1007,1004,1002,10,9,2,50,34,69,0.00,7,Rain-Snow,163<br />
2001-1-20,7,4,2,5,3,1,93,90,81,1009,1001,987,10,10,6,55,18,87,0.00,7,Rain,136<br />
2001-1-21,7,3,1,6,2,-3,100,89,70,992,981,970,10,9,4,50,34,69,0.00,7,Rain-Snow,167<br />
