EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-4,-7,-9,-11,-12,-13,77,66,57,1031,1028,1025,16,16,16,13,10,,0.00,7,,337<br />
2001-1-2,-3,-9,-14,-9,-12,-16,88,75,60,1036,1033,1030,16,16,16,23,11,,0.00,2,,281<br />
2001-1-3,-4,-9,-13,-6,-11,-16,93,83,73,1029,1019,1015,16,7,2,34,23,48,0.00,6,Snow,243<br />
2001-1-4,-3,-3,-4,-4,-7,-9,89,76,66,1020,1014,1005,16,13,2,34,16,40,1.02,7,Snow,251<br />
2001-1-5,2,-1,-3,1,-2,-5,93,87,66,1006,999,995,16,8,1,34,23,47,3.56,8,Fog-Rain-Snow,265<br />
2001-1-6,1,-1,-2,-3,-5,-8,78,71,61,1009,1007,1004,16,15,11,23,14,29,0.00,7,,258<br />
2001-1-7,1,0,-1,0,-2,-4,96,85,76,1012,1008,1004,16,9,3,16,11,,0.25,8,Rain-Snow,269<br />
2001-1-8,-1,-6,-11,-4,-9,-15,93,75,62,1020,1015,1011,16,14,6,19,11,,0.00,6,Snow,358<br />
2001-1-9,-3,-8,-14,-8,-12,-17,80,71,66,1023,1020,1018,16,16,16,27,14,35,0.00,2,,293<br />
2001-1-10,4,-1,-6,-4,-7,-8,82,69,51,1020,1019,1018,16,15,10,26,21,,0.00,0,,258<br />
2001-1-11,2,0,-2,-1,-4,-7,85,75,70,1021,1020,1018,16,12,8,24,13,,0.00,5,,239<br />
2001-1-12,1,-1,-3,-1,-2,-4,100,95,85,1026,1024,1020,10,5,3,14,8,,0.00,8,,127<br />
2001-1-13,1,-1,-2,0,-1,-2,100,97,87,1027,1025,1023,8,3,0,19,8,,0.00,8,Fog,202<br />
2001-1-14,2,0,-2,2,-1,-2,100,100,100,1024,1020,1015,5,2,0,16,8,,0.51,8,Fog-Rain,122<br />
2001-1-15,3,2,2,3,2,0,100,97,89,1015,1013,1011,16,6,0,26,13,,1.02,8,Fog-Rain,229<br />
2001-1-16,2,1,1,1,-1,-3,100,87,73,1023,1019,1013,16,15,8,24,18,,0.00,8,Rain,278<br />
2001-1-17,1,-1,-2,-1,-2,-4,100,86,75,1025,1023,1022,16,13,4,19,10,,0.25,8,Snow,277<br />
2001-1-18,-1,-2,-3,-2,-4,-5,96,90,85,1021,1018,1015,16,11,5,19,16,,0.00,6,,244<br />
