IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,7,2,-2,0,-1,-3,100,79,57,1024,1022,1021,9,6,4,18,5,,0.00,1,,23<br />
2001-1-2,7,3,-1,1,-2,-4,87,76,49,1024,1022,1020,8,7,5,14,6,,0.00,5,,55<br />
2001-1-3,4,1,-2,0,-2,-4,93,82,70,1020,1019,1018,8,5,3,6,2,,0.00,5,,325<br />
2001-1-4,6,3,-1,0,-2,-3,87,77,57,1021,1019,1018,10,5,4,11,3,,0.00,5,,342<br />
2001-1-5,5,1,-2,-1,-2,-4,93,80,65,1021,1020,1020,7,6,5,14,6,,0.00,2,,39<br />
2001-1-6,3,0,-3,-1,-3,-5,93,85,70,1024,1023,1021,8,4,3,11,8,,0.00,2,,17<br />
2001-1-7,1,-1,-4,-2,-4,-9,87,80,59,1026,1024,1021,10,5,2,18,10,,0.00,4,,24<br />
2001-1-8,3,0,-3,-3,-5,-7,86,75,60,1028,1026,1025,8,7,5,18,8,,0.00,3,,351<br />
2001-1-9,5,0,-4,-3,-4,-6,86,72,53,1028,1027,1025,8,6,4,11,5,,0.00,0,,4<br />
2001-1-10,7,2,-3,-1,-3,-6,87,65,49,1025,1023,1021,8,6,4,11,6,,0.00,2,Fog,358<br />
2001-1-11,8,3,-1,-3,-4,-5,80,65,43,1021,1021,1020,8,6,5,11,6,,0.00,4,,54<br />
2001-1-12,7,2,-2,-1,-4,-7,93,66,37,1021,1020,1020,9,7,6,18,10,,0.00,2,,356<br />
2001-1-13,9,3,-2,-2,-4,-5,80,63,40,1024,1022,1021,10,9,8,14,5,,0.00,1,,33<br />
2001-1-14,9,3,-2,-1,-3,-5,80,63,40,1023,1022,1021,10,10,10,26,10,,0.00,4,,19<br />
2001-1-15,8,3,-2,0,-2,-5,87,67,53,1023,1021,1021,10,9,8,18,3,,0.00,5,Rain,311<br />
2001-1-16,10,6,1,1,-1,-3,87,66,43,1024,1023,1022,10,10,8,11,5,,0.00,2,,35<br />
2001-1-17,8,2,-3,-1,-3,-5,87,71,46,1023,1021,1019,10,10,7,216,11,,0.00,3,,320<br />
2001-1-18,3,1,0,0,-1,-2,93,84,75,1020,1019,1019,7,4,1,11,3,,0.00,6,Snow,19<br />
