IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,25,18,12,11,6,2,63,44,25,1017,1014,1012,9,9,9,13,8,,0.00,0,,51<br />
2001-1-2,22,17,12,5,3,0,58,35,23,1019,1012,1009,,,,16,10,,0.00,,,23<br />
2001-1-3,19,17,15,11,10,9,77,66,52,1018,1016,1015,10,10,10,16,8,,0.00,6,Rain,30<br />
2001-1-4,21,16,12,11,9,7,88,56,40,1021,1019,1017,,,,29,13,,0.00,,,24<br />
2001-1-5,23,17,10,10,6,3,87,51,27,1020,1018,1016,,,,19,14,,0.00,,,17<br />
2001-1-6,22,16,10,9,6,4,82,48,33,1018,1016,1014,,,,23,13,,0.00,,,21<br />
2001-1-7,21,16,12,8,6,4,72,48,35,1021,1018,1016,,,,29,16,,0.00,,,20<br />
2001-1-8,21,16,10,6,4,2,71,44,31,1025,1023,1021,,,,23,13,,0.00,,,18<br />
2001-1-9,22,16,10,10,8,3,87,57,33,1026,1024,1021,,,,27,16,,0.00,,,24<br />
2001-1-10,22,16,10,11,9,8,87,60,41,1025,1022,1020,,,,32,19,,0.00,,,23<br />
2001-1-11,22,16,11,11,9,7,82,60,43,1022,1020,1018,,,,29,21,,0.00,,,24<br />
2001-1-12,21,16,12,11,10,9,82,63,49,1020,1019,1017,10,9,9,29,19,,0.00,2,,18<br />
2001-1-13,22,16,11,11,8,5,94,57,38,1021,1019,1017,,,,32,19,,0.00,,,19<br />
2001-1-14,24,16,8,8,6,4,81,47,29,1020,1018,1016,,,,26,14,,0.00,,,21<br />
2001-1-15,27,18,10,9,5,3,66,39,23,1017,1016,1014,,,,19,11,,0.00,,,32<br />
2001-1-16,25,18,10,7,2,0,58,34,22,1019,1017,1015,,,,32,18,,0.00,,,23<br />
2001-1-17,22,17,13,10,7,3,72,49,31,1020,1018,1017,,,,23,14,,0.00,,,27<br />
2001-1-18,23,17,12,9,5,0,77,43,22,1017,1015,1013,,,,23,11,,0.00,,,17<br />
2001-1-19,20,18,15,10,8,7,63,55,46,1020,1019,1018,10,10,10,16,5,,0.00,6,Rain,58<br />
2001-1-20,21,16,12,10,7,4,82,51,35,1024,1021,1020,,,,23,10,,0.00,,,23<br />
2001-1-21,22,16,11,10,8,5,88,56,38,1021,1018,1015,,,,27,18,,0.00,,,19<br />
2001-1-22,20,16,11,9,7,2,82,53,32,1019,1017,1016,,,,24,13,,0.00,,,17<br />
2001-1-23,19,17,14,8,7,4,67,53,40,1024,1022,1019,10,10,10,14,10,,0.00,4,,21<br />
2001-1-24,20,14,9,8,6,5,76,54,40,1026,1024,1022,10,10,10,23,5,,0.00,2,,32<br />
2001-1-25,21,16,12,11,7,4,67,52,35,1023,1020,1019,10,10,10,13,6,,0.00,4,,354<br />
2001-1-26,18,14,10,8,3,1,72,46,34,1022,1021,1020,10,10,10,27,19,,0.00,2,,12<br />
2001-1-27,20,13,7,2,-3,-6,66,30,17,1023,1022,1020,,,,26,13,,0.00,,,18<br />
