PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,23,16,9,13,8,6,88,67,38,1017,1016,1013,4,4,4,,,,0.00,,,-1<br />
2001-1-2,25,15,5,11,9,2,88,64,41,1017,1016,1014,5,5,3,19,13,,0.00,,,175<br />
2001-1-3,21,13,6,13,8,1,93,75,30,1018,1017,1017,4,2,1,11,2,,0.00,,,315<br />
2001-1-4,24,16,7,12,9,6,93,67,41,1021,1018,1017,5,5,2,10,3,,0.00,3,,180<br />
2001-1-5,26,16,7,10,7,4,88,68,32,1019,1017,1015,6,4,2,0,0,,0.00,0,,-1<br />
2001-1-6,25,15,5,11,7,2,87,69,39,1018,1016,1014,6,4,2,0,0,,0.00,0,,-1<br />
2001-1-7,19,13,7,9,8,5,93,80,52,1019,1016,1015,3,2,2,8,3,,0.00,2,Fog,180<br />
2001-1-8,21,13,7,11,8,5,88,80,53,1018,1017,1015,3,2,1,3,0,,0.00,3,,315<br />
2001-1-9,22,13,5,11,6,3,87,63,35,1020,1017,1016,5,5,4,10,3,,0.00,3,,180<br />
2001-1-10,25,14,4,11,6,3,93,66,29,1017,1017,1017,5,4,2,0,0,,0.00,3,,-1<br />
2001-1-11,25,16,6,12,6,3,82,55,28,1016,1015,1012,5,4,2,10,2,,0.00,3,,23<br />
2001-1-12,26,16,6,10,7,4,87,58,29,1016,1014,1012,4,4,3,0,0,,0.00,2,,-1<br />
2001-1-13,25,16,6,19,7,3,87,72,36,1018,1016,1015,5,3,2,8,2,,0.00,1,,45<br />
2001-1-14,26,16,7,12,7,3,87,65,34,1019,1017,1015,6,4,2,0,0,,0.00,0,,-1<br />
2001-1-15,25,16,6,13,6,3,88,65,32,1015,1014,1014,4,4,4,0,0,,0.00,,,-1<br />
2001-1-16,25,17,8,12,8,5,87,61,36,1021,1020,1018,5,4,2,11,3,,0.00,0,,244<br />
2001-1-17,26,16,7,9,7,3,87,57,29,1018,1017,1016,5,4,3,11,2,,0.00,2,,235<br />
2001-1-18,24,14,5,13,8,3,87,61,43,1018,1017,1017,4,3,1,10,3,,0.00,3,,180<br />
2001-1-19,23,14,6,11,7,4,93,71,41,1018,1017,1016,4,4,3,10,5,,0.00,,Fog,248<br />
2001-1-20,26,16,7,13,8,3,82,63,36,1017,1016,1015,5,4,4,6,2,,0.00,,,235<br />
2001-1-21,25,16,6,13,9,4,87,65,44,1015,1014,1012,5,4,2,10,2,,0.00,,,279<br />
2001-1-22,25,17,8,11,9,6,93,70,38,1013,1012,1012,4,3,2,0,0,,0.00,0,,-1<br />
2001-1-23,23,14,6,10,6,3,87,63,29,1019,1016,1014,6,5,3,8,6,,0.00,0,,323<br />
2001-1-24,23,12,2,13,6,1,93,68,40,1020,1017,1016,4,3,1,0,0,,0.00,,,-1<br />
2001-1-25,26,14,4,12,7,1,87,64,36,1016,1015,1015,5,5,5,0,0,,0.00,0,,-1<br />
2001-1-26,26,16,5,10,7,2,88,67,36,1018,1017,1015,5,3,2,0,0,,0.00,,,-1<br />
2001-1-27,27,16,5,10,7,3,87,64,34,1017,1016,1016,,,,,,,0.00,0,,-1<br />
2001-1-28,27,18,10,12,7,-5,76,48,15,1012,1012,1012,8,3,2,11,0,,0.00,2,,270<br />
2001-1-29,29,17,6,11,7,4,87,68,27,1013,1011,1010,6,4,4,23,8,,0.00,2,,223<br />
2001-1-30,23,14,7,6,4,1,87,61,33,1017,1013,1011,3,3,3,14,13,,0.00,,,315<br />
2001-1-31,22,12,3,9,4,0,93,56,27,1018,1017,1015,6,5,3,11,6,,0.00,0,,322<br />
2001-2-1,23,14,5,4,3,1,81,50,25,1018,1016,1015,6,4,2,11,2,,0.00,0,,180<br />
2001-2-2,21,11,2,4,1,0,87,72,27,1019,1017,1015,5,4,3,0,0,,0.00,0,,-1<br />
2001-2-3,21,11,1,7,2,-6,81,57,31,1015,1013,1010,4,3,2,0,0,,0.00,3,,-1<br />
2001-2-4,26,16,6,8,5,3,87,65,24,1012,1010,1010,3,3,3,10,3,,0.00,3,,315<br />
2001-2-5,26,14,4,9,4,1,87,60,30,1015,1014,1013,6,4,3,10,0,,0.00,0,,315<br />
2001-2-6,26,16,6,10,7,4,87,61,30,1018,1014,1012,5,5,4,13,10,,0.00,,,315<br />
2001-2-7,27,17,7,8,6,3,87,63,28,1017,1016,1015,5,4,3,8,0,,0.00,,,315<br />
2001-2-8,28,17,7,8,7,5,87,60,25,1019,1017,1016,5,5,4,14,5,,0.00,,,180<br />
2001-2-9,34,20,7,11,7,2,81,49,17,1016,1013,1010,5,5,4,0,0,,0.00,0,,-1<br />
2001-2-10,30,18,7,10,6,4,87,56,19,1016,1014,1013,4,3,2,11,2,,0.00,3,,338<br />
2001-2-11,30,19,9,10,7,3,82,51,20,1014,1012,1010,6,5,3,8,2,,0.00,3,,315<br />
2001-2-12,29,18,8,11,8,4,82,59,27,1014,1013,1012,5,4,2,10,5,,0.00,3,,332<br />
