JST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,12,7,2,1,-2,-4,65,51,38,1016,1014,1012,10,10,10,27,16,,0.00,1,,252<br />
2001-1-2,16,10,5,8,4,0,81,60,47,1017,1014,1012,10,10,10,40,21,50,0.00,2,,278<br />
2001-1-3,12,9,6,-1,-4,-7,57,42,26,1021,1019,1017,10,10,10,37,24,,0.00,2,,271<br />
2001-1-4,12,8,4,0,-3,-5,70,48,30,1024,1021,1020,10,10,10,37,21,48,0.00,1,,280<br />
2001-1-5,11,6,2,0,-5,-7,60,45,32,1028,1027,1025,10,10,10,21,16,,0.00,1,,304<br />
2001-1-6,11,4,-1,2,-2,-4,86,59,41,1030,1028,1026,10,10,10,23,13,,0.00,3,,3<br />
2001-1-7,15,11,7,14,11,3,100,94,76,1023,1013,1008,10,5,2,37,14,,0.00,6,Rain,263<br />
2001-1-8,17,13,10,8,6,5,76,60,48,1019,1015,1010,10,10,10,40,19,,0.00,1,,12<br />
2001-1-9,17,13,9,14,9,5,94,81,76,1019,1014,1009,10,10,10,21,10,39,0.00,6,Rain,286<br />
2001-1-10,16,12,8,5,2,0,71,53,34,1013,1011,1010,10,10,10,29,23,,0.00,3,,278<br />
2001-1-11,11,8,5,2,1,-1,66,57,47,1015,1013,1012,10,10,10,35,24,,0.00,4,,279<br />
2001-1-12,12,8,5,-1,-3,-4,65,46,33,1020,1018,1017,10,10,10,37,23,,0.00,1,,277<br />
2001-1-13,7,4,3,4,1,-5,100,76,49,1017,1014,1011,10,10,8,19,13,,0.00,5,Rain,289<br />
2001-1-14,7,4,1,-4,-7,-10,65,46,29,1018,1017,1016,10,10,10,29,19,47,0.00,1,,294<br />
2001-1-15,5,2,-1,-7,-9,-11,60,43,33,1025,1022,1019,10,10,10,39,26,,0.00,1,,288<br />
2001-1-16,8,3,-2,-6,-8,-9,69,47,32,1026,1024,1022,10,10,10,32,21,,0.00,1,,286<br />
2001-1-17,9,4,-1,-3,-6,-8,60,48,32,1029,1027,1024,10,10,10,24,16,,0.00,1,,291<br />
2001-1-18,12,4,-2,-1,-5,-8,74,49,28,1028,1026,1024,10,10,10,26,13,,0.00,1,,305<br />
2001-1-19,12,6,0,4,1,-3,81,62,46,1029,1026,1024,10,10,10,14,11,,0.00,3,,345<br />
2001-1-20,17,12,8,13,9,7,100,86,72,1019,1013,1008,10,7,3,37,13,,0.00,5,Rain,289<br />
2001-1-21,15,9,4,5,3,1,87,64,39,1019,1017,1015,10,10,10,16,13,,0.00,1,,286<br />
2001-1-22,9,7,5,7,6,3,93,84,71,1020,1018,1016,10,6,3,26,13,,0.00,7,Rain,321<br />
2001-1-23,14,10,7,5,4,-1,87,64,47,1022,1020,1018,10,10,10,26,13,,0.00,2,,5<br />
2001-1-24,12,9,6,7,2,-2,82,65,53,1026,1024,1020,10,10,10,26,19,,0.00,5,Rain,9<br />
2001-1-25,17,13,10,17,14,10,100,93,88,1015,1009,1003,10,5,2,39,29,45,0.00,6,Rain,141<br />
2001-1-26,13,11,10,10,9,7,94,86,72,1010,1008,1006,10,7,3,35,23,,0.00,6,Rain,18<br />
2001-1-27,14,11,9,10,4,2,94,65,51,1015,1009,1002,10,10,10,47,26,55,0.00,4,Rain,281<br />
2001-1-28,14,10,6,5,2,0,81,61,38,1018,1015,1013,10,10,10,50,27,74,0.00,3,Rain,278<br />
2001-1-29,10,6,2,-4,-7,-10,65,44,26,1023,1022,1020,10,10,10,27,19,,0.00,1,,271<br />
2001-1-30,12,6,1,1,-2,-4,75,54,38,1022,1021,1019,10,10,10,29,16,,0.00,3,,288<br />
2001-1-31,13,7,1,6,2,-2,81,64,38,1022,1019,1015,10,10,10,14,11,,0.00,2,Rain,288<br />
2001-2-1,15,11,7,10,5,-1,100,70,45,1014,1010,1007,10,9,4,37,16,,0.00,3,Rain,295<br />
2001-2-2,11,7,4,0,-3,-6,53,45,37,1020,1017,1015,10,10,10,19,16,,0.00,3,,17<br />
2001-2-3,11,6,2,2,-1,-6,81,56,45,1025,1024,1022,10,10,10,23,13,42,0.00,4,,358<br />
2001-2-4,9,8,7,8,6,4,93,86,81,1024,1022,1019,10,8,6,35,18,47,0.00,6,Rain,351<br />
2001-2-5,13,11,10,11,11,9,100,94,88,1020,1018,1015,9,5,3,35,26,,0.00,6,Rain,12<br />
2001-2-6,16,13,11,13,12,11,100,90,77,1014,1012,1011,10,9,3,21,11,,0.00,6,Rain,349<br />
2001-2-7,12,11,10,11,10,8,100,95,87,1014,1013,1011,10,4,2,19,8,,0.00,6,Rain,300<br />
2001-2-8,14,10,5,2,-2,-6,76,49,25,1022,1018,1015,10,10,10,37,26,,0.00,1,,277<br />
2001-2-9,11,7,3,2,-2,-6,71,52,40,1025,1023,1022,10,10,10,39,19,,0.00,1,,234<br />
2001-2-10,12,9,6,3,-1,-4,76,50,37,1026,1024,1023,10,10,10,21,16,,0.00,2,,358<br />
2001-2-11,12,6,1,1,-2,-5,81,54,37,1030,1029,1028,10,10,10,21,13,,0.00,1,,355<br />
2001-2-12,10,8,6,6,3,0,93,74,50,1028,1025,1023,10,8,5,32,16,,0.00,6,Rain,358<br />
2001-2-13,9,8,7,7,6,4,93,89,81,1017,1015,1013,10,8,5,29,14,,0.00,6,Rain,343<br />
2001-2-14,10,7,2,1,-5,-8,87,48,28,1022,1019,1016,10,10,10,27,18,,0.00,2,,293<br />
