IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,26,19,12,20,14,-12,88,66,18,1026,1015,1011,8,7,6,14,10,,0.00,5,,120<br />
2001-1-2,21,20,20,20,19,18,94,93,88,1016,1013,1012,6,4,1,13,8,,0.00,7,,47<br />
2001-1-3,22,20,18,19,18,16,100,86,69,1018,1016,1014,6,3,2,10,2,,0.00,5,,70<br />
2001-1-4,28,22,17,18,16,14,94,70,45,1018,1016,1014,10,6,3,14,3,,0.00,2,,2<br />
2001-1-5,27,21,16,14,12,9,82,58,36,1019,1017,1014,8,6,3,11,2,,0.00,1,,60<br />
2001-1-6,28,21,15,13,10,8,88,53,28,1020,1016,1014,8,6,4,11,3,,0.00,1,,74<br />
2001-1-7,28,21,14,12,10,8,82,53,28,1016,1015,1012,10,6,3,13,3,,0.00,0,,110<br />
2001-1-8,29,22,16,13,12,11,82,54,33,1014,1013,1011,10,9,6,10,2,,0.00,2,,140<br />
2001-1-9,30,23,17,15,13,10,88,49,29,1016,1014,1012,8,6,4,14,6,,0.00,1,,142<br />
2001-1-10,29,24,19,16,14,12,78,54,35,1017,1015,1012,8,6,2,14,6,,0.00,1,,118<br />
2001-1-11,30,24,18,17,14,12,88,59,33,1016,1014,1012,10,6,2,14,3,,0.00,1,,116<br />
2001-1-12,29,24,20,17,16,12,83,65,40,1016,1014,1012,10,6,3,14,6,,0.00,2,,130<br />
2001-1-13,27,23,21,17,16,15,78,66,51,1016,1015,1014,8,5,2,19,5,,0.00,2,,135<br />
2001-1-14,30,25,20,18,16,13,88,58,37,1016,1014,1013,8,6,2,14,6,,0.00,2,,124<br />
2001-1-15,26,22,19,19,16,13,94,68,51,1018,1016,1014,6,6,4,14,8,,0.00,1,,120<br />
2001-1-16,29,24,20,19,17,16,94,67,45,1017,1015,1013,10,7,3,19,11,,0.00,2,,118<br />
2001-1-17,29,26,22,18,14,12,78,53,37,1019,1017,1015,8,6,4,19,8,,0.00,1,,115<br />
2001-1-18,30,23,17,26,16,13,94,61,37,1019,1017,1015,8,6,3,13,5,,0.00,1,Hail,115<br />
2001-1-19,28,24,20,16,15,12,78,60,37,1019,1017,1014,6,6,4,11,2,,0.00,0,,103<br />
2001-1-20,28,23,19,15,13,10,78,56,32,1016,1015,1013,10,6,1,19,3,,0.00,1,,54<br />
2001-1-21,29,22,16,15,11,7,83,52,25,1017,1015,1012,8,5,1,21,3,,0.00,3,,98<br />
2001-1-22,20,19,18,12,11,9,68,59,49,1015,1014,1013,6,5,4,6,3,,0.00,1,,140<br />
2001-1-23,30,27,23,13,11,9,53,40,27,1014,1013,1013,8,7,6,8,5,,0.00,1,,160<br />
2001-1-24,30,23,17,13,8,6,77,38,23,1015,1013,1012,8,7,3,14,6,,0.00,1,,32<br />
2001-1-25,28,22,17,8,6,3,55,34,20,1017,1015,1013,8,6,6,13,5,,0.00,1,,4<br />
2001-1-26,29,21,13,7,4,-1,67,43,14,1016,1014,1012,8,6,1,14,3,,0.00,1,,50<br />
2001-1-27,29,21,14,7,4,1,59,37,16,1016,1014,1013,8,6,1,10,2,,0.00,3,,98<br />
2001-1-28,30,21,13,11,8,5,77,46,20,1017,1014,1012,8,4,2,11,2,,0.00,3,,112<br />
2001-1-29,27,20,14,12,11,9,77,54,34,1017,1015,1013,8,6,2,13,5,,0.00,4,,120<br />
2001-1-30,30,22,14,14,11,8,88,53,25,1016,1014,1012,8,6,1,14,8,,0.00,3,,106<br />
2001-1-31,31,23,16,15,11,4,88,48,18,1015,1013,1010,8,6,4,13,3,,0.00,1,,136<br />
2001-2-1,31,23,16,13,7,4,82,34,19,1015,1012,1010,8,7,2,11,3,,0.00,1,,104<br />
2001-2-2,32,23,15,14,9,7,67,41,22,1014,1012,1010,8,5,3,10,3,,0.00,1,,143<br />
2001-2-3,33,24,17,13,11,7,77,48,20,1014,1012,1009,8,6,3,14,2,,0.00,1,,125<br />
2001-2-4,31,27,23,18,13,10,47,45,43,1011,1010,1009,8,7,6,14,3,,0.00,2,,70<br />
2001-2-5,33,26,19,18,16,12,88,54,28,1012,1011,1011,8,7,4,14,8,,0.00,1,,132<br />
2001-2-6,34,29,24,18,16,13,69,48,28,1016,1013,1011,10,8,6,14,8,,0.00,1,,348<br />
2001-2-7,34,26,18,15,7,1,83,32,12,1014,1014,1013,8,6,3,14,5,,0.00,0,,27<br />
2001-2-8,29,22,15,7,5,2,55,38,18,1017,1015,1014,8,6,4,11,2,,0.00,0,,60<br />
2001-2-9,25,20,15,8,7,5,55,45,32,1015,1014,1013,6,5,4,11,2,,0.00,0,,180<br />
2001-2-10,31,23,16,9,6,4,55,37,19,1016,1014,1011,8,5,2,21,3,,0.00,0,,323<br />
2001-2-11,34,24,14,9,7,4,63,44,15,1014,1013,1011,6,4,2,11,2,,0.00,0,,245<br />
2001-2-12,34,24,15,16,8,3,65,38,14,1016,1013,1011,6,5,2,11,2,,0.00,0,,128<br />
2001-2-13,32,24,18,18,16,8,94,62,24,1016,1014,1012,8,6,1,14,2,,0.00,0,,97<br />
2001-2-14,29,24,21,18,17,14,83,60,40,1015,1014,1012,6,5,3,14,10,,0.00,0,,135<br />
2001-2-15,32,26,21,17,13,10,69,46,26,1015,1013,1012,8,7,6,14,8,,0.00,0,,102<br />
2001-2-16,29,24,19,18,14,11,88,57,33,1017,1015,1013,6,5,3,10,6,,0.00,0,,130<br />
2001-2-17,33,28,24,14,10,5,53,37,17,1016,1015,1014,8,7,6,11,8,,0.00,0,,139<br />
2001-2-18,33,27,21,18,14,11,78,51,26,1017,1015,1012,8,6,4,11,5,,0.00,0,,127<br />
2001-2-19,34,29,24,18,15,13,69,42,28,1016,1014,1013,10,8,3,11,5,,0.00,1,,185<br />
2001-2-20,32,26,21,18,17,13,83,53,31,1017,1014,1012,6,5,3,11,3,,0.00,1,,14<br />
2001-2-21,35,30,25,19,14,10,69,41,23,1014,1012,1010,8,7,6,19,5,,0.00,1,,315<br />
2001-2-22,34,27,21,12,6,1,47,27,14,1015,1014,1012,8,6,4,23,13,,0.00,0,,36<br />
2001-2-23,33,24,17,7,5,0,48,31,12,1016,1013,1011,8,7,6,19,8,,0.00,0,,83<br />
2001-2-24,25,21,17,9,8,6,55,45,36,1014,1013,1012,6,4,2,0,0,,0.00,0,,-1<br />
2001-2-25,37,28,19,11,9,3,56,36,12,1012,1010,1008,8,6,3,11,2,,0.00,0,,325<br />
2001-2-26,36,29,22,10,6,0,41,27,10,1012,1011,1010,6,5,3,23,5,,0.00,0,,323<br />
2001-2-27,36,28,20,15,11,4,56,35,14,1015,1012,1010,10,7,2,19,5,,0.00,1,,177<br />
2001-2-28,34,30,27,19,16,13,61,40,28,1016,1014,1013,8,7,6,23,16,,0.00,1,,150<br />
2001-3-1,34,27,21,20,16,7,94,54,19,1018,1015,1013,8,6,3,23,13,,0.00,2,,139<br />
2001-3-2,32,27,22,19,16,11,83,53,27,1017,1016,1015,8,6,6,14,11,,0.00,2,,117<br />
2001-3-3,30,26,22,16,13,7,57,44,31,1017,1016,1014,8,7,6,14,11,,0.00,0,,123<br />
2001-3-4,33,27,22,17,14,10,73,46,24,1018,1015,1013,10,7,6,13,6,,0.00,1,,165<br />
2001-3-5,31,26,22,15,13,13,64,45,33,1015,1014,1013,8,6,4,13,5,,0.00,2,,50<br />
2001-3-6,34,29,24,19,16,12,69,52,26,1017,1015,1012,10,7,6,11,10,,0.00,2,,115<br />
2001-3-7,29,27,24,20,18,17,74,65,58,1016,1014,1012,8,6,4,14,3,,0.00,2,,126<br />
2001-3-8,32,27,22,21,19,15,94,69,36,1015,1012,1009,10,6,1,19,13,,0.00,2,,115<br />
2001-3-9,33,27,22,21,18,17,94,68,38,1015,1012,1010,10,6,3,27,13,,0.00,3,Rain-Thunderstorm,113<br />
2001-3-10,32,26,21,21,18,14,94,65,33,1016,1014,1011,10,7,6,14,10,,0.00,3,,125<br />
2001-3-11,31,27,23,19,18,18,78,64,46,1014,1013,1012,10,7,6,101,26,,0.00,3,,98<br />
