EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-10,-12,-13,-13,-14,-16,92,82,79,1026,1022,1014,32,23,16,29,21,,0.00,7,Snow,289<br />
2001-1-2,-8,-13,-17,-10,-15,-19,100,83,67,1028,1026,1023,32,21,2,21,14,,0.00,6,Snow,256<br />
2001-1-3,-2,-6,-9,-5,-8,-10,100,86,69,1022,1017,1010,32,18,2,32,16,40,0.00,7,Snow,222<br />
2001-1-4,-6,-10,-14,-8,-11,-16,93,85,67,1013,1011,1009,32,16,2,27,13,37,0.00,6,Snow,271<br />
2001-1-5,-7,-11,-13,-8,-11,-15,100,90,85,1011,1001,997,24,10,2,32,18,,0.00,8,Snow,87<br />
2001-1-6,-4,-7,-8,-5,-7,-9,100,94,86,1008,1003,998,24,14,2,19,10,,0.00,8,Snow,347<br />
2001-1-7,-8,-11,-13,-9,-11,-14,100,89,79,1012,1010,1008,32,21,4,14,8,,0.00,7,Snow,298<br />
2001-1-8,-6,-8,-9,-7,-8,-11,100,92,86,1013,1012,1011,24,14,2,21,10,,0.00,7,Snow,334<br />
2001-1-9,-10,-14,-19,-13,-18,-23,92,79,61,1014,1010,1005,32,14,1,24,18,,0.00,6,Snow,267<br />
2001-1-10,-11,-14,-18,-12,-18,-22,92,72,44,1019,1015,1010,32,26,19,26,13,,0.00,5,Snow,223<br />
2001-1-11,-1,-6,-11,-4,-9,-13,100,80,55,1021,1013,1009,32,16,3,37,10,40,0.00,5,Snow,293<br />
2001-1-12,-7,-11,-14,-13,-14,-15,92,74,63,1027,1025,1021,32,25,24,19,10,,0.00,1,,258<br />
2001-1-13,-3,-9,-15,-4,-12,-16,100,84,73,1027,1025,1023,32,23,13,13,3,,0.00,7,Snow,109<br />
2001-1-14,-1,-3,-6,-2,-6,-10,100,85,74,1026,1025,1023,24,14,8,24,10,,0.00,7,,315<br />
2001-1-15,-7,-9,-11,-9,-11,-13,100,86,68,1026,1019,1011,32,8,1,29,21,40,0.00,8,Snow,77<br />
2001-1-16,-4,-7,-9,-6,-7,-11,100,92,74,1020,1012,1009,24,8,1,24,6,34,0.00,8,Snow,325<br />
2001-1-17,-9,-13,-17,-12,-15,-21,92,82,72,1025,1023,1020,32,14,2,19,14,,0.00,5,Snow,303<br />
2001-1-18,-8,-15,-21,-9,-16,-23,93,85,78,1025,1020,1015,24,15,4,13,8,,0.00,7,Snow,72<br />
2001-1-19,-1,-8,-16,-3,-9,-21,100,84,61,1021,1015,1012,32,17,10,32,10,40,0.00,6,Snow,313<br />
2001-1-20,-12,-17,-22,-19,-22,-25,78,69,52,1025,1023,1019,24,24,19,14,8,,0.00,1,,321<br />
2001-1-21,-7,-14,-22,-9,-17,-25,100,80,57,1025,1020,1017,32,22,6,16,6,,0.00,4,Snow,262<br />
