GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,23,18,13,13,11,10,82,65,50,1019,1017,1016,10,10,8,21,8,,0.00,1,,228<br />
2001-1-2,24,18,13,14,12,10,88,70,44,1019,1017,1015,10,10,10,14,8,,0.00,1,,187<br />
2001-1-3,28,19,11,13,10,6,100,63,26,1019,1017,1015,8,5,2,13,6,,0.00,0,,101<br />
2001-1-4,26,19,12,12,10,8,88,60,32,1018,1017,1016,10,10,10,23,10,,0.00,1,,144<br />
2001-1-5,25,19,13,11,10,8,82,59,34,1018,1017,1016,10,10,10,24,8,,0.00,1,,202<br />
2001-1-6,23,18,14,11,9,9,72,56,41,1019,1018,1017,10,10,10,29,11,,0.00,2,,270<br />
2001-1-7,24,17,11,12,9,6,88,63,31,1019,1017,1015,10,9,8,14,6,,0.00,1,,41<br />
2001-1-8,25,17,9,12,9,7,88,66,36,1016,1015,1013,8,8,8,13,8,,0.00,1,,109<br />
2001-1-9,21,17,14,17,14,11,88,76,60,1018,1015,1013,10,10,8,21,10,,0.00,4,Rain,53<br />
2001-1-10,20,17,14,14,12,11,94,75,60,1020,1018,1016,10,10,7,19,11,,0.00,5,Rain-Thunderstorm,24<br />
2001-1-11,22,17,13,13,12,9,88,72,43,1020,1018,1017,10,10,8,13,6,,0.00,2,,47<br />
2001-1-12,23,17,11,13,11,9,88,72,44,1020,1019,1017,10,9,8,11,6,,0.00,0,,103<br />
2001-1-13,23,17,11,13,11,7,94,69,36,1021,1019,1018,8,7,7,13,6,,0.00,0,,84<br />
2001-1-14,23,17,11,13,10,7,94,68,36,1022,1020,1018,10,9,7,13,6,,0.00,0,,57<br />
2001-1-15,24,17,11,12,11,9,94,67,38,1022,1020,1019,9,8,8,13,6,,0.00,0,,197<br />
2001-1-16,23,17,11,13,11,9,88,73,50,1022,1020,1018,8,8,8,14,6,,0.00,0,,212<br />
2001-1-17,23,17,12,14,12,11,94,81,50,1020,1018,1017,10,7,4,14,6,,0.00,1,,151<br />
2001-1-18,23,17,12,14,12,11,94,77,50,1019,1017,1015,10,6,3,14,6,,0.00,0,,213<br />
2001-1-19,25,18,11,13,9,3,94,69,24,1019,1016,1014,8,5,1,13,6,,0.00,0,,121<br />
2001-1-20,26,19,12,15,9,2,88,61,21,1018,1016,1015,10,9,8,26,11,,0.00,0,,191<br />
2001-1-21,23,19,15,12,11,10,77,62,44,1020,1017,1016,10,10,10,19,10,,0.00,2,,235<br />
2001-1-22,26,19,12,12,11,6,88,67,28,1020,1017,1016,10,10,10,13,6,,0.00,1,,131<br />
2001-1-23,23,17,12,13,11,7,88,70,36,1019,1017,1016,10,8,3,14,6,,0.00,0,,179<br />
2001-1-24,24,17,11,14,12,10,94,74,41,1020,1018,1016,10,8,6,16,3,,0.00,0,,259<br />
2001-1-25,24,18,13,15,13,12,94,73,47,1020,1018,1016,10,8,1,14,8,,0.00,1,,223<br />
2001-1-26,23,17,12,11,10,9,88,66,41,1019,1016,1015,10,9,8,13,6,,0.00,1,,222<br />
2001-1-27,24,17,10,15,11,3,94,67,25,1018,1016,1015,10,10,10,24,8,,0.00,4,Rain,268<br />
2001-1-28,20,18,17,13,8,4,73,51,42,1019,1017,1016,10,10,8,35,23,,0.00,3,Rain,277<br />
2001-1-29,20,13,7,5,2,-1,87,50,24,1023,1020,1018,10,10,10,21,10,,0.00,2,,45<br />
2001-1-30,21,13,6,3,1,0,66,46,26,1025,1022,1021,,,,21,8,,0.00,,,40<br />
2001-1-31,21,13,7,9,6,3,77,60,43,1022,1020,1019,10,10,10,14,6,,0.00,1,,245<br />
2001-2-1,23,16,9,9,7,5,87,59,31,1022,1020,1018,10,10,10,16,6,,0.00,3,,38<br />
2001-2-2,23,16,8,12,8,5,82,65,44,1020,1018,1016,,,,16,5,,0.00,,,286<br />
2001-2-3,21,16,11,12,11,9,88,72,49,1019,1016,1015,10,8,6,14,5,,0.00,3,,227<br />
2001-2-4,23,17,10,10,8,4,88,64,29,1016,1014,1012,8,6,3,13,3,,0.00,0,,247<br />
2001-2-5,24,17,9,14,5,-6,94,53,14,1015,1013,1011,,,,21,8,,0.00,,,232<br />
2001-2-6,23,18,13,11,9,6,82,60,33,1018,1016,1014,10,10,10,32,14,,0.00,2,,237<br />
2001-2-7,24,18,12,11,9,6,77,60,31,1020,1017,1016,10,10,10,14,6,,0.00,2,,198<br />
2001-2-8,24,17,10,12,10,6,94,68,33,1019,1017,1016,9,8,7,14,3,,0.00,0,,64<br />
2001-2-9,28,19,11,15,11,4,94,68,23,1020,1018,1017,8,7,5,14,8,,0.00,1,,69<br />
2001-2-10,32,23,15,13,7,2,77,42,15,1019,1017,1014,10,10,10,19,8,,0.00,6,Rain,80<br />
2001-2-11,28,21,15,17,10,3,78,50,25,1016,1015,1013,10,10,8,21,10,,0.00,4,,257<br />
2001-2-12,21,19,16,14,9,7,68,54,40,1018,1016,1015,10,9,6,35,21,58,0.00,2,,267<br />
2001-2-13,25,19,13,13,9,6,82,61,29,1020,1018,1017,10,10,10,14,10,,0.00,1,,151<br />
2001-2-14,25,17,9,11,7,3,76,54,26,1019,1017,1015,,,,16,8,,0.00,,,63<br />
2001-2-15,26,19,13,14,8,4,77,53,24,1018,1016,1015,,,,26,10,,0.00,,,180<br />
2001-2-16,25,19,13,15,12,10,88,67,39,1020,1018,1016,,,,16,5,,0.00,,,286<br />
2001-2-17,26,19,13,16,12,6,94,70,29,1019,1017,1015,9,6,2,11,6,,0.00,2,,244<br />
2001-2-18,30,21,13,15,12,7,94,65,25,1016,1014,1012,8,5,1,19,6,,0.00,4,,83<br />
2001-2-19,27,21,16,17,13,12,82,62,39,1017,1015,1013,10,9,7,24,11,,0.00,3,,275<br />
2001-2-20,27,20,14,15,13,12,94,68,42,1018,1016,1014,8,8,8,14,5,,0.00,1,,314<br />
2001-2-21,32,22,12,15,13,10,94,62,27,1014,1010,1008,8,6,4,27,8,,0.00,1,,107<br />
2001-2-22,27,22,17,16,13,11,77,62,44,1013,1011,1009,8,8,7,16,6,,0.00,2,,258<br />
2001-2-23,29,21,14,16,13,9,94,64,30,1015,1012,1011,8,8,8,14,5,,0.00,2,,340<br />
2001-2-24,25,21,18,15,13,9,83,63,38,1016,1015,1012,,,,24,8,,0.00,,,243<br />
2001-2-25,25,19,13,14,13,11,94,69,41,1017,1015,1013,9,9,8,13,8,,0.00,1,,219<br />
2001-2-26,24,19,14,13,12,11,88,67,44,1016,1014,1013,10,9,8,24,11,,0.00,3,,226<br />
2001-2-27,25,19,13,15,13,11,88,71,47,1017,1016,1014,8,8,8,14,11,,0.00,0,,217<br />
2001-2-28,26,19,12,17,13,11,100,76,41,1020,1018,1016,8,4,0,16,6,,0.00,2,Fog,19<br />
2001-3-1,30,21,12,18,12,2,94,69,17,1021,1019,1017,9,3,0,14,5,,0.00,2,Fog,12<br />
2001-3-2,32,22,13,17,10,-1,100,58,12,1021,1019,1016,7,2,0,19,6,,0.00,1,Fog,93<br />
2001-3-3,32,23,16,12,7,-1,68,42,12,1019,1017,1015,,,,19,8,,0.00,,,118<br />
2001-3-4,31,23,15,17,8,-1,88,49,13,1019,1017,1016,,,,23,8,,0.00,,,186<br />
2001-3-5,28,21,14,18,14,8,94,70,30,1018,1016,1014,9,7,6,21,8,,0.00,2,,213<br />
2001-3-6,28,22,16,17,14,7,94,69,26,1016,1015,1013,8,6,1,21,11,,0.00,0,,215<br />
2001-3-7,27,21,16,16,14,9,88,68,32,1016,1014,1013,8,8,8,21,11,,0.00,0,,216<br />
2001-3-8,26,19,13,18,15,13,100,80,51,1016,1013,1011,9,3,0,16,6,,0.00,3,Fog,318<br />
2001-3-9,34,24,15,18,14,5,100,70,16,1014,1012,1010,9,2,0,19,5,,0.00,3,Fog,69<br />
2001-3-10,37,27,17,15,9,0,68,37,10,1012,1010,1007,8,8,8,19,10,,0.00,3,,85<br />
2001-3-11,30,26,20,19,14,5,78,51,22,1013,1010,1006,10,8,5,26,16,,0.00,2,,230<br />
2001-3-12,26,21,16,16,14,10,94,66,39,1014,1012,1011,10,9,8,23,10,40,0.00,3,,280<br />
2001-3-13,28,21,15,17,13,7,94,63,26,1014,1012,1010,10,8,6,21,6,,0.00,1,,19<br />
2001-3-14,32,23,16,16,10,2,88,48,15,1013,1011,1009,,,,21,8,,0.00,0,,61<br />
2001-3-15,33,27,21,16,12,7,56,41,22,1014,1011,1010,10,10,8,21,13,,0.00,2,,81<br />
2001-3-16,32,27,23,18,16,14,69,51,36,1014,1011,1009,10,10,10,19,11,,0.00,3,,89<br />
2001-3-17,29,26,22,20,18,16,88,70,51,1014,1012,1011,10,8,5,23,16,,0.00,4,,238<br />
2001-3-18,25,22,19,18,16,14,88,71,57,1016,1014,1011,10,9,6,26,11,,0.00,6,Rain,226<br />
2001-3-19,28,21,15,17,16,13,88,72,47,1017,1015,1014,10,9,8,21,6,,0.00,4,,264<br />
2001-3-20,24,20,16,18,17,15,100,82,61,1017,1014,1012,10,5,0,19,8,,0.00,4,Fog-Rain,209<br />
2001-3-21,27,21,16,16,15,13,94,72,44,1014,1012,1009,10,7,4,21,10,,0.00,2,,225<br />
2001-3-22,28,21,14,16,14,10,88,67,34,1012,1010,1008,8,8,8,16,10,,0.00,0,,226<br />
2001-3-23,31,26,20,18,14,9,83,60,25,1011,1009,1007,10,9,8,16,8,,0.00,5,Rain,223<br />
2001-3-24,30,23,17,16,13,9,88,56,29,1011,1009,1007,10,10,10,19,8,,0.00,3,,354<br />
2001-3-25,35,26,16,19,12,4,77,48,15,1008,1006,1003,10,8,3,27,10,,0.00,2,,82<br />
2001-3-26,28,24,22,20,10,3,78,41,20,1012,1010,1005,10,10,10,29,16,,0.00,1,,284<br />
2001-3-27,25,23,21,14,12,7,64,50,38,1013,1012,1010,10,7,3,35,24,52,0.00,2,,273<br />
2001-3-28,27,21,16,18,14,12,88,64,39,1014,1013,1011,10,10,10,19,11,,0.00,1,,244<br />
2001-3-29,29,21,14,17,14,8,100,71,30,1013,1011,1009,9,4,0,19,6,,0.00,3,Fog,338<br />
2001-3-30,33,24,16,19,14,0,94,69,12,1012,1011,1010,8,5,0,19,6,,0.00,5,Fog,198<br />
2001-3-31,30,22,15,18,16,10,94,70,29,1015,1013,1011,8,4,1,19,6,,0.00,1,Fog,21<br />
2001-4-1,32,24,17,19,16,13,100,72,33,1017,1015,1013,9,4,0,19,6,,0.00,1,Fog,10<br />
2001-4-2,35,26,17,15,10,0,82,48,11,1015,1013,1012,8,8,8,23,8,,0.00,0,,96<br />
2001-4-3,35,26,17,16,6,-4,69,34,8,1014,1012,1011,,,,19,8,,0.00,,,137<br />
2001-4-4,36,27,18,17,8,-2,64,39,9,1015,1013,1011,8,8,8,16,8,,0.00,0,,95<br />
2001-4-5,37,27,17,21,13,1,94,51,12,1014,1012,1011,8,7,5,23,8,,0.00,0,,359<br />
2001-4-6,39,27,16,19,9,-7,94,48,5,1012,1011,1009,9,4,2,23,10,,0.00,0,,204<br />
2001-4-7,40,29,19,14,4,-5,64,28,6,1014,1012,1010,8,7,6,26,11,,0.00,0,,144<br />
2001-4-8,39,29,19,11,2,-5,36,20,7,1013,1010,1009,9,8,6,29,10,45,0.00,0,,121<br />
2001-4-9,38,29,20,14,3,-4,47,22,7,1009,1007,1005,,,,29,13,,0.00,,,162<br />
2001-4-10,30,26,22,20,16,8,83,56,32,1011,1008,1006,10,8,7,24,11,,0.00,1,,245<br />
2001-4-11,31,24,19,18,15,10,83,60,29,1012,1010,1009,10,10,10,23,13,,0.00,1,,220<br />
2001-4-12,32,24,17,18,16,8,88,66,22,1011,1009,1007,,,,23,10,,0.00,0,,189<br />
2001-4-13,33,26,18,20,15,5,88,60,18,1009,1007,1006,8,7,5,24,10,,0.00,0,,225<br />
2001-4-14,30,24,19,20,15,11,88,61,31,1012,1010,1008,9,9,9,23,13,,0.00,0,,222<br />
2001-4-15,32,23,16,19,14,4,83,59,17,1015,1013,1011,,,,16,8,,0.00,,,176<br />
2001-4-16,33,26,18,20,17,10,100,72,24,1013,1011,1009,8,3,0,21,8,,0.00,0,Fog,201<br />
2001-4-17,35,27,18,20,13,0,83,54,11,1009,1008,1006,,,,23,10,,0.00,,,232<br />
2001-4-18,30,25,20,20,16,13,83,60,35,1010,1008,1005,,,,26,16,,0.00,,,233<br />
2001-4-19,32,26,19,19,16,11,83,61,27,1011,1009,1008,8,8,8,24,14,,0.00,0,,212<br />
2001-4-20,30,23,16,20,17,15,94,71,45,1011,1009,1008,10,9,7,16,10,,0.00,1,,233<br />
2001-4-21,31,24,18,21,17,7,94,69,45,1011,1009,1007,10,4,0,21,6,,0.00,1,Fog,354<br />
2001-4-22,33,26,18,21,17,12,100,65,29,1011,1010,1008,7,2,0,21,6,,0.00,2,Fog,230<br />
2001-4-23,33,28,23,18,15,10,73,50,26,1011,1010,1009,8,8,7,16,10,,0.00,5,,224<br />
2001-4-24,33,26,19,21,15,9,83,54,24,1011,1010,1009,,,,26,11,,0.00,,,218<br />
2001-4-25,33,26,19,19,14,9,78,49,23,1010,1008,1006,8,8,8,21,11,,0.00,1,,223<br />
2001-4-26,38,28,19,14,8,4,56,30,13,1007,1006,1005,8,8,8,21,8,,0.00,0,,226<br />
2001-4-27,35,28,21,22,17,10,89,56,36,1008,1006,1005,8,7,1,16,8,,0.00,1,Fog,246<br />
2001-4-28,38,30,22,22,19,15,88,61,25,1007,1005,1003,8,8,8,21,10,,0.00,0,,226<br />
2001-4-29,40,31,23,20,16,7,78,46,17,1007,1005,1004,,,,24,11,,0.00,,,225<br />
2001-4-30,37,31,25,16,14,11,54,38,22,1008,1006,1004,8,8,8,29,14,,0.00,1,,227<br />
2001-5-1,39,31,24,17,12,4,61,34,11,1009,1007,1006,,,,23,11,,0.00,,,226<br />
2001-5-2,44,33,23,15,8,3,45,25,9,1007,1005,1003,,,,21,8,,0.00,,,91<br />
2001-5-3,45,35,25,13,8,3,39,22,8,1004,1002,1001,8,8,7,32,11,,0.00,0,,125<br />
2001-5-4,42,36,29,8,6,2,25,17,10,1006,1004,1001,9,6,5,29,14,,0.00,2,,130<br />
2001-5-5,43,34,27,13,8,4,29,21,11,1008,1006,1004,8,8,8,24,11,,0.00,6,,160<br />
2001-5-6,41,33,26,18,11,4,48,26,10,1006,1005,1004,,,,26,10,,0.00,,,245<br />
2001-5-7,34,29,25,19,17,13,61,48,28,1006,1005,1004,,,,26,14,,0.00,,,234<br />
2001-5-8,36,29,23,17,13,2,61,40,19,1006,1005,1004,,,,23,13,,0.00,,,213<br />
