CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-13,-17,-20,-16,-20,-24,100,81,71,1025,1023,1022,24,17,3,34,23,,0.00,2,Snow,128<br />
2001-1-2,0,-8,-16,0,-9,-17,100,92,80,1026,1024,1021,24,15,2,35,18,,0.00,7,Snow,273<br />
2001-1-3,1,-7,-13,-1,-9,-15,100,88,79,1022,1019,1008,24,22,10,35,10,,0.00,7,,227<br />
2001-1-4,3,-2,-8,-1,-4,-10,86,77,69,1016,1010,1004,24,24,24,55,40,64,0.00,4,Rain,286<br />
2001-1-5,3,-6,-13,0,-7,-15,92,84,74,1017,1008,998,24,23,16,47,24,55,0.00,5,Rain,240<br />
2001-1-6,1,-1,-3,0,-2,-5,100,89,75,1017,1009,1002,24,18,2,37,27,,0.00,6,Snow,303<br />
2001-1-7,1,-7,-14,-1,-11,-15,93,87,79,1025,1022,1017,24,22,6,47,26,55,0.00,2,,259<br />
2001-1-8,-7,-11,-15,-10,-13,-16,92,87,79,1021,1017,1011,24,24,16,29,18,,0.00,1,,123<br />
2001-1-9,2,-6,-12,-2,-9,-14,93,82,70,1010,1009,1007,24,24,24,34,19,,0.00,6,,200<br />
2001-1-10,-5,-11,-16,-8,-11,-18,100,87,80,1016,1013,1009,24,17,0,26,8,,0.00,5,Fog,125<br />
2001-1-11,-7,-12,-18,-9,-12,-19,93,87,79,1019,1016,1015,24,18,0,26,18,,0.00,4,Fog,133<br />
2001-1-12,-8,-11,-13,-10,-12,-14,93,89,85,1023,1020,1019,6,2,0,19,6,,0.00,7,Fog-Snow,331<br />
2001-1-13,-9,-10,-10,-10,-11,-12,93,90,86,1026,1025,1023,24,12,2,16,11,,0.00,8,Snow,51<br />
2001-1-14,-9,-10,-11,-11,-11,-13,93,90,85,1026,1025,1024,24,6,2,10,5,,0.00,8,Snow,118<br />
2001-1-15,-9,-12,-14,-11,-13,-15,92,86,85,1031,1029,1026,16,8,2,24,16,,0.00,8,Snow,331<br />
2001-1-16,-8,-13,-16,-10,-14,-17,93,89,85,1031,1027,1020,24,16,5,24,10,,0.00,7,Snow,191<br />
2001-1-17,-2,-6,-8,-3,-6,-10,93,86,80,1020,1016,1014,24,20,2,48,32,60,0.00,6,Snow,296<br />
2001-1-18,-8,-12,-16,-10,-14,-17,92,84,73,1031,1027,1021,24,20,8,34,21,45,0.00,7,Snow,318<br />
2001-1-19,-8,-13,-17,-10,-14,-19,93,87,79,1029,1021,1015,24,23,10,23,16,,0.00,5,,165<br />
2001-1-20,-8,-13,-19,-10,-16,-21,93,88,78,1026,1022,1016,24,16,10,19,8,,0.00,3,,284<br />
2001-1-21,-5,-11,-18,-7,-14,-20,93,86,79,1026,1022,1017,24,23,13,14,10,,0.00,6,Fog,134<br />
2001-1-22,-2,-8,-14,-3,-9,-17,93,84,79,1027,1023,1016,24,15,1,34,19,29,0.00,4,Snow,288<br />
2001-1-23,-12,-17,-23,-15,-18,-24,92,87,79,1035,1030,1027,24,19,1,19,10,,0.00,0,Fog,298<br />
2001-1-24,-13,-19,-25,-15,-20,-27,92,90,84,1035,1029,1018,24,12,0,29,13,,0.00,2,Fog,129<br />
2001-1-25,-5,-12,-19,-8,-13,-21,93,87,80,1022,1014,1010,24,18,2,37,21,47,0.00,5,Fog-Snow,12<br />
2001-1-26,-6,-11,-15,-9,-13,-16,100,91,80,1027,1024,1018,24,10,0,34,18,39,0.00,4,Fog-Snow,250<br />
2001-1-27,-7,-11,-15,-11,-13,-17,93,86,74,1023,1020,1016,24,23,8,39,23,,0.00,3,,249<br />
2001-1-28,-4,-10,-16,-8,-13,-18,92,84,74,1018,1011,1008,24,23,8,21,14,,0.00,5,,141<br />
2001-1-29,-9,-13,-17,-12,-16,-19,92,85,79,1008,1006,1002,24,19,1,23,11,,0.00,5,,121<br />
2001-1-30,-5,-8,-11,-8,-11,-14,92,80,73,1011,1008,1002,24,23,10,42,24,52,0.00,3,Snow,283<br />
2001-1-31,-7,-17,-27,-9,-19,-32,86,74,60,1031,1019,1011,24,10,1,45,34,53,0.00,6,Snow,327<br />
2001-2-1,-16,-24,-33,-19,-29,-38,83,69,62,1035,1030,1019,24,21,6,40,16,47,0.00,4,Snow,151<br />
2001-2-2,-1,-8,-15,-3,-10,-18,100,87,78,1017,1011,1005,24,18,2,32,19,,0.00,7,Snow,174<br />
2001-2-3,0,-6,-11,-2,-6,-12,100,87,80,1021,1012,1004,24,17,2,35,24,,0.00,6,Snow,300<br />
2001-2-4,-6,-10,-13,-8,-12,-15,92,85,79,1022,1019,1015,24,24,24,26,16,,0.00,3,,264<br />
2001-2-5,-6,-12,-18,-8,-13,-20,100,87,80,1021,1018,1015,24,24,24,23,11,,0.00,5,,295<br />
2001-2-6,-9,-17,-26,-11,-18,-30,86,81,70,1028,1024,1021,24,24,13,35,24,,0.00,5,Snow,295<br />
2001-2-7,-18,-23,-29,-21,-27,-33,84,73,69,1033,1031,1028,24,10,0,13,6,,0.00,3,Fog-Snow,305<br />
2001-2-8,-20,-26,-32,-24,-31,-36,77,71,63,1035,1034,1033,24,7,0,13,3,,0.00,5,Fog-Snow,137<br />
2001-2-9,-23,-26,-30,-27,-30,-35,71,69,63,1033,1032,1030,24,24,16,14,8,,0.00,2,,80<br />
2001-2-10,-19,-24,-29,-23,-28,-33,71,69,63,1030,1029,1028,24,12,2,39,26,50,0.00,4,Snow,120<br />
2001-2-11,-19,-22,-26,-24,-27,-30,71,69,65,1028,1027,1026,24,22,13,29,23,,0.00,1,Snow,142<br />
2001-2-12,-15,-22,-29,-18,-25,-34,78,72,63,1027,1022,1019,13,7,2,27,8,,0.00,6,Snow,154<br />
2001-2-13,-19,-22,-28,-23,-26,-32,77,70,65,1033,1029,1021,24,11,2,34,23,,0.00,2,Snow,301<br />
2001-2-14,-8,-19,-29,-10,-27,-33,86,72,64,1031,1016,1003,24,14,2,39,21,47,0.00,5,Snow,168<br />
2001-2-15,-12,-18,-26,-14,-21,-30,85,75,66,1031,1020,1009,24,8,1,55,35,58,0.00,6,Snow,320<br />
2001-2-16,-20,-24,-28,-25,-28,-32,76,68,60,1042,1039,1032,24,22,13,32,16,,0.00,3,Snow,290<br />
2001-2-17,-16,-22,-29,-20,-28,-34,78,69,63,1040,1034,1026,24,24,24,19,13,,0.00,0,,221<br />
2001-2-18,-13,-19,-26,-16,-23,-31,85,72,64,1025,1018,1014,24,24,24,29,11,,0.00,4,Snow,49<br />
2001-2-19,-16,-19,-23,-19,-22,-27,78,71,65,1024,1022,1020,24,18,1,35,16,,0.00,4,Snow,297<br />
2001-2-20,-18,-24,-30,-24,-28,-35,71,65,55,1036,1032,1025,24,24,19,32,18,,0.00,0,,275<br />
2001-2-21,-9,-17,-25,-10,-21,-29,93,78,64,1033,1021,1013,24,5,0,55,31,63,0.00,5,Snow,211<br />
2001-2-22,-14,-19,-23,-16,-21,-26,85,77,71,1025,1023,1018,24,22,3,27,18,,0.00,3,Snow,274<br />
2001-2-23,-9,-16,-23,-11,-18,-27,86,78,65,1024,1016,1012,24,7,1,45,26,53,0.00,7,Snow,136<br />
2001-2-24,-9,-12,-14,-11,-13,-17,92,83,73,1019,1015,1012,24,13,2,24,14,,0.00,8,Snow,352<br />
2001-2-25,-15,-21,-27,-18,-24,-31,92,75,66,1033,1025,1020,24,16,2,26,18,,0.00,5,Snow,334<br />
2001-2-26,-21,-27,-34,-27,-33,-39,70,65,57,1042,1038,1034,24,24,19,16,13,,0.00,0,,271<br />
2001-2-27,-10,-21,-32,-13,-24,-37,79,70,63,1041,1032,1020,24,23,16,37,16,,0.00,2,Snow,202<br />
2001-2-28,0,-6,-11,-5,-10,-14,80,72,64,1018,1011,1004,24,24,24,37,26,,0.00,5,Snow,227<br />
2001-3-1,1,-3,-10,-4,-8,-13,86,75,68,1010,1006,1000,24,24,24,39,23,48,0.00,3,,272<br />
2001-3-2,-1,-7,-12,-5,-10,-14,93,81,73,1010,1007,1005,24,22,5,26,13,,0.00,5,,121<br />
2001-3-3,-5,-10,-14,-8,-11,-16,93,86,80,1024,1016,1008,19,8,0,14,6,,0.00,6,Fog,109<br />
2001-3-4,-4,-6,-7,-6,-7,-9,86,86,86,1030,1028,1024,13,5,1,23,11,,0.00,8,Snow,134<br />
2001-3-5,-4,-7,-8,-7,-8,-11,86,81,74,1030,1028,1025,24,13,5,42,26,53,0.00,7,,141<br />
2001-3-6,-3,-7,-9,-6,-7,-11,93,85,80,1030,1027,1024,16,9,1,37,21,47,0.00,6,Fog-Snow,289<br />
2001-3-7,-2,-9,-15,-6,-11,-17,86,80,69,1030,1028,1027,24,16,1,27,14,,0.00,1,,286<br />
2001-3-8,0,-8,-16,-4,-11,-18,93,82,74,1027,1021,1014,24,17,10,39,16,34,0.00,1,,127<br />
2001-3-9,0,-4,-9,-1,-6,-11,93,84,80,1018,1014,1011,24,9,0,48,26,50,0.00,7,Fog-Snow,320<br />
2001-3-10,-2,-8,-14,-5,-10,-16,92,78,64,1021,1019,1015,24,23,16,32,19,,0.00,5,Snow,260<br />
2001-3-11,1,-4,-8,-1,-6,-11,93,83,75,1013,1006,1003,24,21,2,40,24,,0.00,6,Snow,193<br />
2001-3-12,3,0,-3,0,-2,-5,93,83,70,1004,1000,996,24,19,0,60,18,58,0.00,7,Rain-Snow,259<br />
2001-3-13,2,-1,-4,-1,-4,-7,86,79,70,1005,1004,1003,24,24,24,26,14,,0.00,5,,292<br />
2001-3-14,0,-4,-8,-4,-6,-11,86,77,69,1024,1015,1005,24,24,24,23,8,,0.00,6,,12<br />
2001-3-15,0,-2,-5,-2,-6,-8,93,85,80,1023,1021,1019,24,16,0,16,8,,0.00,7,Fog,211<br />
2001-3-16,1,-4,-10,-2,-7,-12,86,82,75,1020,1019,1018,24,24,24,32,14,37,0.00,3,,136<br />
2001-3-17,2,-2,-6,-1,-4,-9,87,82,74,1018,1016,1014,24,24,24,26,21,,0.00,5,,136<br />
