WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-2,-6,-8,-8,-7,-8,-9,93,93,93,991,990,987,3,2,1,16,11,,0.00,,Snow,291<br />
2001-1-3,-2,-3,-3,-2,-3,-7,100,92,69,989,988,987,10,7,2,32,14,,0.00,6,Snow,90<br />
2001-1-4,-11,-12,-12,-14,-16,-17,79,74,62,1006,1004,1001,10,8,3,29,23,,0.00,6,Snow,230<br />
2001-1-5,-6,-9,-11,-11,-17,-22,79,52,28,1010,1007,1006,10,9,4,53,37,84,0.00,4,Snow,87<br />
2001-1-6,-4,-6,-6,-12,-13,-15,59,53,50,1008,1008,1008,10,10,10,26,13,,0.00,7,Snow,88<br />
2001-1-8,-10,-12,-13,-12,-14,-17,86,79,73,1019,1016,1013,10,10,8,42,39,63,0.00,6,Snow,222<br />
2001-1-9,-12,-13,-13,-18,-19,-20,67,60,52,1016,1014,1011,10,10,10,19,14,,0.00,6,,42<br />
2001-1-10,-10,-11,-12,-12,-13,-14,92,85,79,998,998,997,10,4,1,34,11,50,0.00,6,Snow,340<br />
2001-1-11,-10,-11,-11,-15,-16,-18,67,63,57,994,993,993,10,10,10,26,8,53,0.00,6,Snow,70<br />
2001-1-12,-12,-13,-15,-15,-21,-23,85,58,44,1000,999,997,10,9,2,26,19,95,0.00,1,Snow,129<br />
2001-1-13,-15,-17,-18,-18,-19,-22,85,78,72,988,987,986,10,3,1,39,24,69,0.00,4,Snow,320<br />
2001-1-15,-16,-18,-21,-25,-27,-28,60,53,47,1002,1001,1000,10,10,10,10,5,,0.00,1,,96<br />
2001-1-16,-14,-17,-19,-20,-24,-28,61,51,43,997,996,994,10,10,10,8,3,,0.00,6,,66<br />
2001-1-17,-10,-11,-11,-14,-16,-19,79,66,53,1007,1005,1002,10,7,1,42,21,58,0.00,6,Snow,124<br />
2001-1-18,-14,-16,-16,-23,-26,-27,48,41,34,1004,1003,1002,10,10,10,8,5,,0.00,0,,85<br />
2001-1-19,-12,-14,-16,-16,-18,-23,85,69,52,995,994,993,10,6,1,37,11,63,0.00,6,Snow,210<br />
2001-1-20,-15,-16,-17,-19,-20,-21,78,74,72,1003,1003,1003,10,10,10,2,0,,0.00,4,,100<br />
2001-1-22,-18,-18,-19,-23,-23,-24,71,66,60,998,997,997,10,10,10,10,3,,0.00,2,,80<br />
2001-1-23,-19,-20,-22,-24,-26,-26,71,68,65,997,995,994,10,10,10,13,10,,0.00,1,,102<br />
2001-1-24,-16,-17,-18,-21,-22,-23,72,66,61,993,993,993,10,10,10,11,5,,0.00,7,,76<br />
