IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,19,13,8,12,9,6,100,79,49,1020,1019,1018,5,3,0,14,3,,0.00,0,Fog,291<br />
2001-1-2,20,13,6,11,9,6,100,77,49,1019,1017,1015,6,3,0,11,2,,0.00,1,Fog,285<br />
2001-1-3,20,14,9,16,12,8,100,84,60,1015,1014,1013,6,4,0,29,13,,0.00,4,Fog-Rain-Thunderstorm,134<br />
2001-1-4,17,14,12,12,11,8,94,78,55,1019,1017,1015,8,7,6,11,5,,0.00,4,,188<br />
2001-1-5,17,13,9,12,9,7,100,80,52,1020,1019,1018,10,6,0,11,2,,0.00,3,Fog,338<br />
2001-1-6,18,14,10,10,9,5,94,75,42,1021,1020,1019,10,7,5,14,3,,0.00,2,,299<br />
2001-1-7,17,13,9,10,9,6,100,77,52,1020,1019,1016,10,5,1,14,2,,0.00,5,Rain,300<br />
2001-1-8,14,12,11,12,12,10,100,93,88,1018,1017,1016,6,4,2,14,6,,0.00,8,Rain,357<br />
2001-1-9,20,16,12,12,10,8,100,77,46,1020,1018,1016,6,5,4,6,2,,0.00,6,Rain,317<br />
2001-1-10,19,14,9,12,10,9,100,81,59,1022,1021,1020,7,5,1,14,3,,0.00,0,,294<br />
2001-1-11,19,13,8,10,9,7,100,77,46,1022,1021,1020,6,4,1,11,3,,0.00,0,Fog,295<br />
2001-1-12,18,13,8,10,8,7,93,76,52,1022,1020,1019,6,4,2,14,2,,0.00,0,,287<br />
2001-1-13,20,14,9,10,9,8,100,76,49,1022,1021,1020,8,5,3,14,3,,0.00,0,,304<br />
2001-1-14,15,11,7,10,9,7,100,89,67,1024,1023,1021,6,4,0,18,11,,0.00,1,Fog,289<br />
2001-1-15,18,12,7,12,9,6,100,82,49,1023,1022,1020,6,3,0,11,3,,0.00,0,Fog,295<br />
2001-1-16,18,11,5,12,9,5,100,81,52,1023,1021,1019,7,2,0,11,2,,0.00,1,Fog,326<br />
2001-1-17,17,12,7,10,9,6,100,80,59,1020,1019,1016,5,4,2,0,0,,0.00,5,,-1<br />
2001-1-18,20,13,7,11,8,5,100,74,37,1019,1016,1015,10,4,0,14,3,,0.00,2,Fog,110<br />
2001-1-19,16,13,11,12,9,6,94,79,52,1016,1014,1012,7,5,2,40,10,,0.00,4,Rain-Thunderstorm,71<br />
2001-1-20,18,14,10,11,9,7,100,76,52,1021,1017,1015,8,7,4,18,6,,0.00,1,,306<br />
2001-1-21,19,13,8,9,8,6,93,69,45,1023,1021,1020,7,6,4,18,6,,0.00,0,,308<br />
2001-1-22,19,14,9,9,7,6,93,67,43,1021,1019,1018,10,8,3,14,2,,0.00,3,,332<br />
2001-1-23,17,13,11,11,9,6,88,73,52,1018,1016,1014,10,8,5,14,2,,0.00,6,Rain,80<br />
2001-1-24,17,13,10,10,7,4,88,67,45,1022,1018,1014,10,7,5,21,10,,0.00,2,,297<br />
2001-1-25,16,11,7,6,3,-3,87,60,29,1023,1021,1018,10,10,10,14,3,,0.00,5,,298<br />
