IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,16,13,11,13,12,10,100,91,82,1015,1013,1012,6,4,3,0,0,,0.00,6,,-1<br />
2001-1-2,17,11,5,13,9,4,100,85,72,1019,1017,1014,3,1,0,8,2,,0.00,2,Fog,9<br />
2001-1-3,10,8,5,9,8,4,100,94,87,1021,1019,1018,1,1,0,11,5,,0.00,4,Fog,286<br />
2001-1-4,13,10,7,10,8,5,100,88,77,1020,1019,1018,3,2,2,14,8,,0.00,7,,311<br />
2001-1-5,13,8,4,10,7,3,100,85,72,1020,1018,1016,4,2,0,10,5,,0.00,5,Fog,273<br />
2001-1-6,12,8,4,8,6,3,93,86,72,1020,1019,1018,2,2,2,10,5,,0.00,7,,110<br />
2001-1-7,9,7,5,7,5,4,93,90,82,1019,1019,1018,2,2,1,11,8,,0.00,4,,11<br />
2001-1-8,14,8,2,8,5,2,100,79,63,1018,1016,1015,3,2,0,8,2,,0.00,0,Fog,290<br />
2001-1-9,17,9,2,8,4,2,100,81,52,1019,1017,1015,3,1,0,10,2,,0.00,0,Fog,272<br />
2001-1-10,16,10,4,8,6,3,93,78,59,1019,1017,1015,2,1,0,8,3,,0.00,0,Fog,273<br />
2001-1-11,8,6,4,7,6,4,100,96,87,1016,1015,1013,1,0,0,3,2,,0.00,,Fog,229<br />
2001-1-12,14,10,6,10,7,5,100,90,77,1017,1015,1014,2,1,0,6,2,,0.00,3,Fog,16<br />
2001-1-13,11,7,3,9,4,2,100,95,87,1019,1018,1017,2,0,0,8,2,,0.00,3,Fog,298<br />
2001-1-14,6,6,5,6,5,4,100,98,93,1018,1017,1016,0,0,0,0,0,,0.00,,Fog,-1<br />
2001-1-15,9,7,6,9,8,6,100,97,93,1020,1019,1016,1,0,0,0,0,,0.00,,Fog,-1<br />
2001-1-16,10,8,5,7,6,5,100,93,82,1021,1020,1018,1,1,0,8,2,,0.00,4,Fog,308<br />
2001-1-17,13,9,5,9,7,4,100,92,77,1023,1021,1019,3,1,0,6,2,,0.00,2,Fog,290<br />
2001-1-18,18,10,3,7,5,3,100,75,45,1021,1020,1018,3,2,0,8,3,,0.00,2,Fog,286<br />
2001-1-19,18,10,3,9,5,2,93,77,40,1020,1018,1016,4,2,0,6,2,,0.00,2,Fog,242<br />
2001-1-20,18,10,2,10,6,1,100,83,59,1019,1017,1015,3,1,0,0,0,,0.00,0,Fog,-1<br />
2001-1-21,18,10,2,9,6,1,93,78,52,1014,1013,1011,2,1,0,6,2,,0.00,2,Fog,100<br />
2001-1-22,14,11,8,10,8,6,93,82,72,1012,1011,1010,2,1,1,10,6,,0.00,4,,21<br />
2001-1-23,20,13,6,12,7,5,93,78,49,1017,1014,1012,6,4,2,10,5,,0.00,1,,330<br />
2001-1-24,20,11,3,7,3,0,93,61,30,1018,1016,1014,6,5,2,29,10,,0.00,0,,296<br />
2001-1-25,21,11,2,5,2,1,93,55,27,1016,1014,1012,7,6,4,14,5,,0.00,0,,284<br />
2001-1-26,22,13,4,6,4,3,93,69,29,1016,1015,1013,7,3,2,58,6,,0.00,0,,302<br />
2001-1-27,23,13,3,6,3,0,81,57,25,1016,1015,1014,8,5,3,23,6,,0.00,0,,294<br />
2001-1-28,22,13,4,9,4,-1,93,59,25,1016,1014,1011,7,5,4,14,5,,0.00,1,,304<br />
2001-1-29,23,13,4,10,7,1,88,72,38,1015,1014,1013,5,4,1,3,0,,0.00,0,Fog,110<br />
2001-1-30,25,16,6,10,7,4,87,59,32,1015,1013,1011,6,4,3,23,5,,0.00,0,,144<br />
2001-1-31,22,13,6,10,5,2,94,59,35,1017,1014,1012,8,5,1,19,6,,0.00,0,,303<br />
2001-2-1,20,9,0,6,1,-2,93,62,28,1016,1015,1014,6,5,4,23,6,,0.00,0,,291<br />
2001-2-2,21,11,2,7,4,1,93,60,28,1017,1014,1013,6,5,3,19,5,,0.00,0,,272<br />
2001-2-3,21,12,3,8,3,1,93,55,28,1014,1012,1010,6,5,2,10,3,,0.00,0,,269<br />
2001-2-4,22,12,3,8,6,2,100,62,31,1015,1013,1011,4,3,1,10,3,,0.00,1,,178<br />
2001-2-5,21,12,3,6,4,2,93,69,33,1017,1015,1013,5,3,1,14,2,,0.00,0,,312<br />
2001-2-6,22,13,5,6,4,2,93,67,31,1017,1016,1015,6,3,1,14,3,,0.00,0,Fog,311<br />
2001-2-7,23,14,5,8,4,1,81,58,27,1016,1015,1014,6,4,3,13,3,,0.00,0,,307<br />
2001-2-8,24,17,11,6,4,3,71,44,27,1016,1015,1013,6,5,3,26,14,,0.00,0,,301<br />
2001-2-9,23,13,4,9,4,0,81,60,31,1013,1012,1010,6,5,4,14,5,,0.00,0,,267<br />
2001-2-10,24,14,6,6,5,3,87,61,31,1014,1013,1012,6,3,1,23,3,,0.00,0,,315<br />
2001-2-11,22,14,8,7,4,1,76,50,35,1013,1012,1011,5,4,3,11,5,,0.00,0,,336<br />
2001-2-12,23,14,6,9,7,5,93,60,31,1017,1016,1014,6,3,1,10,5,,0.00,0,,9<br />
2001-2-13,20,12,5,10,5,3,87,55,37,1017,1015,1013,4,3,2,8,3,,0.00,5,,1<br />
2001-2-14,21,16,12,11,8,6,77,63,38,1013,1012,1011,6,5,3,19,8,,0.00,4,Rain-Thunderstorm,341<br />
2001-2-15,28,21,14,11,11,9,82,58,35,1018,1016,1012,7,6,4,14,8,,0.00,0,,81<br />
2001-2-16,25,18,12,14,12,9,88,66,46,1020,1018,1016,4,3,1,10,3,,0.00,2,Fog,16<br />
2001-2-17,26,18,11,13,11,9,88,67,41,1018,1016,1014,5,3,0,10,3,,0.00,1,Fog,310<br />
2001-2-18,24,16,11,14,11,10,94,81,50,1018,1016,1015,4,2,0,11,2,,0.00,0,Fog,315<br />
2001-2-19,25,16,9,11,9,7,87,67,36,1016,1015,1014,6,4,2,76,10,,0.00,1,,297<br />
2001-2-20,18,14,14,16,13,11,88,85,82,1013,1013,1013,4,3,3,6,5,,0.00,3,,135<br />
2001-2-21,24,24,14,12,12,11,82,64,47,1012,1012,1011,6,5,4,6,3,,0.00,0,,270<br />
2001-2-22,25,18,10,12,11,9,94,72,41,1014,1012,1010,6,4,1,11,2,,0.00,2,,318<br />
2001-2-23,26,19,12,15,12,9,94,61,34,1012,1010,1008,6,4,1,10,3,,0.00,4,Rain-Thunderstorm,5<br />
2001-2-24,26,20,15,15,14,11,94,71,39,1012,1010,1008,6,5,4,11,3,,0.00,3,,352<br />
2001-2-25,24,17,14,13,12,9,82,67,38,1008,1008,1007,5,4,4,14,6,,0.00,5,Rain,210<br />
2001-2-26,23,16,9,12,11,7,88,66,50,1014,1013,1011,7,6,5,14,8,,0.00,0,,20<br />
2001-2-27,25,16,6,9,7,4,94,66,34,1016,1014,1013,6,4,3,14,3,,0.00,0,,272<br />
2001-2-28,25,23,14,10,9,9,77,46,36,1020,1019,1018,7,6,4,10,5,,0.00,0,,335<br />
2001-3-1,25,17,8,9,7,5,88,60,28,1022,1020,1019,7,5,2,19,3,,0.00,0,,306<br />
2001-3-2,26,17,9,12,9,5,94,65,34,1021,1020,1017,6,4,2,14,5,,0.00,1,,298<br />
2001-3-3,26,17,8,10,7,5,87,65,32,1019,1017,1016,5,4,1,11,2,,0.00,3,,269<br />
2001-3-4,26,17,9,8,7,6,87,55,30,1019,1018,1016,5,4,3,23,5,,0.00,0,,272<br />
2001-3-5,27,17,8,11,9,6,87,71,32,1015,1014,1013,6,3,1,13,3,,0.00,0,,250<br />
2001-3-6,29,18,8,12,9,7,93,72,29,1015,1013,1012,6,4,2,11,2,,0.00,0,,251<br />
2001-3-7,26,17,9,13,10,7,88,74,44,1015,1014,1013,5,3,2,6,2,,0.00,1,,63<br />
2001-3-8,17,,17,11,11,11,68,68,68,1013,1013,1013,5,5,5,0,0,,0.00,0,,-1<br />
2001-3-9,28,19,11,13,12,10,94,53,32,1014,1013,1011,4,3,1,14,5,,0.00,0,Fog,271<br />
2001-3-10,29,19,11,15,12,10,94,71,37,1015,1013,1010,4,3,1,23,6,29,0.00,0,,266<br />
2001-3-11,28,20,13,13,12,10,88,58,37,1015,1014,1012,4,3,1,23,5,,0.00,0,,228<br />
2001-3-12,30,20,11,17,14,9,94,65,42,1013,1012,1010,5,3,0,14,5,,0.00,4,Fog,124<br />
2001-3-13,26,22,18,14,12,10,77,54,36,1012,1010,1008,5,4,3,27,13,,0.00,4,Thunderstorm,98<br />
2001-3-14,28,26,16,13,13,12,77,53,37,1014,1013,1012,6,5,4,6,3,,0.00,2,,93<br />
2001-3-15,29,20,12,14,12,10,88,57,35,1018,1017,1015,6,5,4,14,5,,0.00,0,,353<br />
2001-3-16,28,20,12,13,12,9,94,60,32,1017,1013,1010,7,5,3,163,10,,0.00,3,,288<br />
