IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,22,22,22,21,21,20,94,92,88,1013,1013,1013,6,6,6,0,0,,0.00,2,,-1<br />
2003-1-2,30,26,22,21,20,18,88,72,48,1016,1015,1014,6,5,3,19,6,,0.00,3,,50<br />
2003-1-3,23,22,22,21,21,20,94,88,83,1015,1015,1014,6,5,4,16,13,,0.00,1,,13<br />
2003-1-4,30,27,23,21,21,20,88,68,55,1015,1013,1012,6,6,4,24,16,,0.00,5,,37<br />
2003-1-5,33,28,23,21,20,18,83,66,41,1016,1014,1013,8,7,6,29,19,,0.00,4,,39<br />
2003-1-6,24,23,23,21,21,20,88,84,83,1014,1014,1014,6,6,6,19,18,,0.00,4,,23<br />
2003-1-7,30,27,23,21,20,19,78,63,51,1017,1015,1013,8,6,4,24,19,,0.00,4,,49<br />
2003-1-8,31,26,22,20,19,19,83,69,49,1017,1015,1013,10,7,6,23,13,,0.00,3,,40<br />
2003-1-9,29,27,24,21,21,21,83,77,62,1017,1016,1015,6,5,4,21,18,,0.00,5,,30<br />
2003-1-10,23,22,22,20,19,19,83,83,83,1015,1014,1014,6,6,6,16,14,,0.00,1,,35<br />
2003-1-11,31,30,29,19,18,18,55,50,46,1016,1015,1014,8,7,6,26,26,,0.00,1,,50<br />
2003-1-12,30,26,22,20,19,17,88,75,45,1019,1017,1016,6,6,6,35,14,,0.00,1,,38<br />
2003-1-13,30,26,21,19,18,17,83,68,45,1017,1015,1014,8,7,6,27,14,,0.00,4,,26<br />
2003-1-14,30,27,23,19,18,17,78,58,45,1017,1016,1014,8,6,4,27,24,,0.00,2,,54<br />
2003-1-15,27,23,21,20,19,19,94,84,61,1017,1016,1015,6,6,6,27,16,,0.00,2,,12<br />
