IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,14,9,4,5,2,-1,93,65,38,1020,1019,1017,10,5,1,35,11,,0.00,1,,286<br />
2001-1-2,11,7,4,6,4,1,93,78,66,1023,1021,1020,8,5,4,11,3,,0.00,2,,228<br />
2001-1-3,11,7,4,6,4,2,93,81,66,1023,1020,1018,10,5,3,14,2,,0.00,4,,153<br />
2001-1-4,8,7,4,5,4,2,93,83,71,1018,1017,1016,10,9,4,18,6,,0.00,6,Rain,33<br />
2001-1-5,9,6,3,6,4,2,93,85,71,1019,1017,1016,5,3,2,11,3,,0.00,5,,60<br />
2001-1-6,10,7,4,7,4,2,93,85,71,1022,1021,1019,5,3,1,11,2,,0.00,6,,190<br />
2001-1-7,11,7,4,6,4,2,93,81,62,1024,1022,1020,8,5,1,11,2,,0.00,4,,152<br />
2001-1-8,10,7,3,4,2,-1,87,76,58,1022,1021,1020,8,5,1,18,3,,0.00,2,,278<br />
2001-1-9,11,7,3,5,2,0,87,71,50,1024,1023,1022,7,4,2,18,2,,0.00,0,,263<br />
2001-1-10,11,7,4,5,3,1,87,74,54,1026,1023,1021,5,3,1,14,2,,0.00,0,,177<br />
2001-1-11,13,8,3,7,3,0,87,75,54,1021,1020,1019,6,4,1,11,2,,0.00,3,,205<br />
2001-1-12,14,9,5,7,4,2,87,75,51,1020,1019,1017,5,4,1,14,2,,0.00,0,,198<br />
2001-1-13,15,11,7,4,1,-2,81,53,31,1021,1020,1019,8,5,3,40,13,,0.00,0,,265<br />
2001-1-14,14,10,6,5,2,0,76,59,47,1023,1021,1020,10,8,3,14,3,,0.00,5,,255<br />
2001-1-15,14,10,6,4,1,-3,76,59,33,1020,1019,1018,10,10,8,29,6,,0.00,4,,275<br />
2001-1-16,11,7,4,4,2,0,81,69,54,1024,1022,1020,10,5,3,14,5,,0.00,6,,183<br />
2001-1-17,11,7,3,4,2,0,87,75,62,1026,1023,1021,10,7,2,14,3,,0.00,3,,169<br />
2001-1-18,9,7,4,4,3,1,93,77,62,1020,1017,1016,10,10,8,21,3,,0.00,4,,243<br />
2001-1-19,7,4,2,5,2,1,93,83,66,1018,1016,1015,6,4,1,14,5,,0.00,7,Rain-Snow,156<br />
2001-1-20,3,1,0,2,1,0,100,93,87,1021,1019,1017,5,3,1,14,5,,0.00,8,Rain-Snow,271<br />
2001-1-21,5,2,0,1,1,-1,100,87,70,1023,1021,1020,10,5,2,18,5,,0.00,4,,241<br />
2001-1-22,4,2,0,2,1,-1,93,90,81,1022,1020,1019,5,3,1,18,2,,0.00,4,,174<br />
2001-1-23,7,3,1,3,2,0,93,88,76,1021,1019,1018,5,4,1,14,2,,0.00,7,Rain,203<br />
2001-1-24,1,-1,-2,1,-1,-2,100,97,93,1023,1021,1017,2,1,0,18,3,,0.00,8,Snow,270<br />
2001-1-25,2,0,-1,0,-1,-3,100,92,86,1025,1023,1022,5,3,1,18,2,,0.00,7,Snow,155<br />
2001-1-26,0,-1,-2,0,-1,-3,100,97,93,1024,1022,1021,10,5,1,18,8,,0.00,7,Snow,133<br />
2001-1-27,1,-2,-4,-1,-3,-5,93,90,75,1022,1021,1020,10,7,4,29,11,,0.00,6,,263<br />
2001-1-28,1,-3,-6,-3,-6,-7,100,78,56,1023,1021,1020,10,6,4,14,8,,0.00,1,,263<br />
2001-1-29,3,0,-3,-5,-7,-10,80,62,45,1025,1024,1023,5,4,3,11,2,,0.00,1,,163<br />
2001-1-30,4,0,-3,-2,-6,-7,87,67,45,1025,1024,1023,8,5,2,18,3,,0.00,1,,247<br />
2001-1-31,7,2,-2,0,-2,-4,100,74,46,1024,1022,1021,8,4,1,18,3,,0.00,0,,248<br />
2001-2-1,9,4,0,3,1,-2,100,80,61,1022,1020,1017,7,4,2,11,2,,0.00,0,,202<br />
2001-2-2,11,6,1,5,2,-1,93,78,62,1019,1017,1016,10,8,1,6,5,,0.00,2,,236<br />
2001-2-3,13,8,4,5,3,2,93,71,47,1016,1014,1012,6,4,1,18,3,,0.00,3,,183<br />
2001-2-4,11,8,6,5,2,0,81,68,50,1011,1010,1008,10,7,3,35,6,,0.00,4,,282<br />
2001-2-5,10,5,0,3,1,-2,93,70,50,1016,1014,1012,10,8,1,18,8,,0.00,2,,192<br />
2001-2-6,10,7,4,4,1,-3,81,67,40,1021,1019,1016,10,7,4,29,8,,0.00,4,,284<br />
2001-2-7,11,7,4,4,2,1,87,72,54,1022,1020,1019,10,7,4,18,3,,0.00,2,,154<br />
2001-2-8,11,8,5,5,2,0,87,72,54,1025,1023,1021,10,9,7,29,2,,0.00,3,,185<br />
2001-2-9,9,6,3,4,2,0,87,73,62,1029,1027,1025,10,8,4,14,2,,0.00,5,,179<br />
2001-2-10,8,6,4,4,2,0,81,72,61,1029,1027,1025,10,8,5,11,3,,0.00,6,,186<br />
2001-2-11,6,4,3,4,1,-1,87,81,70,1026,1023,1016,10,7,3,35,18,,0.00,7,,274<br />
2001-2-12,10,6,2,3,0,-2,87,69,47,1025,1024,1022,7,4,3,26,10,,0.00,0,,282<br />
2001-2-13,12,7,3,3,1,-1,81,63,41,1024,1022,1020,8,6,2,14,3,,0.00,1,,238<br />
2001-2-14,10,7,4,4,1,-1,87,67,47,1020,1016,1011,10,5,1,14,5,,0.00,4,,150<br />
2001-2-15,13,9,5,5,2,-2,81,61,44,1017,1013,1011,10,9,6,35,14,,0.00,4,,290<br />
2001-2-16,12,8,4,4,2,1,81,66,47,1021,1019,1018,10,10,10,29,14,,0.00,3,,281<br />
2001-2-17,13,8,4,6,2,0,87,64,41,1019,1017,1016,10,9,5,26,8,,0.00,1,,262<br />
2001-2-18,12,9,5,5,3,2,93,71,51,1016,1013,1011,10,9,3,26,8,,0.00,6,Rain,76<br />
2001-2-19,13,9,5,4,2,-2,93,65,36,1016,1014,1010,10,7,3,43,19,,0.00,2,Rain,274<br />
2001-2-20,15,11,7,8,4,0,87,64,47,1016,1012,1006,10,9,3,14,8,,0.00,6,,187<br />
2001-2-21,15,10,4,6,-1,-8,82,51,23,1006,1003,999,10,9,5,55,11,,0.00,4,,246<br />
2001-2-22,7,3,1,-7,-8,-10,48,41,29,1015,1008,1004,10,10,10,40,27,,0.00,1,,284<br />
2001-2-23,12,6,-1,1,-3,-10,75,53,41,1015,1012,1010,10,10,10,35,16,,0.00,2,,258<br />
2001-2-24,13,9,5,2,0,-2,76,57,38,1019,1017,1014,10,10,10,55,14,,0.00,4,,274<br />
2001-2-25,15,9,3,5,2,0,81,60,36,1019,1017,1015,10,8,5,29,10,,0.00,1,,261<br />
2001-2-26,15,10,6,4,0,-5,76,51,27,1016,1015,1013,10,9,6,43,13,,0.00,2,,271<br />
2001-2-27,16,11,6,7,4,0,87,60,36,1021,1019,1016,10,9,8,11,5,,0.00,5,,198<br />
2001-2-28,19,14,9,11,5,1,77,57,32,1023,1021,1020,10,8,6,21,3,,0.00,4,,257<br />
2001-3-1,20,15,10,11,8,6,77,63,40,1026,1025,1023,8,6,2,14,3,,0.00,0,,172<br />
2001-3-2,19,14,11,9,7,3,82,60,39,1026,1024,1021,10,6,4,18,3,,0.00,4,,145<br />
2001-3-3,20,17,13,11,9,6,77,62,43,1022,1020,1017,10,9,7,14,3,,0.00,5,Rain,100<br />
2001-3-4,19,14,9,7,2,-2,72,47,24,1028,1020,1019,10,10,10,47,23,,0.00,3,,276<br />
2001-3-5,20,14,8,9,6,1,76,57,40,1023,1020,1018,8,6,5,29,10,,0.00,0,,216<br />
2001-3-6,20,15,10,10,7,3,82,60,37,1021,1018,1015,10,10,7,11,2,,0.00,5,,163<br />
2001-3-7,21,16,10,10,7,3,72,54,31,1017,1016,1015,10,8,3,32,6,,0.00,1,,268<br />
2001-3-8,21,16,12,11,7,2,77,55,30,1018,1015,1013,10,10,8,18,3,,0.00,6,,157<br />
2001-3-9,18,14,7,12,9,7,100,79,63,1016,1013,1011,10,9,3,35,16,,0.00,6,Rain,312<br />
2001-3-10,10,7,3,9,4,0,100,87,71,1018,1014,1012,10,5,3,35,13,,0.00,7,Rain,281<br />
2001-3-11,7,4,2,5,2,0,93,88,76,1024,1022,1018,10,7,4,18,10,,0.00,5,Snow,219<br />
2001-3-12,11,6,1,5,3,1,100,82,62,1024,1022,1019,7,4,2,11,2,,0.00,1,,197<br />
2001-3-13,14,8,3,8,5,0,93,75,63,1020,1018,1016,5,3,2,11,2,,0.00,4,,214<br />
2001-3-14,16,12,8,10,7,5,93,73,55,1019,1016,1015,10,4,1,11,3,,0.00,3,,167<br />
2001-3-15,15,13,11,9,7,4,82,69,54,1017,1015,1014,10,9,4,21,6,,0.00,5,,241<br />
2001-3-16,16,13,10,12,9,8,94,82,67,1016,1014,1014,10,9,6,29,3,,0.00,5,Rain,209<br />
2001-3-17,17,13,9,9,6,1,88,61,39,1016,1014,1012,10,9,5,29,8,,0.00,1,,274<br />
2001-3-18,17,10,4,8,4,1,87,65,45,1021,1019,1015,10,9,8,26,11,,0.00,0,,244<br />
2001-3-19,18,13,8,8,6,2,81,60,37,1023,1020,1018,,,,18,3,,0.00,,,216<br />
2001-3-20,21,16,10,13,8,5,77,59,38,1020,1017,1016,,,,11,2,,0.00,5,,220<br />
2001-3-21,23,17,12,12,9,7,77,61,38,1016,1013,1010,10,10,10,32,6,,0.00,3,,262<br />
2001-3-22,23,17,12,14,9,6,73,59,41,1014,1011,1009,10,10,10,26,10,,0.00,3,,252<br />
2001-3-23,21,18,16,13,10,7,73,58,40,1010,1008,1006,10,10,10,18,5,,0.00,4,,214<br />
2001-3-24,22,18,14,13,11,8,72,62,46,1009,1008,1006,10,10,8,18,5,,0.00,5,,210<br />
2001-3-25,19,14,8,11,8,5,93,67,48,1011,1004,1002,10,9,6,29,11,,0.00,7,Rain-Thunderstorm,97<br />
2001-3-26,14,9,4,6,4,2,93,75,54,1009,1005,1004,10,9,5,32,23,,0.00,5,,276<br />
2001-3-27,22,13,6,12,7,4,93,68,46,1013,1010,1009,10,8,4,32,5,,0.00,2,,37<br />
2001-3-28,24,17,11,14,9,4,73,57,41,1018,1016,1013,10,9,7,21,10,,0.00,1,,280<br />
2001-3-29,26,20,14,13,11,7,82,58,30,1018,1015,1012,10,7,3,35,8,,0.00,1,,267<br />
2001-3-30,24,19,14,17,12,8,78,62,44,1017,1015,1013,10,10,10,18,5,,0.00,4,,180<br />
2001-3-31,26,21,17,15,13,10,72,58,39,1019,1017,1015,10,9,6,21,3,,0.00,4,,196<br />
2001-4-1,26,21,16,15,13,10,77,57,39,1024,1022,1020,10,9,6,26,5,,0.00,4,,254<br />
2001-4-2,26,21,17,17,13,12,72,60,42,1025,1023,1021,10,10,8,18,5,,0.00,1,,204<br />
2001-4-3,27,22,17,18,14,12,78,62,44,1022,1020,1017,10,10,10,11,2,,0.00,4,,134<br />
2001-4-4,28,23,19,18,16,12,78,60,48,1021,1019,1018,10,10,10,18,5,,0.00,5,,153<br />
2001-4-5,29,24,19,18,16,12,73,58,37,1021,1019,1017,10,10,10,14,3,,0.00,6,,122<br />
2001-4-6,27,23,20,17,13,1,73,51,28,1017,1015,1014,10,10,8,29,5,,0.00,6,,284<br />
2001-4-7,25,22,19,15,13,7,73,56,36,1018,1015,1014,10,9,7,29,18,,0.00,7,Rain,347<br />
2001-4-8,25,20,16,15,13,10,77,60,50,1018,1015,1012,10,10,10,18,11,,0.00,4,Thunderstorm,237<br />
2001-4-9,23,19,14,16,11,7,82,66,50,1012,1011,1009,10,9,2,55,18,61,0.00,5,Thunderstorm,348<br />
2001-4-10,21,16,12,9,8,6,77,59,43,1013,1011,1010,10,10,10,43,26,,0.00,1,,264<br />
2001-4-11,24,18,12,14,9,7,82,59,36,1016,1014,1013,10,10,10,35,18,,0.00,1,,276<br />
2001-4-12,26,20,15,15,10,6,73,52,34,1013,1009,1005,10,10,10,35,11,,0.00,3,,303<br />
2001-4-13,21,16,11,10,6,3,62,50,38,1012,1010,1008,10,10,10,50,34,43,0.00,1,,279<br />
2001-4-14,23,17,10,14,9,5,76,60,44,1017,1014,1011,10,8,5,29,13,,0.00,1,,239<br />
2001-4-15,25,20,16,12,7,3,72,45,27,1017,1015,1013,10,9,5,21,6,,0.00,2,,270<br />
2001-4-16,25,18,12,13,4,-4,64,39,14,1016,1014,1011,10,9,8,55,24,,0.00,1,,275<br />
2001-4-17,23,18,14,10,4,-3,63,39,23,1013,1012,1010,10,10,8,47,18,,0.00,1,,280<br />
2001-4-18,23,17,12,10,7,1,72,48,30,1017,1014,1013,10,9,5,32,11,,0.00,3,,264<br />
2001-4-19,24,19,14,-1,-4,-8,29,21,11,1016,1013,1011,10,10,10,32,8,,0.00,3,,217<br />
2001-4-20,27,21,16,6,-2,-10,42,22,9,1014,1013,1011,10,9,5,29,6,,0.00,3,,273<br />
2001-4-21,26,22,17,2,-3,-12,37,20,7,1013,1012,1010,10,6,2,32,8,,0.00,4,,256<br />
2001-4-22,25,19,14,4,-4,-13,48,23,7,1015,1013,1012,10,9,8,58,19,,0.00,4,,271<br />
2001-4-23,27,21,16,1,-3,-5,36,20,13,1016,1014,1013,10,9,4,29,13,,0.00,4,,265<br />
2001-4-24,26,21,17,6,2,-4,40,27,20,1017,1015,1014,10,7,2,58,11,43,0.00,4,,267<br />
2001-4-25,29,23,18,14,1,-5,50,26,11,1017,1015,1012,10,8,4,32,11,,0.00,1,,258<br />
2001-4-26,29,24,19,12,2,-9,56,28,11,1013,1010,1007,10,9,6,29,11,,0.00,5,,73<br />
2001-4-27,28,22,16,9,-3,-9,56,21,9,1015,1013,1011,10,10,10,21,6,,0.00,3,,269<br />
2001-4-28,27,21,16,5,-3,-8,29,18,13,1014,1013,1012,10,9,6,21,8,,0.00,4,,249<br />
2001-4-29,28,21,14,6,2,-1,59,30,15,1017,1015,1014,10,9,4,32,6,,0.00,6,,221<br />
2001-4-30,28,23,19,8,4,2,46,31,20,1017,1015,1014,10,10,10,29,14,,0.00,4,,272<br />
2001-5-1,27,22,18,5,3,0,40,29,22,1018,1015,1014,10,10,8,18,3,,0.00,4,,142<br />
2001-5-2,29,23,18,11,4,0,64,30,17,1015,1013,1010,10,9,3,43,13,50,0.00,6,Rain-Thunderstorm,90<br />
2001-5-3,23,19,14,13,10,7,94,55,40,1014,1013,1010,10,9,4,43,16,,0.00,6,Rain,104<br />
2001-5-4,23,17,12,13,10,4,100,64,35,1014,1013,1011,10,8,4,26,11,,0.00,6,Rain,243<br />
2001-5-5,26,21,17,8,3,-4,52,34,14,1018,1015,1014,10,10,10,72,11,,0.00,5,Rain,219<br />
2001-5-6,26,20,14,10,2,-4,77,35,15,1016,1013,1011,10,9,5,35,13,,0.00,3,,290<br />
2001-5-7,25,20,16,9,3,0,43,31,22,1012,1010,1008,10,10,7,55,13,,0.00,4,,265<br />
2001-5-8,27,22,18,5,-1,-9,40,22,9,1009,1007,1005,10,9,3,43,10,,0.00,3,,273<br />
2001-5-9,28,22,17,1,-3,-9,28,19,9,1011,1007,1006,10,9,7,32,10,,0.00,3,,253<br />
2001-5-10,26,21,17,3,0,-4,31,24,17,1014,1013,1011,10,10,10,47,19,,0.00,4,,269<br />
2001-5-11,26,22,19,9,4,0,52,32,23,1016,1014,1013,10,10,7,29,5,,0.00,4,Rain,89<br />
2001-5-12,29,23,18,9,3,-2,52,28,14,1017,1015,1014,10,10,7,21,8,,0.00,6,,59<br />
2001-5-13,32,27,22,8,6,3,38,25,18,1018,1015,1014,10,9,4,21,6,,0.00,2,,283<br />
2001-5-14,34,28,22,7,3,-2,33,20,10,1017,1015,1014,10,9,8,18,6,,0.00,3,,273<br />
2001-5-15,35,29,24,7,4,2,27,20,14,1018,1015,1013,10,8,3,55,8,,0.00,5,Thunderstorm,100<br />
2001-5-16,34,30,26,7,3,0,26,17,13,1017,1015,1014,10,8,5,26,6,,0.00,6,,126<br />
