EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,-12,-20,-28,-14,-23,-35,92,70,50,1009,998,994,32,18,0,71,29,72,0.00,4,Snow,231<br />
2001-1-2,-28,-31,-34,-31,-34,-39,76,65,53,997,996,995,24,15,2,14,5,,0.00,2,,33<br />
2001-1-3,-24,-27,-28,-29,-31,-33,70,62,53,998,998,996,32,18,2,26,11,,0.00,4,,119<br />
2001-1-4,-22,-24,-28,-27,-30,-33,77,59,49,1004,1000,997,32,15,2,35,23,47,0.00,6,Snow,167<br />
2001-1-5,-22,-27,-31,-27,-33,-36,70,64,58,1009,1008,1005,32,23,13,26,6,,0.00,3,Snow,105<br />
2001-1-6,-18,-22,-26,-21,-24,-29,78,73,65,1007,1005,1004,24,11,5,34,21,35,0.00,6,Snow,128<br />
2001-1-7,-24,-27,-31,-29,-33,-36,76,65,57,1018,1011,1005,24,17,2,26,10,,0.00,3,,337<br />
2001-1-8,-31,-33,-35,-36,-38,-41,69,61,52,1025,1024,1019,24,24,24,11,5,,0.00,0,,42<br />
2001-1-9,-32,-34,-37,-38,-39,-42,75,62,56,1025,1021,1016,32,23,8,48,14,53,0.00,0,Snow,328<br />
2001-1-10,-31,-33,-35,-36,-38,-40,63,62,57,1015,1014,1012,32,16,3,50,40,61,0.00,3,Snow,331<br />
2001-1-11,-31,-33,-36,-35,-38,-41,69,63,62,1017,1014,1011,32,12,2,42,34,60,0.00,1,Snow,330<br />
2001-1-12,-31,-32,-34,-36,-38,-39,69,63,57,1019,1017,1014,24,11,2,42,29,55,0.00,2,Snow,307<br />
