JST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,8,7,5,-3,-3,-4,57,51,46,1014,1013,1012,10,10,10,23,16,,0.00,3,,307<br />
2001-1-2,11,7,4,5,1,-2,70,58,46,1012,1009,1007,10,10,10,26,16,,0.00,4,Rain,242<br />
2001-1-3,9,7,5,-6,-9,-11,45,32,27,1017,1015,1014,10,10,10,39,35,55,0.00,1,,267<br />
2001-1-4,7,4,3,-6,-7,-8,45,40,39,1021,1018,1017,10,10,10,39,32,58,0.00,2,,268<br />
2001-1-5,8,6,3,-3,-4,-6,61,50,39,1025,1024,1023,10,10,10,32,24,,0.00,5,,270<br />
2001-1-6,6,4,4,-2,-4,-5,65,52,49,1031,1029,1028,10,10,10,24,16,,0.00,3,,319<br />
2001-1-7,7,4,3,2,-2,-5,76,64,49,1027,1022,1014,10,9,7,16,10,,0.00,6,Rain-Snow-Hail,68<br />
2001-1-8,12,10,7,6,3,1,87,67,54,1020,1015,1010,10,9,5,27,16,29,0.00,3,,321<br />
2001-1-9,8,7,5,5,3,2,81,78,76,1022,1017,1012,10,10,10,26,8,,0.00,6,Rain,116<br />
2001-1-10,11,10,8,6,1,-2,82,55,41,1012,1011,1010,10,10,10,21,14,,0.00,4,Rain,340<br />
2001-1-11,10,6,2,2,0,-1,87,58,47,1013,1011,1010,10,10,10,26,14,,0.00,3,Rain,250<br />
2001-1-12,7,6,4,-6,-7,-9,49,39,34,1017,1016,1015,10,10,10,34,27,50,0.00,1,,268<br />
2001-1-13,5,4,4,-2,-3,-4,65,59,56,1016,1013,1011,10,10,10,14,10,,0.00,6,,225<br />
