EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,0,-2,-4,-8,-10,-12,66,56,49,1023,1020,1015,16,16,16,27,23,37,0.00,3,,316<br />
2001-1-2,-2,-4,-6,-11,-12,-12,68,59,51,1026,1024,1023,16,16,16,27,19,34,0.00,2,,325<br />
2001-1-3,0,-3,-6,-8,-10,-12,72,60,52,1025,1022,1017,16,16,16,21,14,,0.00,3,,275<br />
2001-1-4,1,-1,-3,-7,-8,-11,61,56,52,1016,1014,1013,16,16,16,26,18,34,0.00,5,,271<br />
2001-1-5,1,-1,-3,-1,-4,-8,96,79,59,1014,1006,1001,16,9,1,23,14,32,3.81,7,Fog-Snow,230<br />
2001-1-6,4,1,-1,-2,-4,-8,85,69,55,1009,1004,1001,16,14,8,27,14,40,0.00,5,,308<br />
2001-1-7,5,2,-1,-1,-4,-8,82,62,53,1012,1011,1009,16,16,11,19,11,,0.00,4,,240<br />
2001-1-8,3,2,1,1,1,-1,100,91,85,1012,1009,1007,13,7,3,24,13,,6.60,8,Rain-Snow,44<br />
2001-1-9,1,-1,-3,0,-6,-12,92,68,49,1010,1008,1007,16,14,8,35,23,52,0.00,6,Rain-Snow,320<br />
2001-1-10,1,-2,-5,-6,-10,-14,74,56,41,1020,1015,1006,16,15,5,40,24,60,0.00,4,Snow,292<br />
2001-1-11,7,3,-1,-3,-6,-8,64,54,45,1019,1015,1013,16,16,16,29,19,42,0.00,3,,290<br />
2001-1-12,5,3,0,-4,-6,-8,70,58,45,1026,1023,1019,16,16,16,23,13,,0.00,2,,11<br />
2001-1-13,4,1,-1,-2,-6,-9,76,61,47,1029,1027,1026,16,16,16,16,11,,0.00,2,,83<br />
2001-1-14,6,3,1,-1,-3,-4,79,65,51,1026,1025,1023,16,13,8,14,8,,0.00,5,,212<br />
2001-1-15,3,2,2,3,1,-1,100,92,81,1022,1019,1014,10,4,2,24,14,,9.65,8,Rain,50<br />
2001-1-16,7,5,3,2,-1,-3,93,73,49,1019,1015,1013,16,13,3,27,16,37,0.00,5,,263<br />
2001-1-17,6,4,2,-2,-3,-4,68,61,51,1024,1021,1019,16,16,16,26,19,,0.00,6,,283<br />
2001-1-18,3,1,0,1,-2,-7,100,78,54,1025,1023,1019,16,11,2,19,13,,0.25,7,Rain-Snow,110<br />
2001-1-19,4,2,1,3,2,1,100,95,89,1019,1012,1008,11,5,2,19,14,,19.30,8,Rain,39<br />
2001-1-20,3,1,-1,1,-1,-3,93,89,82,1017,1013,1007,16,8,2,32,19,42,4.32,8,Fog-Rain-Snow,43<br />
2001-1-21,1,-2,-5,-3,-7,-12,100,75,47,1027,1014,1006,16,7,0,42,31,52,1.27,5,Fog-Snow,328<br />
2001-1-22,2,-1,-4,-6,-8,-11,67,59,48,1033,1031,1028,16,16,16,23,13,,0.00,2,,274<br />
2001-1-23,3,0,-3,-5,-6,-8,81,63,48,1031,1024,1016,16,14,10,13,8,,0.00,2,,327<br />
2001-1-24,6,3,0,-4,-5,-6,66,56,45,1016,1015,1013,16,15,10,19,11,,0.00,4,,307<br />
2001-1-25,4,1,-3,-2,-6,-11,81,62,48,1024,1017,1013,16,13,5,34,13,40,0.00,5,Snow,350<br />
2001-1-26,3,-2,-6,-8,-10,-12,66,54,43,1026,1022,1014,16,16,16,26,18,,0.00,3,,300<br />
2001-1-27,4,1,-1,-1,-4,-8,96,72,52,1017,1011,1007,16,11,2,39,16,47,0.25,7,Fog-Snow,257<br />
2001-1-28,3,1,-1,-6,-9,-11,64,48,36,1026,1023,1018,16,16,16,37,26,47,0.00,3,,308<br />
2001-1-29,3,0,-2,-5,-8,-10,61,51,42,1027,1025,1020,16,16,16,21,13,,0.00,5,,262<br />
2001-1-30,13,7,2,11,3,-7,100,80,50,1019,1005,996,16,10,2,40,18,52,18.29,7,Rain,213<br />
2001-1-31,9,6,3,6,2,-3,97,70,44,1011,1003,1000,16,14,6,42,16,58,0.00,3,Rain,253<br />
2001-2-1,9,7,4,-1,-2,-3,70,57,42,1022,1017,1010,16,16,14,24,16,40,0.00,6,,280<br />
2001-2-2,7,3,-2,2,-2,-11,87,69,44,1021,1014,1009,16,14,4,48,13,58,0.51,7,Rain-Snow,295<br />
2001-2-3,0,-1,-3,-12,-13,-14,51,44,37,1029,1023,1017,16,16,16,34,24,42,0.00,3,,319<br />
2001-2-4,3,-1,-4,-1,-8,-14,89,59,44,1030,1028,1024,16,16,16,23,11,,0.00,6,,138<br />
2001-2-5,3,2,1,1,0,-1,100,92,76,1023,1010,1004,16,7,1,37,24,47,8.89,8,Fog-Rain-Snow,14<br />
2001-2-6,7,4,3,-1,-2,-3,76,65,51,1016,1013,1007,16,16,16,35,26,47,0.00,6,,263<br />
2001-2-7,6,4,2,-1,-4,-6,70,53,42,1031,1024,1016,16,16,16,29,21,40,0.00,3,,313<br />
2001-2-8,4,2,1,0,-4,-7,86,62,48,1034,1031,1028,16,16,13,26,13,,0.00,6,,240<br />
2001-2-9,9,6,2,7,3,0,93,88,82,1027,1019,1006,16,13,10,23,14,,0.00,8,Rain,75<br />
2001-2-10,16,7,-2,11,-3,-13,80,48,28,1025,1011,1000,16,16,14,52,34,76,0.51,2,Rain,292<br />
2001-2-11,-1,-3,-6,-13,-16,-18,51,39,29,1038,1032,1025,16,16,16,40,32,58,0.00,1,,322<br />
2001-2-12,2,-3,-9,-1,-12,-20,93,57,30,1041,1037,1030,16,14,3,24,16,29,0.51,5,Snow,111<br />
2001-2-13,9,4,1,0,-2,-5,92,68,37,1030,1028,1026,16,15,8,27,10,27,0.00,4,,321<br />
2001-2-14,8,4,1,7,2,0,93,83,68,1027,1017,1006,16,11,6,23,13,37,0.25,7,Rain,183<br />
2001-2-15,9,7,3,7,0,-6,93,67,45,1022,1013,1005,16,14,6,23,18,,0.76,7,Rain,351<br />
2001-2-16,3,2,1,2,-1,-7,100,85,54,1022,1016,1009,16,9,3,24,13,,7.37,7,Rain,56<br />
2001-2-17,4,-1,-6,2,-8,-15,96,57,35,1026,1014,1007,16,16,10,60,27,71,0.00,5,,322<br />
