NPT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-9-17,,,,,,,,,,1014,1013,1010,10,8,3,13,2,,0.00,4,,233<br />
2001-9-18,,,,,,,,,,1013,1012,1010,10,9,5,14,3,,0.00,3,,214<br />
2001-9-19,,,,,,,,,,1013,1012,1011,10,9,8,11,2,,0.00,2,,219<br />
2001-9-20,,,,,,,,,,1015,1014,1012,10,8,3,14,2,,0.00,2,,215<br />
2001-9-21,,,,,,,,,,1017,1016,1013,10,8,4,11,3,,0.00,3,,180<br />
2001-9-22,,,,,,,,,,1017,1015,1013,10,8,4,11,2,,0.00,3,,262<br />
2001-9-23,,,,,,,,,,1017,1015,1012,10,8,4,10,2,,0.00,3,,257<br />
2001-9-24,,,,,,,,,,1017,1015,1013,10,7,3,11,2,,0.00,5,Rain-Thunderstorm,208<br />
2001-9-25,30,30,30,26,26,26,79,79,79,1017,1013,1005,10,8,4,11,3,,0.00,3,,193<br />
2001-9-26,,,,,,,,,,1015,1014,1012,10,8,4,14,3,,0.00,3,,255<br />
2001-9-27,,,,,,,,,,1015,1013,1011,10,10,8,10,2,,0.00,2,,235<br />
2001-9-28,,,,,,,,,,1017,1014,1012,10,8,3,14,2,,0.00,3,,235<br />
2001-9-29,,,,,,,,,,1017,1014,1012,10,8,6,11,2,,0.00,3,Thunderstorm,243<br />
2001-9-30,,,,,,,,,,1017,1016,1013,10,9,7,10,2,,0.00,2,Thunderstorm,200<br />
2001-10-1,,,,,,,,,,1018,1017,1015,10,9,6,16,3,,0.00,5,Rain,105<br />
2001-10-2,,,,,,,,,,1017,1016,1013,10,9,5,8,3,,0.00,6,Rain,98<br />
2001-10-3,,,,,,,,,,1016,1014,1012,10,9,6,14,5,,0.00,4,,203<br />
2001-10-4,27,27,27,24,24,24,84,84,84,1016,1014,1005,10,8,3,11,2,,0.00,7,Rain,101<br />
2001-10-5,,,,,,,,,,1014,1012,1010,10,9,7,14,3,,0.00,4,Rain,232<br />
2001-10-6,,,,,,,,,,1017,1015,1013,10,9,7,13,2,,0.00,3,,200<br />
2001-10-7,,,,,,,,,,1018,1016,1014,10,9,4,13,2,,0.00,3,,223<br />
2001-10-8,,,,,,,,,,1019,1016,1014,10,8,3,13,3,,0.00,3,,241<br />
2001-10-9,,,,,,,,,,1017,1015,1007,10,8,1,14,3,,0.00,3,,226<br />
2001-10-10,,,,,,,,,,1017,1016,1012,8,6,1,10,2,,0.00,3,,187<br />
2001-10-11,,,,,,,,,,1018,1016,1014,8,7,4,19,5,,0.00,2,,245<br />
2001-10-12,,,,,,,,,,1018,1017,1015,6,5,2,0,0,,0.00,2,,-1<br />
2001-10-13,,,,,,,,,,1018,1016,1015,10,7,2,14,3,,0.00,2,Rain,257<br />
2001-10-14,,,,,,,,,,1016,1015,1013,8,7,6,0,0,,0.00,1,,-1<br />
2001-10-15,,,,,,,,,,1018,1017,1015,10,9,6,13,3,,0.00,1,,227<br />
2001-10-16,,,,,,,,,,1018,1017,1015,10,6,1,19,3,,0.00,2,Fog,133<br />
2001-10-17,,,,,,,,,,1019,1016,1014,10,7,1,11,3,,0.00,3,Fog,102<br />
2001-10-18,,,,,,,,,,1018,1015,1013,10,8,4,19,5,,0.00,2,,255<br />
2001-10-19,,,,,,,,,,1021,1019,1016,10,6,3,19,3,,0.00,1,,263<br />
2001-10-20,25,25,25,23,23,23,89,89,89,1023,1020,1013,7,5,2,10,2,,0.00,2,,0<br />
2001-10-21,,,,,,,,,,1020,1019,1018,8,6,1,0,0,,0.00,1,Fog,-1<br />
2001-10-22,,,,,,,,,,1022,1020,1017,10,8,3,14,3,,0.00,2,,247<br />
2001-10-23,,,,,,,,,,1022,1020,1017,10,9,3,14,2,,0.00,2,,246<br />
2001-10-24,,,,,,,,,,1019,1016,1009,10,9,6,13,2,,0.00,2,,266<br />
2001-10-25,,,,,,,,,,1018,1015,1013,10,9,5,11,2,,0.00,1,,268<br />
2001-10-26,,,,,,,,,,1018,1016,1014,10,10,8,14,5,,0.00,1,,266<br />
2001-10-27,,,,,,,,,,1020,1018,1016,10,9,7,13,2,,0.00,1,,270<br />
2001-10-28,,,,,,,,,,1021,1019,1016,10,9,7,19,3,,0.00,2,,251<br />
2001-10-29,,,,,,,,,,1019,1017,1015,10,9,6,14,2,,0.00,1,,272<br />
2001-10-30,,,,,,,,,,1020,1017,1014,10,10,9,19,3,,0.00,1,,261<br />
2001-10-31,,,,,,,,,,1019,1017,1014,10,9,6,16,3,,0.00,2,,251<br />
2001-11-1,,,,,,,,,,1020,1017,1015,10,7,3,14,3,,0.00,2,,247<br />
2001-11-2,,,,,,,,,,1021,1018,1007,6,5,1,14,3,,0.00,2,Fog,206<br />
2001-11-3,,,,,,,,,,1020,1019,1016,7,5,2,11,2,,0.00,3,,210<br />
2001-11-4,,,,,,,,,,1019,1017,1015,8,6,3,14,3,,0.00,3,,258<br />
2001-11-5,,,,,,,,,,1022,1020,1018,8,7,3,14,2,,0.00,1,,265<br />
2001-11-6,,,,,,,,,,1023,1022,1019,8,5,1,0,0,,0.00,1,Fog,-1<br />
2001-11-7,,,,,,,,,,1021,1020,1017,10,8,7,10,2,,0.00,4,,221<br />
2001-11-8,,,,,,,,,,1020,1018,1016,9,7,0,14,2,,0.00,2,Fog,272<br />
2001-11-9,,,,,,,,,,1021,1019,1010,10,7,3,11,2,,0.00,1,,257<br />
2001-11-10,,,,,,,,,,1021,1020,1018,8,5,0,8,0,,0.00,1,Fog,250<br />
2001-11-11,,,,,,,,,,1020,1018,1016,10,7,0,10,2,,0.00,2,Fog,260<br />
2001-11-12,,,,,,,,,,1020,1019,1017,10,8,4,10,2,,0.00,1,,241<br />
2001-11-13,,,,,,,,,,1022,1020,1017,10,9,4,10,3,,0.00,1,,249<br />
2001-11-14,,,,,,,,,,1023,1020,1018,10,8,1,10,2,,0.00,1,Fog,178<br />
2001-11-15,,,,,,,,,,1022,1020,1018,10,8,0,13,2,,0.00,1,Fog,190<br />
2001-11-16,27,27,27,21,21,21,70,70,70,1023,1020,1016,10,8,3,13,2,,0.00,1,,255<br />
2001-11-17,,,,,,,,,,1019,1019,1019,8,8,8,0,0,,0.00,3,,-1<br />
2001-11-18,,,,,,,,,,1022,1020,1018,10,8,3,14,2,,0.00,2,,260<br />
2001-11-19,30,30,30,22,22,22,62,62,62,1023,1021,1013,9,7,4,8,2,,0.00,1,,210<br />
2001-11-20,,,,,,,,,,1024,1022,1020,10,7,0,14,3,,0.00,1,Fog,263<br />
2001-11-21,,,,,,,,,,1024,1021,1019,10,7,1,19,5,,0.00,3,Rain,225<br />
2001-11-22,,,,,,,,,,1022,1020,1019,7,5,1,6,0,,0.00,2,Fog,270<br />
2001-11-23,,,,,,,,,,1022,1020,1017,10,5,3,11,2,,0.00,2,,245<br />
2001-11-24,,,,,,,,,,1023,1021,1018,10,6,2,13,2,,0.00,1,,272<br />
2001-11-25,27,,27,18,18,18,58,58,58,1024,1020,1010,7,5,1,13,3,,0.00,0,,234<br />
2001-11-26,,,,,,,,,,1022,1020,1018,9,7,1,13,3,,0.00,1,,250<br />
2001-11-27,,,,,,,,,,1023,1020,1018,10,8,3,14,6,,0.00,1,,270<br />
2001-11-28,,,,,,,,,,1020,1016,1015,10,7,0,14,3,,0.00,1,Fog,270<br />
2001-11-29,,,,,,,,,,1021,1019,1016,10,7,2,13,3,,0.00,1,,270<br />
2001-11-30,,,,,,,,,,1020,1019,1016,5,2,0,8,0,,0.00,0,Fog,250<br />
2001-12-1,,,,,,,,,,1019,1017,1016,7,6,4,10,3,,0.00,1,,270<br />
2001-12-2,,,,,,,,,,1019,1016,1014,6,4,1,14,2,,0.00,2,Fog,205<br />
2001-12-3,21,21,21,13,13,13,60,60,60,1020,1018,1015,7,4,0,13,2,,0.00,2,Fog,170<br />
2001-12-4,,,,,,,,,,1020,1017,1015,7,5,1,13,5,,0.00,4,,270<br />
2001-12-5,,,,,,,,,,1018,1016,1014,6,3,0,6,0,,0.00,2,Fog,290<br />
2001-12-6,,,,,,,,,,1020,1018,1016,6,4,1,10,2,,0.00,4,,280<br />
2001-12-7,,,,,,,,,,1020,1018,1016,5,4,1,6,0,,0.00,4,Fog,270<br />
2001-12-8,,,,,,,,,,1018,1017,1014,5,3,1,10,2,,0.00,5,Fog,250<br />
2001-12-9,,,,,,,,,,1019,1018,1017,6,4,0,13,2,,0.00,2,Fog,270<br />
2001-12-10,,,,,,,,,,1020,1020,1019,3,2,0,0,0,,0.00,1,Fog,-1<br />
2001-12-11,,,,,,,,,,1022,1020,1017,4,2,1,10,2,,0.00,2,Fog,231<br />
2001-12-12,,,,,,,,,,1022,1019,1017,5,3,1,13,6,,0.00,1,Fog,263<br />
2001-12-14,,,,,,,,,,1025,1024,1020,10,2,0,6,0,,0.00,0,Fog,270<br />
2001-12-15,,,,,,,,,,1025,1023,1021,8,5,2,6,0,,0.00,6,,260<br />
2001-12-16,,,,,,,,,,1022,1020,1018,7,5,0,10,2,,0.00,1,Fog,250<br />
2001-12-17,,,,,,,,,,1024,1021,1020,10,6,1,13,2,,0.00,1,,270<br />
2001-12-
